,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT
2573,Residential Apartment,Hyderabad,1,2.0,2,1,6,6.0,4000.0,980.0,979.946402816,39200000.0,1.0,1,2,Manikonda,17.355564,78.383724,Luxury,979.946402816
2574,Independent House/Villa,Hyderabad,1,3.0,2,1,5,2.0,5200.0,2200.0,2200.0356466559997,11399999.999999998,1.0,,,Manikonda,17.428952,78.197469,Luxury,2199.9643533440003
2575,Residential Land,Hyderabad,1,,0,3,0,10.0,25999.0,1485.0,1484.9890787840002,42900000.0,,,,Manikonda,17.428952,78.197469,Luxury,1484.9890787840002
2576,Residential Apartment,Hyderabad,1,3.0,2,5,5,17.0,2950.0,1300.0,1299.957459008,383500000.0,1.0,2,3,Manikonda,17.428952,78.197469,Luxury,1299.957459008
2577,Residential Apartment,Hyderabad,1,2.0,2,1,5,17.0,1885.0,2000.0,2000.042191424,37700000.0,1.0,1,2,Manikonda,17.4609913,78.3532083,Luxury,1999.957808576
2578,Residential Land,Hyderabad,1,,0,3,0,5.0,25000.0,1350.0,1350.009642368,37500000.0,,,,Manikonda,17.40223,78.3444,Semi-luxury,1349.990357632
2579,Residential Land,Hyderabad,1,,0,3,0,5.0,16000.0,1503.0,1502.964809152,267200000.0,,,,Manikonda,17.41821,78.29459,Luxury,1502.964809152
2580,Residential Apartment,Hyderabad,1,3.0,1,4,1,15.0,10687.0,1965.0,1964.9518435200002,20000000.0,2.0,13,3,Manikonda,17.000769199255,77.8403623086082,Luxury,1964.9518435200002
2581,Residential Apartment,Hyderabad,1,3.0,0,3,2,20.0,11029.0,2040.0,2039.976299008,22500000.0,4.0,10,3,Manikonda,17.147723617837613,77.74593537654307,Luxury,2039.976299008
2582,Residential Apartment,Hyderabad,1,2.0,1,3,1,5.0,4716.0,1060.0,1060.029896192,5000000.0,1.0,2,2,Manikonda,17.467181,78.205133,Luxury,1059.970103808
2583,Residential Apartment,Hyderabad,1,3.0,2,3,6,30.0,6833.0,2191.0,2190.9939619200004,14500000.0,2.0,21,3,Manikonda,17.477415,78.227409,Luxury,2190.9939619200004
2584,Independent House/Villa,Hyderabad,1,4.0,2,4,6,3.0,19000.0,3693.0,3692.990019136,70200000.0,2.0,,,Manikonda,17.509668,78.196121,Luxury,3692.990019136
2585,Independent House/Villa,Secunderabad,1,3.0,0,0,6,2.0,41916.0,1503.0,1502.964809152,7000000.0,2.0,,,Manikonda,17.516687,78.883378,Budget,1502.964809152
2587,Residential Land,Hyderabad,1,,0,3,0,,27000.0,1476.0,1475.9473940480002,442800000.0,,,,Manikonda,17.501318,78.409228,Luxury,1475.9473940480002
2590,Residential Land,Hyderabad,1,,0,6,0,5.0,31000.0,2997.0,2996.995572672,10300000.0,,,,Manikonda,17.399403,78.36901,Luxury,2996.995572672
2591,Residential Land,Hyderabad,1,,0,3,0,5.0,14500.0,1620.0,1619.9685152,26100000.0,,,,Manikonda,17.557546,78.557555,Luxury,1619.9685152
2592,Residential Land,Hyderabad,1,,0,3,0,5.0,14000.0,1647.0,1646.985930304,256200000.0,,,,Manikonda,17.4662476,78.4073169,Luxury,1646.985930304
2593,Residential Land,Hyderabad,1,,0,3,0,4.0,10500.0,1485.0,1484.9890787840002,173300000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1484.9890787840002
2594,Residential Apartment,Hyderabad,1,3.0,2,4,6,24.0,9600.0,2500.0,2500.025829504,24000000.0,2.0,5,3,Manikonda,17.38504,78.48667,Luxury,2499.974170496
2595,Residential Apartment,Hyderabad,1,2.0,2,3,1,5.0,6200.0,1275.0,1274.9851868800001,790500000.0,2.0,5,2,Manikonda,17.203278,77.836758,Luxury,1274.9851868800001
2596,Residential Apartment,Hyderabad,0,3.0,1,4,6,5.0,23.0,1500.0,1499.95091424,35000.0,2.0,4,3,Manikonda,17.492871,78.239079,Luxury,1499.95091424
2598,Independent House/Villa,Hyderabad,1,3.0,2,1,6,2.0,6500.0,2000.0,2000.042191424,13000000.0,2.0,,,Manikonda,17.548606,78.210422,Semi-luxury,1999.957808576
2599,Residential Land,Hyderabad,1,,0,2,0,5.0,1111.0,9000.0,9000.028402752001,10000000.0,,,,Manikonda,17.56192,78.16642,Budget,8999.971597247999
2600,Residential Apartment,Secunderabad,1,2.0,2,3,1,8.0,4900.0,1225.0,1225.0406426240002,600300000.0,2.0,8,2,Manikonda,17.5090182,78.3001801,Luxury,1224.9593573759998
2601,Independent House/Villa,Hyderabad,1,2.0,4,4,6,1.0,59281.0,1503.0,1502.964809152,9900000.0,1.0,,,Manikonda,17.543634,78.293712,Budget,1502.964809152
2602,Residential Apartment,Hyderabad,1,3.0,2,3,5,13.0,5699.0,1625.0,1625.027553088,926100000.0,2.0,13,3,Manikonda,17.5330867548758,78.2682745858627,Luxury,1624.972446912
2603,Residential Apartment,Hyderabad,1,3.0,2,3,5,13.0,5699.0,1495.0,1494.999515456,85200000.0,2.0,13,3,Manikonda,17.542319,78.226934,Luxury,1494.999515456
2604,Residential Apartment,Hyderabad,1,2.0,2,3,5,13.0,5699.0,1210.0,1209.971168064,689600000.0,2.0,13,2,Manikonda,17.548606,78.210422,Luxury,1209.971168064
2605,Independent House/Villa,Hyderabad,1,2.0,2,3,6,1.0,64333.0,1350.0,1350.009642368,96500000.0,1.0,,,Manikonda,17.5090182,78.3001801,Luxury,1349.990357632
2606,Residential Apartment,Hyderabad,0,3.0,4,1,2,5.0,14.0,1200.0,1199.960731392,17000.0,1.0,4,3,Manikonda,17.543634,78.293712,Luxury,1199.960731392
2607,Residential Land,Hyderabad,1,,0,3,0,5.0,1888.0,1818.0,1818.02446656,343400000.0,,,,Manikonda,17.5316,78.26729,Luxury,1817.97553344
2608,Independent House/Villa,Secunderabad,1,5.0,2,3,3,2.0,13095.0,4200.0,4199.970198976,55000000.0,2.0,,,Manikonda,17.492871,78.239079,Semi-luxury,4199.970198976
2609,Residential Apartment,Hyderabad,0,2.0,4,3,1,15.0,32.0,1297.0,1297.0512032000001,42000.0,1.0,10,2,Manikonda,17.583578247277302,78.1082316073572,Luxury,1296.9487967999999
2610,Residential Land,Hyderabad,1,,0,3,0,4.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.542319,78.226934,Budget,3266.954445504
2611,Residential Land,Hyderabad,1,,0,3,0,4.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.548606,78.210422,Budget,5444.968285055999
2612,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.07139,78.205312,Semi-luxury,1088.984815168
2613,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.563151,78.296336,Semi-luxury,1088.984815168
2614,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2.0,84500.0,1800.0,1800.048736192,16900000.0,2.0,,,Manikonda,17.555324,78.308221,Luxury,1799.951263808
2615,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3.0,96900.0,200.0,199.99345523199997,19400000.0,3.0,,,Manikonda,17.07139,78.205312,Luxury,199.99345523199997
2616,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2.0,77844.0,1503.0,1502.964809152,13000000.0,2.0,,,Manikonda,17.56192,78.16642,Luxury,1502.964809152
2617,Residential Land,Hyderabad,1,,0,5,0,6.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,16.5609,77.85031,Semi-luxury,5444.968285055999
2618,Farm House,Secunderabad,1,2.0,4,5,5,0.0,6500000.0,43560.0,43559.93080224,6500000.0,0.0,,,Manikonda,17.40223,78.3444,Luxury,43559.93080224
2619,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.3954823,78.3370988,Semi-luxury,1088.984815168
2620,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.402291123438,78.338167423361,Budget,5444.968285055999
2621,Residential Land,Secunderabad,1,,0,3,0,5.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.47078,78.30668,Budget,5444.968285055999
2622,Residential Land,Hyderabad,1,,0,5,0,5.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,78.48667,17.38504,Budget,5444.968285055999
2623,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.499634,78.361729,Budget,1088.984815168
2624,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.47078,78.30668,Budget,1088.984815168
2625,Residential Land,Hyderabad,1,,0,5,0,4.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.4605785,78.3560082,Budget,5444.968285055999
2626,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.4359437,78.3416731,Budget,1088.984815168
2627,Residential Land,Hyderabad,1,,0,3,0,,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.42278,78.34724,Budget,5444.968285055999
2628,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.466742,78.337059,Budget,1088.984815168
2629,Residential Land,Secunderabad,1,,0,5,0,6.0,1446.0,21780.0,21780.019220672002,3500000.0,,,,Manikonda,17.466742,78.337059,Budget,21779.980779327998
2630,Residential Land,Secunderabad,1,,0,5,0,4.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.466742,78.337059,Budget,5444.968285055999
2631,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.466742,78.337059,Budget,3266.954445504
2632,Residential Land,Secunderabad,1,,0,5,0,3.0,2475.0,1089.0,1088.984815168,29900000.0,,,,Manikonda,17.466742,78.337059,Budget,1088.984815168
2633,Residential Land,Hyderabad,1,,0,3,0,1.0,2290.0,3537.0,3537.0209574400005,900000.0,,,,Manikonda,17.466742,78.337059,Luxury,3536.9790425599995
2634,Residential Apartment,Hyderabad,0,2.0,4,4,1,35.0,58.0,1492.0,1491.985620544,60000.0,1.0,26,2,Manikonda,17.466742,78.337059,Luxury,1491.985620544
2635,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.466742,78.337059,Budget,3266.954445504
2636,Residential Land,Hyderabad,1,,0,5,0,4.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.466742,78.337059,Budget,5444.968285055999
2637,Residential Land,Hyderabad,1,,0,5,0,5.0,2477.0,5445.0,5445.031714944001,149900000.0,,,,Manikonda,17.41341,78.339447,Budget,5444.968285055999
2638,Residential Land,Hyderabad,1,,0,3,0,6.0,6400000.0,43560.0,43559.93080224,6400000.0,,,,Manikonda,17.407552,78.337696,Budget,43559.93080224
2639,Independent House/Villa,Hyderabad,1,2.0,4,5,5,1.0,31250.0,1440.0,1439.995933312,5000000.0,1.0,,,Manikonda,17.4400802,78.3489168,Budget,1439.995933312
2640,Residential Land,Hyderabad,1,,0,3,0,5.0,6500000.0,43560.0,43559.93080224,6500000.0,,,,Manikonda,17.4609913,78.3532083,Budget,43559.93080224
2641,Residential Land,Secunderabad,1,,0,5,0,4.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.4359437,78.3416731,Budget,5444.968285055999
2642,Residential Land,Hyderabad,1,,0,5,0,2.0,2462.0,1089.0,1088.984815168,29800000.0,,,,Manikonda,17.388245,78.341234,Budget,1088.984815168
2643,Residential Land,Hyderabad,1,,0,3,0,3.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.40223,78.3444,Budget,3266.954445504
2644,Residential Land,Hyderabad,1,,0,5,0,4.0,2459.0,5445.0,5445.031714944001,148800000.0,,,,Manikonda,17.400284,78.350663,Budget,5444.968285055999
2645,Residential Land,Hyderabad,1,,0,5,0,4.0,2477.0,5445.0,5445.031714944001,149900000.0,,,,Manikonda,17.41341,78.339447,Budget,5444.968285055999
2646,Residential Land,Hyderabad,1,,0,3,0,5.0,297980.0,5444.0,5443.955323904,14900000.0,,,,Manikonda,17.3923634,78.3621784,Budget,5443.955323904
2647,Residential Land,Hyderabad,1,,0,3,0,6.0,6489000.0,43560.0,43559.93080224,648900000.0,,,,Manikonda,17.3923634,78.3621784,Budget,43559.93080224
2648,Residential Land,Hyderabad,1,,0,3,0,2.0,2471.0,1089.0,1088.984815168,29900000.0,,,,Manikonda,17.41214,78.36431,Budget,1088.984815168
2649,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,363.0,362.95905868799997,900000.0,,,,Manikonda,17.4480919,78.3787508,Budget,362.95905868799997
2650,Residential Land,Hyderabad,1,,0,5,0,6.0,6499998.0,43560.0,43559.93080224,6500000.0,,,,Manikonda,17.5090182,78.3001801,Budget,43559.93080224
2651,Farm House,Hyderabad,1,2.0,4,5,5,0.0,6499999.0,43560.0,43559.93080224,6500000.0,0.0,,,Manikonda,17.5090182,78.3001801,Luxury,43559.93080224
2652,Residential Land,Hyderabad,1,,0,3,0,2.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.399482,78.34253,Budget,5444.968285055999
2653,Residential Land,Hyderabad,1,,0,5,0,2.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.466742,78.337059,Budget,1088.984815168
2654,Residential Land,Hyderabad,1,,0,5,0,4.0,2476.0,5445.0,5445.031714944001,149800000.0,,,,Manikonda,17.20869,78.47603,Budget,5444.968285055999
2655,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.40223,78.3444,Budget,3266.954445504
2656,Residential Land,Hyderabad,1,,0,5,0,4.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.3923634,78.3621784,Budget,5444.968285055999
2657,Residential Apartment,Hyderabad,1,3.0,2,4,6,5.0,7400.0,1800.0,1800.048736192,13300000.0,2.0,3,3,Manikonda,17.3923634,78.3621784,Luxury,1799.951263808
2658,Residential Land,Hyderabad,1,,0,5,0,4.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.322272,78.643697,Budget,3266.954445504
2659,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.411744,78.341175,Semi-luxury,3266.954445504
2660,Farm House,Hyderabad,1,2.0,4,3,5,0.0,6498999.0,43560.0,43559.93080224,649900000.0,0.0,,,Manikonda,17.4359437,78.3416731,Luxury,43559.93080224
2661,Residential Land,Hyderabad,1,,0,3,0,4.0,2477.0,5445.0,5445.031714944001,149900000.0,,,,Manikonda,78.48667,17.38504,Budget,5444.968285055999
2662,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,17.442196,78.280067,Luxury,1439.995933312
2663,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,78.48667,17.38504,Luxury,1439.995933312
2664,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,78.48667,17.38504,Luxury,1439.995933312
2665,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,78.48667,17.38504,Luxury,1439.995933312
2666,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,17.396115,78.357941,Luxury,1439.995933312
2667,Independent House/Villa,Hyderabad,1,4.0,4,3,5,1.0,48689.0,2403.0,2403.0429968,13000000.0,0.0,,,Manikonda,17.396115,78.357941,Luxury,2402.9570032
2668,Residential Apartment,Hyderabad,1,2.0,4,3,5,4.0,3300.0,800.0,799.9738209279999,26400000.0,1.0,1,2,Manikonda,17.442196,78.280067,Luxury,799.9738209279999
2669,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,17.147723617837613,77.74593537654307,Luxury,1439.995933312
2670,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,17.439747,78.037772,Luxury,1439.995933312
2671,Independent House/Villa,Hyderabad,1,2.0,4,5,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,17.450947,78.281192,Luxury,1439.995933312
2672,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,1.0,,,Manikonda,17.39652,78.33813,Luxury,1439.995933312
2673,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,0.0,,,Manikonda,0.0,0.0,Luxury,1439.995933312
2674,Independent House/Villa,Hyderabad,1,2.0,4,3,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,1.0,,,Manikonda,17.4609913,78.3532083,Luxury,1439.995933312
2675,Independent House/Villa,Hyderabad,1,2.0,4,5,5,5.0,31250.0,1440.0,1439.995933312,5000000.0,1.0,,,Manikonda,17.4609913,78.3532083,Luxury,1439.995933312
2676,Residential Land,Hyderabad,1,,0,3,0,3.0,299000.0,1088.0,1088.016063232,29900000.0,,,,Manikonda,17.4609913,78.3532083,Budget,1087.983936768
2677,Residential Apartment,Hyderabad,1,2.0,4,3,5,4.0,2500.0,1180.0,1180.047497152,29500000.0,1.0,3,2,Manikonda,17.412388,78.347496,Luxury,1179.952502848
2678,Farm House,Hyderabad,1,1.0,4,5,5,0.0,6498000.0,43560.0,43559.93080224,649800000.0,0.0,,,Manikonda,17.412388,78.347496,Luxury,43559.93080224
2679,Independent House/Villa,Hyderabad,1,4.0,4,3,5,1.0,48689.0,2403.0,2403.0429968,13000000.0,2.0,,,Manikonda,17.412388,78.347496,Luxury,2402.9570032
2680,Residential Land,Hyderabad,1,,0,3,0,3.0,299800.0,5444.0,5443.955323904,149900000.0,,,,Manikonda,17.413534,78.339066,Budget,5443.955323904
2681,Residential Land,Hyderabad,1,,0,3,0,4.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.47078,78.30668,Budget,3266.954445504
2682,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.47078,78.30668,Budget,1088.984815168
2683,Residential Land,Hyderabad,1,,0,5,0,3.0,2479.0,5445.0,5445.031714944001,1500000.0,,,,Manikonda,17.4609913,78.3532083,Budget,5444.968285055999
2684,Residential Apartment,Hyderabad,1,2.0,4,3,5,4.0,2500.0,800.0,799.9738209279999,2000000.0,0.0,2,2,Manikonda,17.640228766466283,78.4828090954698,Luxury,799.9738209279999
2685,Residential Land,Hyderabad,1,,0,5,0,5.0,2439.0,1107.0,1106.9605455360002,300000.0,,,,Manikonda,17.467762,78.408146,Luxury,1106.9605455360002
2686,Residential Land,Hyderabad,1,,0,3,0,5.0,2459.0,1098.0,1098.026499904,300000.0,,,,Manikonda,17.45753,78.36247,Luxury,1097.973500096
2687,Residential Land,Hyderabad,1,,0,0,0,5.0,1446.0,21780.0,21780.019220672002,3500000.0,,,,Manikonda,17.46658,78.411635,Luxury,21779.980779327998
2688,Residential Land,Hyderabad,1,,0,3,0,5.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.465823,78.407845,Luxury,3266.954445504
2689,Residential Land,Hyderabad,1,,0,3,0,5.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.640228766466283,78.4828090954698,Luxury,1088.984815168
2690,Residential Land,Hyderabad,1,,0,5,0,5.0,1342.0,43560.0,43559.93080224,6500000.0,,,,Manikonda,17.38504,78.48667,Luxury,43559.93080224
2691,Residential Land,Hyderabad,1,,0,3,0,5.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,17.250826,78.897132,Luxury,3266.954445504
2692,Residential Land,Hyderabad,1,,0,3,0,5.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.250826,78.897132,Luxury,1088.984815168
2693,Residential Land,Hyderabad,1,,0,5,0,5.0,2479.0,3267.0,3266.954445504,900000.0,,,,Manikonda,16.985875,78.499864,Luxury,3266.954445504
2694,Residential Land,Hyderabad,1,,0,3,0,5.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,16.985875,78.499864,Luxury,1088.984815168
2695,Residential Land,Hyderabad,1,,0,3,0,5.0,17500.0,1530.0,1529.9822242559999,297500000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1529.9822242559999
2696,Residential Land,Secunderabad,1,,0,3,0,5.0,17500.0,1530.0,1529.9822242559999,297500000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1529.9822242559999
2697,Residential Land,Hyderabad,1,,0,3,0,5.0,17500.0,1530.0,1529.9822242559999,297500000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1529.9822242559999
2698,Residential Land,Secunderabad,1,,0,0,0,5.0,17500.0,1530.0,1529.9822242559999,297500000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1529.9822242559999
2699,Residential Land,Hyderabad,1,,0,3,0,5.0,17500.0,1530.0,1529.9822242559999,297500000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1529.9822242559999
2700,Residential Land,Hyderabad,1,,0,3,0,,17500.0,1530.0,1529.9822242559999,297500000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,1529.9822242559999
2701,Residential Land,Hyderabad,1,,0,3,0,5.0,20000.0,2196.0,2195.945360704,48800000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,2195.945360704
2702,Residential Land,Hyderabad,1,,0,3,0,5.0,20000.0,2196.0,2195.945360704,48800000.0,,,,Manikonda,17.4609913,78.3532083,Luxury,2195.945360704
2703,Residential Land,Hyderabad,1,,0,3,0,5.0,19918.0,2205.0,2204.98704544,48800000.0,,,,Manikonda,17.360584,78.377846,Luxury,2204.98704544
2704,Residential Land,Hyderabad,1,,0,0,0,5.0,20000.0,2196.0,2195.945360704,48800000.0,,,,Manikonda,17.411447,78.370023,Luxury,2195.945360704
2705,Residential Land,Hyderabad,1,,0,3,0,5.0,20000.0,2196.0,2195.945360704,48800000.0,,,,Manikonda,17.411447,78.370023,Luxury,2195.945360704
2706,Residential Land,Hyderabad,1,,0,3,0,5.0,20000.0,2196.0,2195.945360704,48800000.0,,,,Manikonda,17.393692,78.37514,Semi-luxury,2195.945360704
2707,Residential Land,Hyderabad,1,,0,3,0,5.0,20000.0,2196.0,2195.945360704,48800000.0,,,,Manikonda,17.393692,78.37514,Luxury,2195.945360704
2708,Residential Land,Hyderabad,1,,0,3,0,5.0,25000.0,2403.0,2403.0429968,667500000.0,,,,Manikonda,17.411447,78.370023,Luxury,2402.9570032
2709,Residential Land,Hyderabad,1,,0,3,0,5.0,25000.0,2403.0,2403.0429968,667500000.0,,,,Manikonda,17.411447,78.370023,Luxury,2402.9570032
2710,Residential Land,Hyderabad,1,,0,3,0,5.0,25000.0,2403.0,2403.0429968,667500000.0,,,,Manikonda,17.388287,78.370072,Luxury,2402.9570032
2711,Residential Land,Hyderabad,1,,0,3,0,5.0,25000.0,2403.0,2403.0429968,667500000.0,,,,Manikonda,17.360577,78.37802,Luxury,2402.9570032
2712,Residential Land,Hyderabad,1,,0,3,0,5.0,2459.0,1098.0,1098.026499904,300000.0,,,,Manikonda,17.388287,78.370072,Luxury,1097.973500096
2713,Residential Land,Hyderabad,1,,0,2,0,5.0,2479.0,1089.0,1088.984815168,300000.0,,,,Manikonda,17.388287,78.370072,Luxury,1088.984815168
2714,Residential Apartment,Hyderabad,0,2.0,1,4,1,35.0,65.0,1492.0,1491.985620544,67000.0,1.0,30,2,Manikonda,17.388287,78.370072,Luxury,1491.985620544
2715,Residential Apartment,Hyderabad,0,2.0,1,4,1,35.0,61.0,1492.0,1491.985620544,63000.0,1.0,30,2,Manikonda,17.360577,78.37802,Luxury,1491.985620544
2716,Residential Apartment,Hyderabad,1,3.0,2,3,6,18.0,9000.0,1535.0,1535.0412621440003,13799999.999999998,1.0,18,3,Manikonda,17.4011618,78.37569,Luxury,1534.9587378559997
2717,Residential Apartment,Hyderabad,1,4.0,2,4,6,18.0,9000.0,2630.0,2629.9462280320004,23700000.0,2.0,12,4,Manikonda,16.851462,78.531661,Luxury,2629.9462280320004
2718,Residential Apartment,Hyderabad,0,2.0,4,3,1,35.0,33.0,1283.0,1282.950480576,43000.0,1.0,17,2,Manikonda,17.5289254,78.6884452,Luxury,1282.950480576
2719,Residential Apartment,Hyderabad,0,4.0,1,3,1,35.0,34.0,2713.0,2713.04361632,94000.0,3.0,6,4,Manikonda,17.5289254,78.6884452,Luxury,2712.95638368
2721,Residential Apartment,Hyderabad,2,3.0,0,3,5,20.0,5801.0,1500.0,1499.95091424,870100000.0,2.0,18,3,Manikonda,17.5289254,78.6884452,Luxury,1499.95091424
2722,Residential Land,Hyderabad,1,,0,3,0,4.0,15000.0,1980.0,1980.02131808,3300000.0,,,,Manikonda,17.16954,78.47093,Budget,1979.97868192
2723,Residential Land,Hyderabad,1,,0,3,0,3.0,22500.0,1503.0,1502.964809152,375800000.0,,,,Manikonda,17.42169,78.21842,Luxury,1502.964809152
2724,Residential Land,Hyderabad,1,,0,3,0,4.0,23000.0,1503.0,1502.964809152,384100000.0,,,,Manikonda,17.16954,78.47093,Budget,1502.964809152
2725,Residential Land,Hyderabad,1,,0,3,0,4.0,23000.0,1800.0,1800.048736192,4600000.0,,,,Manikonda,17.42169,78.21842,Luxury,1799.951263808
2726,Residential Land,Hyderabad,1,,0,3,0,4.0,23000.0,1800.0,1800.048736192,4600000.0,,,,Manikonda,17.16954,78.47093,Luxury,1799.951263808
2727,Residential Land,Hyderabad,1,,0,3,0,4.0,23000.0,1800.0,1800.048736192,4600000.0,,,,Manikonda,17.47661,78.173427,Luxury,1799.951263808
2728,Residential Land,Hyderabad,1,,0,5,0,5.0,32000.0,3150.0,3149.950739456,11200000.000000002,,,,Manikonda,17.47661,78.173427,Luxury,3149.950739456
2729,Residential Land,Hyderabad,1,,0,5,0,5.0,3100000.0,2448.0,2448.0361422720002,843199999.9999999,,,,Manikonda,17.583578247277302,78.1082316073572,Budget,2447.9638577279998
2730,Residential Land,Hyderabad,1,,0,3,0,4.0,16000.0,1620.0,1619.9685152,28900000.0,,,,Manikonda,17.583578247277302,78.1082316073572,Luxury,1619.9685152
2731,Residential Land,Hyderabad,1,,0,5,0,3.0,16500.0,2439.0,2438.994457536,447200000.0,,,,Manikonda,17.41341,78.339447,Semi-luxury,2438.994457536
2732,Residential Land,Hyderabad,1,,0,3,0,5.0,2500.0,1800.0,1800.048736192,4500000.0,,,,Manikonda,17.16954,78.47093,Budget,1799.951263808
2733,Residential Land,Hyderabad,1,,0,3,0,3.0,22500.0,1503.0,1502.964809152,375700000.0,,,,Manikonda,17.47661,78.173427,Luxury,1502.964809152
2734,Residential Land,Hyderabad,1,,0,3,0,3.0,14999.0,1800.0,1800.048736192,3000000.0,,,,Manikonda,17.42169,78.21842,Luxury,1799.951263808
2735,Residential Land,Hyderabad,1,,0,5,0,5.0,18000.0,2700.0,2700.019284736,5400000.0,,,,Manikonda,17.41341,78.339447,Luxury,2699.980715264
