,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT
472,Residential Apartment,Secunderabad,1,4.0,4,0,2,2.0,7500.0,2564.0,2563.96345728,18000000.0,3.0,1,4,Manikonda,17.443354,78.182044,Luxury,2563.96345728
473,Independent House/Villa,Hyderabad,1,4.0,1,3,1,2.0,9130.0,1620.0,1619.9685152,21000000.0,1.0,,,Manikonda,17.44007494380667,78.64775831900772,Luxury,1619.9685152
474,Residential Apartment,Secunderabad,1,3.0,2,3,5,5.0,5882.0,1530.0,1529.9822242559999,9500000.0,2.0,3,3,Manikonda,17.534325,78.331096,Luxury,1529.9822242559999
475,Residential Apartment,Hyderabad,1,3.0,1,3,1,5.0,7712.0,1945.0,1945.03860928,15000000.0,2.0,3,3,Manikonda,17.245672081157764,78.37147863892494,Luxury,1944.96139072
476,Residential Apartment,Secunderabad,1,3.0,4,0,3,5.0,4193.0,1550.0,1550.0030976,6500000.0,2.0,3,3,Manikonda,17.453725,78.290418,Budget,1549.9969024
477,Residential Apartment,Hyderabad,1,3.0,4,4,2,18.0,11500.0,2705.0,2704.9706835200004,31100000.0,1.0,13,3,Manikonda,17.533096,78.477854,Luxury,2704.9706835200004
478,Independent House/Villa,Secunderabad,1,4.0,4,0,2,2.0,6000.0,3000.0,3000.009467584,17000000.0,2.0,,,Manikonda,17.484046,78.358808,Luxury,2999.990532416
492,Independent House/Villa,Hyderabad,1,3.0,2,4,6,2.0,126666.0,2700.0,2700.019284736,38000000.0,3.0,,,Manikonda,17.4664197,78.285342,Luxury,2699.980715264
495,Residential Apartment,Hyderabad,1,3.0,0,4,6,6.0,6348.0,1520.0,1519.9717875840001,96500000.0,2.0,5,3,Manikonda,17.233562897673416,78.54189608906688,Luxury,1519.9717875840001
497,Residential Apartment,Secunderabad,1,3.0,2,3,6,9.0,8186.0,1820.0,1819.9619704320003,14900000.0,1.0,3,3,Manikonda,17.518915,78.301535,Luxury,1819.9619704320003
498,Residential Apartment,Secunderabad,1,2.0,4,3,2,5.0,5288.0,1040.0,1040.009022848,4800000.0,1.0,1,2,Manikonda,17.399482,78.34253,Luxury,1039.990977152
499,Residential Apartment,Hyderabad,1,3.0,4,4,2,14.0,9000.0,1920.0,1919.958698048,16500000.0,2.0,12,3,Manikonda,17.450024,78.361293,Budget,1919.958698048
500,Independent House/Villa,Hyderabad,1,5.0,2,5,3,2.0,8632.0,1506.0,1505.978704064,12500000.0,2.0,,,Manikonda,17.327119,78.589535,Budget,1505.978704064
501,Residential Apartment,Hyderabad,1,3.0,1,4,1,12.0,10202.0,1725.0,1725.024280704,17600000.0,1.0,G,3,Manikonda,17.25839,78.68112,Luxury,1724.975719296
503,Residential Apartment,Hyderabad,0,1.0,2,4,1,5.0,18.0,800.0,799.9738209279999,14500.0,1.0,3,1,Manikonda,17.382054,78.488296,Budget,799.9738209279999
504,Residential Apartment,Hyderabad,1,3.0,1,0,3,4.0,11363.0,1500.0,1499.95091424,12500000.0,1.0,G,3,Manikonda,17.4268897,78.4048405,Budget,1499.95091424
506,Residential Apartment,Hyderabad,0,3.0,4,5,1,20.0,24.0,1663.0,1663.0241568000001,40000.0,1.0,1,3,Manikonda,17.505811,78.539781,Luxury,1662.9758431999999
507,Residential Apartment,Hyderabad,1,2.0,4,3,2,5.0,6016.0,1230.0,1229.992041408,7400000.0,2.0,4,2,Manikonda,17.3915153,78.4972145,Luxury,1229.992041408
508,Independent House/Villa,Hyderabad,1,2.0,4,2,3,2.0,100719.0,1251.0,1250.9816666880001,14000000.0,2.0,,,Manikonda,17.435166,78.374179,Budget,1250.9816666880001
509,Residential Apartment,Hyderabad,1,2.0,2,3,5,5.0,6200.0,1145.0,1144.9571492480002,7100000.0,2.0,3,2,Manikonda,17.437953,78.283138,Luxury,1144.9571492480002
510,Residential Land,Hyderabad,1,,0,4,0,4.0,27500.0,3600.0,3599.98983328,11000000.0,,,,Manikonda,17.403674,78.323611,Budget,3599.98983328
511,Residential Apartment,Hyderabad,1,2.0,1,1,3,3.0,5647.0,850.0,850.026004288,4800000.0,1.0,1,2,Manikonda,17.40665,78.396824,Budget,849.973995712
512,Independent House/Villa,Hyderabad,1,12.0,2,2,2,3.0,25000.0,2000.0,2000.042191424,50000000.0,3.0,,,Manikonda,17.39291,78.33501,Luxury,1999.957808576
515,Residential Apartment,Hyderabad,1,2.0,4,3,6,8.0,7172.0,1185.0,1184.998895936,8500000.0,1.0,4,2,Manikonda,17.542319,78.226934,Luxury,1184.998895936
518,Residential Apartment,Hyderabad,1,2.0,4,5,3,4.0,12666.0,750.0,750.0292766720002,9500000.0,2.0,2,2,Manikonda,17.478433,78.392116,Luxury,749.9707233279998
519,Residential Land,Hyderabad,1,,0,8,0,1.0,12500.0,3303.0,3303.0135453440002,458800000.0,,,,Manikonda,17.583578247277302,78.1082316073572,Budget,3302.9864546559998
524,Residential Apartment,Secunderabad,1,2.0,2,3,3,4.0,4225.0,1420.0,1419.9750599679999,6000000.0,3.0,3,2,Manikonda,17.584501,78.478388,Budget,1419.9750599679999
525,Residential Apartment,Hyderabad,1,3.0,4,3,2,15.0,8403.0,1800.0,1800.048736192,13000000.0,2.0,3,3,Manikonda,17.250826,78.897132,Luxury,1799.951263808
526,Residential Apartment,Hyderabad,1,3.0,0,3,5,5.0,6500.0,1815.0,1815.010571648,11800000.0,2.0,3,3,Manikonda,17.5090182,78.3001801,Luxury,1814.989428352
529,Independent House/Villa,Hyderabad,1,3.0,2,7,3,1.0,80000.0,375.0,375.0146383360001,30000000.0,0.0,,,Manikonda,17.524728,78.640282,Budget,374.9853616639999
530,Residential Apartment,Hyderabad,1,2.0,1,3,3,4.0,4900.0,1000.0,999.9672761600001,4900000.0,2.0,2,2,Manikonda,17.45227,78.299843,Semi-luxury,999.9672761600001
531,Residential Land,Hyderabad,1,,0,8,0,3.0,16000.0,1125.0,1125.0439150079999,2000000.0,,,,Manikonda,17.416278,78.579471,Luxury,1124.9560849920001
532,Residential Apartment,Hyderabad,1,2.0,4,8,2,5.0,6372.0,1020.0,1019.988149504,7000000.0,2.0,1,2,Manikonda,17.3566145,78.5105746,Luxury,1019.988149504
533,Independent House/Villa,Hyderabad,1,6.0,4,3,2,3.0,5476.0,4200.0,4199.970198976,25000000.0,2.0,,,Manikonda,17.4985957,78.5731826,Budget,4199.970198976
534,Independent House/Villa,Hyderabad,1,1.0,0,0,2,1.0,75000.0,540.0,540.025384768,4500000.0,1.0,,,Manikonda,17.4556528,78.3667777,Budget,539.974615232
535,Residential Apartment,Secunderabad,1,2.0,2,0,3,4.0,4639.0,819.0,819.0259423360001,3800000.0,1.0,1,2,Manikonda,17.40223,78.3444,Budget,818.9740576639999
537,Residential Apartment,Secunderabad,1,3.0,2,3,6,15.0,6360.0,1525.0,1525.030825472,9700000.0,1.0,7,3,Manikonda,17.40777,78.6025,Luxury,1524.969174528
538,Residential Apartment,Hyderabad,1,2.0,2,3,5,5.0,3000.0,1050.0,1050.01945952,31500000.0,2.0,2,2,Manikonda,17.519349,78.399539,Luxury,1049.98054048
