,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY
210,Residential Apartment,Hyderabad,1,2.0,0,1,5,12,6000.0,918.0,5800000.0,1,12,2,Manikonda,17.443855,78.250431,Luxury
211,Residential Apartment,Hyderabad,3,2.0,2,3,6,5,4285.0,910.0,3900000.0,1,5,2,Manikonda,78.48667,17.38504,Luxury
212,Residential Apartment,Secunderabad,1,3.0,2,3,6,5,9608.0,1405.0,12900000.0,1,2,3,Manikonda,17.443855,78.250431,Budget
213,Residential Apartment,Hyderabad,1,4.0,4,0,3,6,2500.0,5000.0,12500000.0,0,5,4,Manikonda,17.4549051,78.3684845,Budget
214,Residential Apartment,Hyderabad,1,3.0,2,5,5,4,6000.0,2000.0,12000000.0,3,1,3,Manikonda,17.443395,78.597343,Luxury
215,Residential Apartment,Secunderabad,1,2.0,4,3,3,5,5900.0,1000.0,5900000.0,1,5,2,Manikonda,17.20869,78.47603,Semi-luxury
216,Independent House/Villa,Hyderabad,1,5.0,2,3,6,3,4230.0,5800.0,27500000.0,3,3,5,Manikonda,17.38504,78.48667,Luxury
217,Residential Apartment,Hyderabad,1,3.0,2,3,6,4,5059.0,1680.0,8500000.0,1,3,3,Manikonda,17.449237,78.5007657,Semi-luxury
218,Residential Apartment,Hyderabad,1,2.0,1,3,1,5,4837.0,1075.0,5200000.0,2,1,2,Manikonda,17.233562897673416,78.54189608906688,Luxury
220,Independent House/Villa,Hyderabad,1,4.0,2,4,3,2,26333.0,342.0,79000000.0,2,2,4,Manikonda,17.5316,78.26729,Luxury
221,Independent House/Villa,Hyderabad,1,5.0,1,0,2,3,120000.0,750.0,120000000.0,2,3,5,Manikonda,17.499527,78.4767399,Luxury
222,Independent House/Villa,Hyderabad,1,2.0,2,4,3,1,93220.0,1062.0,11000000.0,0,1,2,Manikonda,17.640228766466283,78.4828090954698,Semi-luxury
223,Independent House/Villa,Secunderabad,1,5.0,2,3,5,3,11046.0,300.0,47500000.0,2,3,5,Manikonda,17.591122,78.569709,Luxury
224,Independent House/Villa,Hyderabad,1,4.0,1,0,1,2,5346.0,2600.0,13899999.999999998,1,2,4,Manikonda,17.413956,78.408351,Budget
225,Residential Apartment,Hyderabad,1,3.0,0,3,5,5,6499.0,1700.0,12500000.0,1,1,3,Manikonda,17.423148,78.377041,Luxury
226,Residential Apartment,Hyderabad,1,2.0,2,3,6,14,6200.0,1214.0,8800000.0,2,9,2,Manikonda,17.4609913,78.3532083,Luxury
227,Residential Apartment,Hyderabad,1,3.0,1,3,2,4,7000.0,1670.0,12000000.0,3,4,3,Manikonda,17.4359437,78.3416731,Luxury
228,Residential Apartment,Hyderabad,1,2.0,1,1,2,5,5510.0,980.0,5400000.0,2,2,2,Manikonda,17.4359437,78.3416731,Semi-luxury
229,Residential Apartment,Secunderabad,1,3.0,4,0,1,4,5500.0,2000.0,11000000.0,2,1,3,Manikonda,17.437012,78.371384,Luxury
231,Residential Apartment,Hyderabad,1,3.0,4,1,1,10,11728.0,1420.0,11500000.0,2,9,3,Manikonda,17.5204109,78.3986334,Luxury
232,Independent House/Villa,Hyderabad,1,3.0,4,3,3,2,124472.0,2133.0,29500000.0,1,2,3,Manikonda,17.20869,78.47603,Luxury
233,Residential Apartment,Hyderabad,1,3.0,1,0,1,9,9523.0,2300.0,20000000.0,3,6,3,Manikonda,17.507274,78.336602,Budget
234,Residential Apartment,Hyderabad,1,3.0,0,4,6,12,8225.0,1945.0,16000000.0,1,8,3,Manikonda,17.4359437,78.3416731,Luxury
235,Residential Apartment,Hyderabad,1,2.0,2,3,6,5,5463.0,1025.0,5800000.0,2,2,2,Manikonda,17.4359437,78.3416731,Luxury
236,Residential Apartment,Hyderabad,1,3.0,2,3,6,12,7046.0,1845.0,13000000.0,2,6,3,Manikonda,17.538237,78.480804,Luxury
237,Independent House/Villa,Hyderabad,1,3.0,2,4,3,2,112149.0,963.0,12000000.0,1,2,3,Manikonda,17.16954,78.47093,Luxury
238,Residential Apartment,Hyderabad,1,3.0,2,3,5,5,10245.0,1525.0,12500000.0,2,2,3,Manikonda,17.71607,78.52229,Luxury
240,Residential Apartment,Hyderabad,1,3.0,2,3,6,5,5000.0,1500.0,7900000.0,2,2,3,Manikonda,17.47078,78.30668,Luxury
241,Residential Apartment,Hyderabad,1,3.0,4,4,3,9,13000.0,1495.0,15600000.0,1,9,3,Manikonda,17.6197,78.082693,Luxury
242,Independent House/Villa,Hyderabad,1,2.0,2,3,3,1,60606.0,1485.0,10000000.0,3,1,2,Manikonda,17.37,78.57,Semi-luxury
243,Residential Apartment,Hyderabad,1,3.0,4,0,2,5,7575.0,1650.0,12500000.0,3,4,3,Manikonda,17.44633,78.726187,Luxury
244,Residential Apartment,Hyderabad,1,2.0,1,3,1,4,4896.0,1062.0,5200000.0,2,0,2,Manikonda,17.443855,78.250431,Luxury
247,Independent House/Villa,Secunderabad,1,4.0,2,1,3,1,5703.0,2367.0,12500000.0,2,1,4,Manikonda,17.538237,78.480804,Budget
249,Residential Apartment,Secunderabad,1,3.0,4,3,6,4,6636.0,2350.0,14600000.0,2,2,3,Manikonda,17.20869,78.47603,Luxury
250,Residential Apartment,Secunderabad,1,2.0,4,5,2,5,6372.0,1020.0,6500000.0,1,2,2,Manikonda,17.4664197,78.285342,Luxury
251,Residential Apartment,Hyderabad,1,3.0,4,4,3,5,4655.0,1611.0,7500000.0,2,3,3,Manikonda,17.4480919,78.3787508,Luxury
252,Residential Apartment,Secunderabad,1,2.0,2,1,5,10,5468.0,1280.0,7000000.0,2,7,2,Manikonda,78.48667,17.38504,Luxury
253,Residential Apartment,Hyderabad,1,3.0,4,1,3,6,7000.0,1420.0,99400000.0,3,1,3,Manikonda,78.48667,17.38504,Luxury
254,Residential Apartment,Hyderabad,1,2.0,1,0,1,10,7545.0,994.0,7500000.0,1,4,2,Manikonda,78.48667,17.38504,Budget
255,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,9773.0,3888.0,38000000.0,1,3,4,Manikonda,17.575957,78.471167,Luxury
257,Residential Apartment,Hyderabad,1,2.0,4,3,2,3,6718.0,1161.0,7800000.0,1,0,2,Manikonda,17.50107,78.59508,Luxury
258,Residential Apartment,Secunderabad,1,3.0,4,1,3,4,5478.0,1150.0,6300000.0,2,1,3,Manikonda,17.4664197,78.285342,Luxury
259,Independent House/Villa,Hyderabad,1,3.0,4,4,6,2,106666.0,1350.0,16000000.0,1,2,3,Manikonda,17.250826,78.897132,Luxury
260,Residential Apartment,Hyderabad,4,2.0,1,1,2,6,6631.0,950.0,6300000.0,1,5,2,Manikonda,17.511864,78.468622,Luxury
261,Residential Apartment,Hyderabad,1,3.0,2,5,2,5,6124.0,1143.0,7000000.0,1,1,3,Manikonda,17.4295317,78.41266,Luxury
262,Residential Apartment,Secunderabad,1,2.0,4,3,1,4,6176.0,1020.0,6300000.0,2,2,2,Manikonda,17.4295317,78.41266,Luxury
263,Residential Apartment,Secunderabad,1,2.0,4,3,3,5,3041.0,789.0,2400000.0,1,1,2,Manikonda,17.465823,78.407845,Budget
264,Residential Apartment,Hyderabad,1,3.0,4,3,3,5,6923.0,1490.0,9000000.0,2,3,3,Manikonda,17.6415169517376,77.8465246295364,Luxury
265,Independent House/Villa,Hyderabad,0,4.0,4,0,2,1,21.0,4200.0,85000.0,4,1,4,Manikonda,17.620662,77.953509,Budget
266,Residential Apartment,Hyderabad,0,2.0,4,4,6,20,21.0,1392.0,31000.0,1,4,2,Manikonda,17.4951,78.34014,Luxury
267,Residential Apartment,Hyderabad,1,2.0,2,3,5,10,3000.0,1190.0,35700000.0,1,9,2,Manikonda,17.538237,78.480804,Luxury
268,Residential Apartment,Secunderabad,1,2.0,2,3,6,6,5500.0,1226.0,674300000.0,1,2,2,Manikonda,17.4609913,78.3532083,Luxury
270,Independent House/Villa,Hyderabad,1,3.0,2,4,3,1,55000.0,2700.0,16500000.0,0,1,3,Manikonda,17.16954,78.47093,Luxury
271,Residential Apartment,Hyderabad,4,3.0,1,0,5,10,9590.0,3128.0,30000000.0,3,9,3,Manikonda,17.16954,78.47093,Luxury
272,Independent House/Villa,Hyderabad,1,2.0,2,4,1,1,5185.0,1350.0,7000000.0,1,1,2,Manikonda,17.442196,78.280067,Luxury
273,Residential Apartment,Hyderabad,1,2.0,1,3,1,5,8892.0,1237.0,11500000.0,1,1,2,Manikonda,17.411744,78.341175,Luxury
274,Residential Apartment,Hyderabad,1,2.0,2,3,6,24,9022.0,1330.0,12000000.0,1,12,2,Manikonda,17.620662,77.953509,Luxury
276,Residential Apartment,Hyderabad,1,3.0,4,4,2,10,5098.0,1530.0,7200000.0,2,5,3,Manikonda,17.37331,78.426046,Luxury
277,Residential Apartment,Hyderabad,1,2.0,1,3,1,5,6500.0,1000.0,6500000.0,2,4,2,Manikonda,17.41341,78.339447,Luxury
278,Residential Apartment,Secunderabad,1,3.0,2,3,6,6,5504.0,1586.0,87300000.0,2,3,3,Manikonda,17.322272,78.643697,Luxury
280,Independent House/Villa,Hyderabad,1,3.0,4,5,1,2,7975.0,1350.0,13000000.0,1,2,3,Manikonda,17.5203424,78.3970205,Luxury
281,Residential Apartment,Hyderabad,1,3.0,2,3,6,5,3835.0,1512.0,5800000.0,2,3,3,Manikonda,17.586267,78.945816,Luxury
282,Independent House/Villa,Hyderabad,1,4.0,2,4,1,2,127272.0,4950.0,70000000.0,1,2,4,Manikonda,17.20047,78.550548,Luxury
283,Independent House/Villa,Hyderabad,1,3.0,2,3,6,1,9166.0,2400.0,22000000.0,0,1,3,Manikonda,17.045441,78.659479,Luxury
284,Independent House/Villa,Hyderabad,1,3.0,1,5,1,5,193333.0,1350.0,26000000.0,2,5,3,Manikonda,17.385044,78.486671,Budget
285,Residential Apartment,Hyderabad,1,2.0,4,4,3,5,5944.0,757.0,4500000.0,0,4,2,Manikonda,17.233562897673416,78.54189608906688,Luxury
286,Farm House,Hyderabad,1,4.0,4,2,6,2,23125.0,14400.0,37000000.0,4,2,4,Manikonda,17.385044,78.486671,Luxury
287,Independent House/Villa,Secunderabad,1,4.0,4,3,3,1,72580.0,2790.0,22500000.0,3,1,4,Manikonda,17.371384,78.671282,Semi-luxury
288,Independent House/Villa,Secunderabad,1,4.0,4,3,1,2,6250.0,4000.0,25000000.0,2,2,4,Manikonda,17.447415,78.574014,Luxury
289,Residential Apartment,Hyderabad,1,2.0,0,5,5,10,7080.0,918.0,6500000.0,1,8,2,Manikonda,17.233562897673416,78.54189608906688,Luxury
290,Residential Apartment,Hyderabad,1,3.0,4,0,2,9,6633.0,1960.0,13500000.0,2,9,3,Manikonda,17.543634,78.293712,Luxury
291,Independent House/Villa,Hyderabad,1,2.0,2,0,2,1,83333.0,1350.0,11500000.0,1,1,2,Manikonda,17.38504,78.48667,Luxury
292,Residential Apartment,Hyderabad,1,2.0,2,3,3,5,4200.0,1065.0,4400000.0,2,3,2,Manikonda,17.20869,78.47603,Budget
293,Residential Apartment,Hyderabad,1,2.0,4,1,1,5,10434.0,1150.0,12000000.0,2,2,2,Manikonda,17.20869,78.47603,Luxury
294,Independent House/Villa,Hyderabad,1,3.0,2,3,5,3,5400.0,2476.0,13400000.0,3,3,3,Manikonda,17.20869,78.47603,Luxury
295,Residential Apartment,Hyderabad,1,3.0,1,4,1,5,7717.0,1555.0,12000000.0,2,2,3,Manikonda,17.20869,78.47603,Luxury
296,Independent House/Villa,Secunderabad,1,6.0,0,3,3,2,140000.0,5229.0,81300000.00000001,2,2,6,Manikonda,17.3923634,78.3621784,Semi-luxury
298,Independent House/Villa,Secunderabad,1,2.0,4,5,3,1,144628.0,2178.0,35000000.0,2,1,2,Manikonda,17.4668174,78.3624611,Budget
299,Residential Apartment,Hyderabad,1,3.0,2,3,5,15,4000.0,1620.0,64800000.0,2,9,3,Manikonda,17.45818,78.37996,Luxury
300,Residential Apartment,Hyderabad,1,3.0,2,0,6,47,6313.0,2059.0,13000000.0,3,6,3,Manikonda,17.4609913,78.3532083,Luxury
301,Independent House/Villa,Hyderabad,1,4.0,4,5,2,2,6333.0,3000.0,18200000.0,3,2,4,Manikonda,78.48667,17.38504,Luxury
303,Residential Apartment,Hyderabad,4,3.0,2,3,6,5,4537.0,1719.0,7800000.0,1,4,3,Manikonda,17.360594,78.377846,Luxury
305,Independent House/Villa,Secunderabad,3,4.0,2,4,2,2,12142.0,3500.0,42500000.0,2,2,4,Manikonda,17.360577,78.37802,Luxury
306,Residential Apartment,Hyderabad,1,2.0,4,3,1,8,5000.0,840.0,3700000.0,2,6,2,Manikonda,17.4295317,78.41266,Luxury
307,Residential Apartment,Hyderabad,1,3.0,0,4,6,5,6563.0,1356.0,8900000.0,2,2,3,Manikonda,17.6197,78.082693,Luxury
308,Independent House/Villa,Hyderabad,1,2.0,4,4,3,1,101990.0,1809.0,19900000.0,2,1,2,Manikonda,17.464081,78.640375,Luxury
309,Independent House/Villa,Hyderabad,1,3.0,2,5,6,2,26000.0,1503.0,434200000.0,2,2,3,Manikonda,17.4411482,78.3910691,Luxury
313,Independent House/Villa,Hyderabad,1,2.0,0,4,3,0,113636.0,1980.0,25000000.0,0,0,2,Manikonda,17.5090182,78.3001801,Semi-luxury
314,Residential Apartment,Hyderabad,1,3.0,2,3,5,5,4300.0,1460.0,627800000.0,2,1,3,Manikonda,17.250826,78.897132,Luxury
315,Residential Apartment,Secunderabad,1,3.0,2,3,6,15,7213.0,1525.0,11000000.0,1,11,3,Manikonda,17.233562897673416,78.54189608906688,Luxury
316,Independent House/Villa,Hyderabad,0,3.0,4,1,2,2,7.0,2400.0,18000.0,4,2,3,Manikonda,17.516921331619965,77.89804423183968,Luxury
317,Independent House/Villa,Hyderabad,1,4.0,2,3,6,2,95454.0,110.0,10500000.0,2,2,4,Manikonda,17.516921331619965,77.89804423183968,Luxury
318,Residential Apartment,Hyderabad,1,3.0,2,4,6,5,6000.0,1400.0,8900000.0,1,2,3,Manikonda,17.516921331619965,77.89804423183968,Luxury
320,Residential Apartment,Hyderabad,1,2.0,2,3,6,12,8679.0,1590.0,13799999.999999998,1,6,2,Manikonda,17.6477841933337,77.8074073514851,Luxury
321,Residential Apartment,Hyderabad,1,4.0,2,4,6,35,10516.0,2729.0,28700000.0,2,20,4,Manikonda,17.6477841933337,77.8074073514851,Luxury
322,Independent House/Villa,Hyderabad,1,2.0,1,7,1,1,79279.0,999.0,8200000.0,0,1,2,Manikonda,17.443855,78.250431,Luxury
323,Residential Apartment,Secunderabad,0,3.0,4,3,6,5,20.0,1723.0,30000.0,2,5,3,Manikonda,17.42169,78.21842,Luxury
324,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,12000.0,3450.0,38400000.0,2,2,3,Manikonda,17.38504,78.48667,Luxury
325,Residential Apartment,Hyderabad,1,2.0,2,0,5,10,3000.0,1190.0,35700000.0,2,8,2,Manikonda,17.477415,78.227409,Luxury
327,Independent House/Villa,Hyderabad,1,7.0,1,2,2,3,15151.0,3300.0,50000000.0,3,3,7,Manikonda,17.3923634,78.3621784,Luxury
328,Residential Apartment,Secunderabad,1,2.0,4,3,3,5,5111.0,900.0,4600000.0,0,1,2,Manikonda,17.442196,78.280067,Luxury
329,Independent House/Villa,Hyderabad,1,3.0,4,3,2,2,152380.0,2835.0,48000000.0,1,2,3,Manikonda,17.45914638,78.1333064,Luxury
330,Residential Apartment,Hyderabad,1,3.0,2,3,5,9,5780.0,1730.0,10000000.0,1,7,3,Manikonda,17.4639176,78.6242289,Luxury
331,Residential Apartment,Secunderabad,1,3.0,1,3,3,3,6611.0,1210.0,8000000.0,2,2,3,Manikonda,17.4011618,78.37569,Budget
332,Independent House/Villa,Hyderabad,3,5.0,4,3,1,3,300000.0,11061.0,368700000.0,2,3,5,Manikonda,17.509668,78.196121,Luxury
334,Independent House/Villa,Hyderabad,1,3.0,4,7,1,2,8000.0,3000.0,24000000.0,2,2,3,Manikonda,17.4829007,78.3770893,Budget
336,Residential Apartment,Hyderabad,1,4.0,4,4,2,10,10500.0,3170.0,33200000.0,2,2,4,Manikonda,17.4884361,78.3974675,Luxury
337,Residential Apartment,Hyderabad,1,3.0,1,5,5,5,7894.0,1900.0,15000000.0,3,2,3,Manikonda,17.4344722,78.3126944,Budget
338,Residential Apartment,Hyderabad,1,3.0,1,3,2,5,13500.0,2900.0,39100000.0,1,1,3,Manikonda,17.4556811,78.3947555,Luxury
339,Residential Apartment,Hyderabad,4,4.0,0,3,1,18,9487.0,1950.0,17000000.0,2,3,4,Manikonda,17.4011618,78.37569,Luxury
340,Independent House/Villa,Hyderabad,1,12.0,0,8,2,3,15000.0,1200.0,16500000.0,4,3,12,Manikonda,17.455974,78.3940917,Luxury
341,Residential Apartment,Hyderabad,1,4.0,1,5,3,4,9170.0,2235.0,20500000.0,4,2,4,Manikonda,17.49479,78.39964,Luxury
342,Independent House/Villa,Hyderabad,1,3.0,2,2,3,1,77464.0,2556.0,22000000.0,2,1,3,Manikonda,17.4313893,78.3658059,Luxury
343,Independent House/Villa,Hyderabad,1,4.0,1,3,3,3,13392.0,2240.0,30000000.0,2,3,4,Manikonda,17.4486433,78.3696563,Luxury
344,Independent/Builder Floor,Hyderabad,1,3.0,2,1,6,4,8333.0,1980.0,16500000.0,2,2,3,Manikonda,17.460817,78.3558366,Luxury
345,Residential Apartment,Hyderabad,1,2.0,2,1,1,4,6278.0,1145.0,7000000.0,1,1,2,Manikonda,17.4894082,78.38181,Luxury
346,Residential Apartment,Hyderabad,1,3.0,4,3,6,10,11000.0,1885.0,20700000.0,2,7,3,Manikonda,17.4497885,78.3569003,Luxury
347,Residential Apartment,Hyderabad,1,3.0,2,4,5,5,6793.0,1575.0,10300000.0,2,4,3,Manikonda,17.4815278,78.3918611,Luxury
348,Residential Apartment,Secunderabad,1,3.0,1,4,2,5,6121.0,1503.0,9200000.0,2,4,3,Manikonda,17.4480919,78.3787508,Luxury
349,Residential Apartment,Secunderabad,1,2.0,2,0,6,5,5938.0,842.0,5000000.0,1,3,2,Manikonda,17.4939794,78.3697329,Budget
350,Residential Apartment,Secunderabad,1,3.0,2,3,6,4,5102.0,1960.0,10000000.0,1,1,3,Manikonda,17.4833526,78.3870668,Luxury
351,Residential Apartment,Hyderabad,1,2.0,1,4,1,5,7480.0,1270.0,9500000.0,2,5,2,Manikonda,17.4359437,78.3416731,Luxury
352,Residential Apartment,Hyderabad,1,3.0,2,3,3,11,12000.0,3200.0,36500000.0,2,9,3,Manikonda,17.4609913,78.3532083,Luxury
353,Residential Apartment,Hyderabad,1,2.0,4,0,3,5,6500.0,1050.0,68500000.0,1,5,2,Manikonda,17.4411482,78.3910691,Luxury
354,Independent House/Villa,Secunderabad,1,4.0,4,6,2,2,146788.0,1962.0,32000000.0,2,2,4,Manikonda,17.5090182,78.3001801,Luxury
355,Independent House/Villa,Hyderabad,1,4.0,2,4,6,3,8000.0,3000.0,24000000.0,2,3,4,Manikonda,17.443354,78.182044,Luxury
356,Residential Apartment,Hyderabad,1,3.0,0,0,2,3,6666.0,2400.0,16000000.0,2,2,3,Manikonda,17.3923634,78.3621784,Luxury
357,Residential Apartment,Hyderabad,1,3.0,4,3,1,5,4687.0,1600.0,7500000.0,1,1,3,Manikonda,17.40223,78.3444,Luxury
358,Independent House/Villa,Secunderabad,1,4.0,4,3,3,2,12165.0,3699.0,45000000.0,3,2,4,Manikonda,17.4359437,78.3416731,Luxury
359,Independent House/Villa,Hyderabad,1,2.0,2,1,6,2,10227.0,880.0,9000000.0,1,2,2,Manikonda,17.47078,78.30668,Semi-luxury
360,Residential Apartment,Hyderabad,1,4.0,2,3,5,34,8500.0,2049.0,20500000.0,1,31,4,Manikonda,17.19515,78.65624,Luxury
361,Residential Apartment,Hyderabad,1,3.0,4,7,3,3,4722.0,1800.0,8500000.0,2,3,3,Manikonda,17.516921331619965,77.89804423183968,Luxury
363,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,7722.0,1266.0,7800000.0,2,4,2,Manikonda,17.406293,78.437333,Luxury
364,Independent House/Villa,Secunderabad,1,2.0,2,0,6,1,5185.0,1350.0,7000000.0,0,1,2,Manikonda,17.310921,78.136887,Semi-luxury
365,Residential Apartment,Hyderabad,1,3.0,1,1,1,5,7552.0,2092.0,15800000.0,2,5,3,Manikonda,17.07139,78.205312,Luxury
366,Residential Apartment,Secunderabad,1,2.0,4,5,3,4,5217.0,1150.0,6000000.0,2,1,2,Manikonda,17.07139,78.205312,Budget
367,Independent House/Villa,Hyderabad,1,5.0,2,4,5,3,25304.0,4347.0,110000000.0,4,3,5,Manikonda,78.48667,17.38504,Luxury
368,Independent/Builder Floor,Secunderabad,1,7.0,1,5,2,2,150000.0,2763.0,57500000.0,3,0,7,Manikonda,17.5468498,78.3650231,Luxury
369,Independent House/Villa,Hyderabad,1,4.0,2,4,5,2,183823.0,2448.0,53000000.0,1,2,4,Manikonda,17.4164707,78.4382469,Luxury
371,Residential Apartment,Hyderabad,1,4.0,2,0,5,29,18698.0,2255.0,42200000.0,4,28,4,Manikonda,17.3923634,78.3621784,Budget
372,Residential Apartment,Hyderabad,1,2.0,4,4,2,14,8500.0,1200.0,11000000.0,2,2,2,Manikonda,17.49182,78.32617,Luxury
373,Residential Apartment,Secunderabad,1,3.0,2,1,5,3,6357.0,1573.0,10000000.0,2,3,3,Manikonda,17.228693,78.577689,Luxury
374,Residential Apartment,Hyderabad,1,2.0,1,3,3,4,9600.0,1250.0,12000000.0,1,2,2,Manikonda,17.4563368,78.2967816,Luxury
375,Independent House/Villa,Hyderabad,1,5.0,4,2,6,3,160869.0,115.0,18500000.0,3,3,5,Manikonda,78.48667,17.38504,Luxury
376,Residential Apartment,Hyderabad,1,2.0,2,0,6,8,5800.0,1255.0,794800000.0,1,1,2,Manikonda,17.4563368,78.2967816,Luxury
377,Independent House/Villa,Secunderabad,1,3.0,2,3,5,2,8333.0,1800.0,15000000.0,1,2,3,Manikonda,17.639879,78.396604,Luxury
378,Residential Apartment,Hyderabad,1,3.0,1,0,3,4,5714.0,1750.0,10000000.0,1,3,3,Manikonda,17.532558,78.529251,Semi-luxury
380,Independent/Builder Floor,Secunderabad,1,2.0,4,3,6,5,5900.0,900.0,5900000.0,2,3,2,Manikonda,17.5289254,78.6884452,Luxury
382,Residential Apartment,Hyderabad,1,2.0,4,4,2,5,7017.0,1140.0,8000000.0,1,3,2,Manikonda,17.20869,78.47603,Luxury
383,Residential Apartment,Hyderabad,1,3.0,4,2,3,7,5473.0,1425.0,7800000.0,1,5,3,Manikonda,17.20869,78.47603,Luxury
384,Residential Apartment,Hyderabad,1,2.0,4,1,2,5,5853.0,1230.0,7200000.0,2,3,2,Manikonda,17.20869,78.47603,Luxury
385,Residential Apartment,Secunderabad,1,3.0,4,3,6,5,6000.0,1300.0,7800000.0,2,4,3,Manikonda,17.20869,78.47603,Luxury
386,Independent House/Villa,Hyderabad,1,2.0,1,3,6,1,93333.0,1350.0,14000000.0,2,1,2,Manikonda,17.20869,78.47603,Luxury
387,Residential Apartment,Hyderabad,1,3.0,2,3,5,9,7250.0,1540.0,11200000.000000002,2,8,3,Manikonda,17.20869,78.47603,Luxury
388,Residential Apartment,Secunderabad,1,2.0,2,3,1,15,10856.0,1250.0,9000000.0,2,11,2,Manikonda,17.20869,78.47603,Luxury
389,Residential Apartment,Hyderabad,1,2.0,4,4,2,5,5118.0,1270.0,6700000.0,1,5,2,Manikonda,17.20869,78.47603,Luxury
390,Residential Apartment,Hyderabad,1,3.0,2,4,6,8,5751.0,1617.0,9300000.0,2,6,3,Manikonda,17.20869,78.47603,Luxury
391,Residential Apartment,Hyderabad,1,2.0,2,0,5,6,3766.0,1115.0,4200000.0,1,4,2,Manikonda,17.20869,78.47603,Luxury
392,Residential Apartment,Hyderabad,1,3.0,4,3,3,4,5739.0,1725.0,9900000.0,1,4,3,Manikonda,17.20869,78.47603,Luxury
393,Residential Apartment,Hyderabad,1,3.0,2,3,6,5,7878.0,1650.0,13000000.0,2,5,3,Manikonda,17.20869,78.47603,Luxury
396,Residential Apartment,Hyderabad,1,2.0,2,0,5,15,5555.0,1440.0,8000000.0,2,14,2,Manikonda,17.20869,78.47603,Luxury
397,Residential Apartment,Hyderabad,1,3.0,1,2,3,5,5864.0,1620.0,9500000.0,2,1,3,Manikonda,17.20869,78.47603,Luxury
398,Residential Apartment,Hyderabad,1,3.0,2,5,5,33,5912.0,1353.0,8000000.0,1,4,3,Manikonda,17.20869,78.47603,Luxury
399,Residential Apartment,Hyderabad,1,2.0,0,4,6,5,6500.0,1150.0,7500000.0,2,1,2,Manikonda,17.20869,78.47603,Luxury
400,Residential Apartment,Secunderabad,1,2.0,2,1,6,5,7000.0,1310.0,9000000.0,2,4,2,Manikonda,17.20869,78.47603,Luxury
401,Residential Apartment,Hyderabad,0,4.0,1,3,1,5,30.0,5000.0,1500000.0,3,1,4,Manikonda,17.20869,78.47603,Luxury
402,Independent House/Villa,Secunderabad,1,4.0,2,3,6,2,104166.0,120.0,12500000.0,3,2,4,Manikonda,17.20869,78.47603,Luxury
403,Independent House/Villa,Secunderabad,1,5.0,1,4,1,2,90000.0,1800.0,18000000.0,3,2,5,Manikonda,17.20869,78.47603,Luxury
404,Residential Apartment,Hyderabad,1,2.0,2,3,6,5,8956.0,1220.0,83300000.0,1,3,2,Manikonda,17.20869,78.47603,Luxury
405,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,6166.0,1125.0,55500000.0,1,3,2,Manikonda,17.20869,78.47603,Luxury
410,Residential Apartment,Hyderabad,1,2.0,4,4,1,5,7600.0,1250.0,9500000.0,2,5,2,Manikonda,17.20869,78.47603,Luxury
411,Residential Apartment,Hyderabad,1,2.0,0,3,5,14,4500.0,1072.0,482400000.0,1,3,2,Manikonda,17.20869,78.47603,Budget
412,Residential Apartment,Hyderabad,1,3.0,2,3,5,9,5864.0,1620.0,9500000.0,1,8,3,Manikonda,17.20869,78.47603,Luxury
413,Residential Apartment,Hyderabad,1,3.0,2,3,5,15,5688.0,1670.0,9500000.0,0,12,3,Manikonda,17.20869,78.47603,Luxury
414,Residential Apartment,Hyderabad,1,3.0,2,3,5,9,5050.0,1980.0,10000000.0,2,7,3,Manikonda,17.20869,78.47603,Luxury
415,Independent House/Villa,Hyderabad,1,4.0,2,3,6,1,84615.0,1170.0,11000000.0,1,1,4,Manikonda,17.20869,78.47603,Luxury
418,Independent House/Villa,Secunderabad,1,2.0,2,0,5,2,102564.0,156.0,16000000.0,1,2,2,Manikonda,17.56192,78.16642,Luxury
419,Residential Apartment,Hyderabad,1,4.0,4,3,2,15,10325.0,4358.0,45000000.0,2,7,4,Manikonda,17.6415169517376,77.8465246295364,Luxury
420,Independent House/Villa,Hyderabad,1,4.0,2,3,6,2,5800.0,1350.0,14500000.0,2,2,4,Manikonda,17.6415169517376,77.8465246295364,Semi-luxury
422,Residential Apartment,Hyderabad,1,2.0,0,3,1,5,5258.0,1122.0,5900000.0,2,2,2,Manikonda,17.620662,77.953509,Luxury
423,Residential Apartment,Hyderabad,1,3.0,2,3,5,5,11000.0,1795.0,18900000.0,2,1,3,Manikonda,17.4295317,78.41266,Luxury
425,Residential Apartment,Hyderabad,1,3.0,4,3,2,14,9614.0,1685.0,16200000.000000002,1,12,3,Manikonda,17.09787382367,78.037937018698,Luxury
427,Residential Apartment,Hyderabad,1,3.0,2,4,5,15,9096.0,1583.0,14500000.0,1,3,3,Manikonda,17.233562897673416,78.54189608906688,Luxury
428,Residential Apartment,Hyderabad,1,3.0,4,4,2,9,7364.0,1969.0,14500000.0,1,1,3,Manikonda,17.045441,78.659479,Luxury
