,PROPERTY_TYPE,CITY,LOCALITY,OWNTYPE,BEDROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,PRICE_SQFT,CARPET_SQFT,SUPERBUILTUP_SQFT,AREA,PRICE,BHK,LATITUDE,LONGITUDE,LUXURY
158,Residential Apartment,Gurgaon,Sector 62,0,3.0,4.0,4,5,1,4,27.0,46.0,2370.0,2379.0,2379,1100000.0,3.0,28.41201,77.09085,Semi-luxury
159,Residential Apartment,Gurgaon,Sector 66,1,2.0,2.0,4,3,1,4,20.0,14166.0,1188.0,1200.0,1200,17000000.0,2.0,28.402145,77.050148,Semi-luxury
160,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,5,1,15,17.0,30.0,2199.0,2200.0,2200,68000.0,3.0,28.401406,77.050549,Semi-luxury
161,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,7,1,5,17.0,33.0,,1950.0,1950,65000.0,3.0,28.401406,77.050549,Semi-luxury
162,Residential Apartment,Gurgaon,Sector 66,1,3.0,2.0,4,5,1,11,17.0,15000.0,,2200.0,2200,33000000.0,3.0,28.401406,77.050549,Semi-luxury
163,Residential Apartment,Gurgaon,Sector 66,1,3.0,2.0,4,5,1,1,17.0,16410.0,,1950.0,1950,32000000.0,3.0,28.401406,77.050549,Semi-luxury
164,Residential Apartment,Gurgaon,Sector 67,1,3.0,1.0,4,6,1,5,21.0,16121.0,2046.0,2047.0,2047,33000000.0,3.0,28.389679,77.059355,Semi-luxury
165,Residential Apartment,Gurgaon,Sector 62,0,3.0,2.0,4,6,6,3,32.0,36.0,2580.0,2588.79,2588,90000.0,3.0,28.40356,77.085012,Semi-luxury
166,Residential Apartment,Gurgaon,Sector 62,0,2.0,2.0,4,5,6,4,32.0,39.0,1506.0,1508.26,1508,60000.0,2.0,28.40356,77.085012,Semi-luxury
167,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,0,3.0,2.0,4,5,6,,3.0,234.0,,,2493,65000.0,3.0,28.4572434,77.0782527,Luxury
168,Independent/Builder Floor,Gurgaon,Sector 37D,1,3.0,3.0,4,1,5,3,4.0,10138.0,,1440.0,1440,14600000.0,2.0,28.440761,76.972101,Luxury
169,Residential Land,Gurgaon,Sector 88A,1,,,0,5,0,,3.0,143426.0,,,251,36000000.0,,28.442343,76.957406,Semi-luxury
170,Residential Land,Gurgaon,Sector 99A,1,,,0,3,0,,4.0,143040.0,,,1345,17900000.0,,28.431178,76.961202,Semi-luxury
171,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,2.0,4,5,2,1,3.0,8000.0,1250.0,1750.0,1750,14000000.0,3.0,28.422656,77.045656,Luxury
172,Residential Apartment,Gurgaon,Sector 66,0,2.0,2.0,4,1,1,11,20.0,41.0,1188.0,1200.0,1200,50000.0,,28.402145,77.050148,Semi-luxury
173,Residential Apartment,Gurgaon,Sector 66,1,2.0,2.0,4,8,1,12,20.0,14789.0,1187.0,1188.0,1188,17600000.0,,28.402145,77.050148,Semi-luxury
174,Residential Apartment,Gurgaon,Sector 66,0,3.0,3.0,4,4,1,4,17.0,36.0,1680.0,1950.0,1950,72000.0,3.0,28.3982709,77.053568,Semi-luxury
175,Residential Apartment,Gurgaon,Sector 68,1,3.0,3.0,4,3,6,1,35.0,16000.0,1250.0,1483.0,1483,20000000.0,3.0,28.3883395,77.0417097,Semi-luxury
176,Residential Apartment,Gurgaon,Sector-33 Sohna,0,3.0,4.0,4,5,6,4,14.0,25.0,1469.0,1789.0,1789,45000.0,3.0,28.288781720029,77.067725439623,Semi-luxury
177,Residential Apartment,Gurgaon,Sector-33 Sohna,0,4.0,4.0,4,5,6,8,11.0,22.0,2068.0,2600.0,2600,58000.0,4.0,28.288781720029,77.067725439623,Semi-luxury
178,Residential Apartment,Gurgaon,Sector 48,0,3.0,4.0,4,5,1,10,16.0,33.0,2000.0,2550.0,2550,86000.0,3.0,28.4153994,77.037736,Semi-luxury
179,Independent House/Villa,Gurgaon,Nirvana Country,0,5.0,4.0,4,5,2,,2.0,60.0,2500.0,,3200,1500000.0,5.0,28.42049,77.06328,Luxury
180,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,5,1,5,17.0,31.0,2100.0,2200.0,2200,70000.0,3.0,28.401406,77.050549,Semi-luxury
181,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,7,1,1,17.0,34.0,,1950.0,1950,67000.0,3.0,28.401406,77.050549,Semi-luxury
182,Residential Land,Gurgaon,Sector 99A,1,,,0,3,0,,3.0,125160.0,,,1345,15600000.0,,28.431178,76.961202,Semi-luxury
183,Residential Apartment,Gurgaon,Rosewood,0,5.0,4.0,4,5,6,3,4.0,20.0,3000.0,4700.0,4700,95000.0,5.0,28.41224,77.05933,Semi-luxury
184,Independent House/Villa,Gurgaon,Sector 50,1,3.0,2.0,4,6,3,,3.0,11304.0,,,1150,13000000.0,,28.417831,77.052274,Luxury
185,Independent/Builder Floor,Gurgaon,Uppals Southend,1,3.0,2.0,4,4,2,2,2.0,5684.0,1250.0,1935.0,1935,11000000.0,3.0,28.409324,77.045716,Luxury
186,Independent House/Villa,Gurgaon,Sector 48,0,4.0,4.0,4,1,2,,3.0,444.0,,,3240,1600000.0,,28.463784,77.062503,Luxury
187,Independent House/Villa,Gurgaon,Sector 48,0,3.0,4.0,4,2,2,,2.0,451.0,,,2592,1300000.0,,28.463784,77.062503,Luxury
188,Residential Apartment,Gurgaon,Sector 66,0,4.0,2.0,4,1,1,1,17.0,34.0,2500.0,2625.0,2625,90000.0,,28.401406,77.050549,Semi-luxury
189,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,2,1,11,17.0,35.0,2100.0,,2100,75000.0,3.0,28.401406,77.050549,Semi-luxury
190,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,4,1,6,17.0,33.0,2100.0,,2100,70000.0,3.0,28.401406,77.050549,Semi-luxury
191,Residential Apartment,Gurgaon,Sector 66,0,3.0,2.0,4,1,1,3,17.0,33.0,1900.0,1950.0,1950,65000.0,3.0,28.401406,77.050549,Semi-luxury
192,Residential Apartment,Gurgaon,Sector 36A,1,3.0,4.0,4,1,5,10,34.0,12805.0,,2538.0,2538,32500000.0,,28.430479,76.959579,Semi-luxury
193,Residential Apartment,Gurgaon,Sector 65,1,3.0,3.0,4,5,1,5,40.0,22180.0,1900.0,2908.0,2908,64500000.0,3.0,28.401137,77.064929,Semi-luxury
194,Residential Land,Gurgaon,Sector 88,1,,,0,5,0,,3.0,120000.0,,,1620,21600000.0,,28.447059,76.958879,Semi-luxury
195,Residential Apartment,Gurgaon,Sector 66,1,3.0,4.0,0,5,2,9,23.0,13884.0,1300.0,1815.0,1815,25200000.0,3.0,28.395651,77.059336,Semi-luxury
197,Residential Land,Gurgaon,Sector 67,1,,,0,4,0,,3.0,167857.0,,,4520,70500000.0,,28.4320243,76.9859591,Semi-luxury
198,Residential Apartment,Gurgaon,Sector 102,0,3.0,3.0,4,5,6,3,26.0,20.0,1000.0,1692.0,1692,35000.0,3.0,28.4793327,76.9751248,Semi-luxury
199,Residential Apartment,Gurgaon,Sector 65,1,3.0,2.0,2,5,5,48,48.0,13506.0,1931.0,1932.0,1932,26100000.0,,28.40614,77.06529,Semi-luxury
200,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,38,48.0,13500.0,1420.0,,1420,19200000.0,,28.40845,77.06856,Semi-luxury
201,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,28,48.0,13500.0,1420.0,,1420,19200000.0,,28.40845,77.06856,Semi-luxury
202,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,38,48.0,13623.0,1420.0,1433.0,1433,19300000.0,,28.40614,77.06529,Semi-luxury
203,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,28,48.0,13623.0,1420.0,1433.0,1433,19300000.0,,28.40614,77.06529,Semi-luxury
204,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,36,38.0,14114.0,1450.0,1516.0,1516,20500000.0,,28.40614,77.06529,Semi-luxury
205,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,37,38.0,13542.0,1261.0,1265.0,1265,17100000.0,,28.40614,77.06529,Semi-luxury
206,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,7,38.0,13500.0,1261.0,1265.0,1265,17100000.0,,28.40614,77.06529,Semi-luxury
207,Residential Apartment,Gurgaon,DLF Phase 5,0,3.0,2.0,1,3,2,1,14.0,51.0,1350.0,1430.0,1430,70000.0,3.0,28.44673,77.09355,Semi-luxury
208,Residential Apartment,Gurgaon,Sector 48,0,3.0,2.0,1,0,2,6,17.0,77.0,1500.0,1869.0,1869,14500000.0,,28.4247815,77.0325712,Semi-luxury
209,Residential Land,Gurgaon,Nirvana Country,1,,,0,5,0,,4.0,343750.0,,,2160,82500000.0,,28.42049,77.06328,Semi-luxury
210,Residential Apartment,Gurgaon,Sector 110 A,1,4.0,3.0,4,0,1,14,17.0,9791.0,2400.0,,2400,23500000.0,4.0,28.513142,77.025951,Semi-luxury
211,Residential Land,Gurgaon,machroli,1,,,0,5,0,,4.0,20000000.0,,,435600,210000000.0,,28.4595,77.02664,Semi-luxury
212,Residential Apartment,Gurgaon,Sector 37C,1,2.0,3.0,4,3,6,G,7.0,5600.0,900.0,1000.0,1000,5600000.0,,28.449911,76.98362,Semi-luxury
213,Independent/Builder Floor,Gurgaon,Sector 51,1,3.0,3.0,4,5,2,2,2.0,10163.0,1525.0,,1525,15500000.0,3.0,28.4265741,77.0684785,Luxury
214,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,2,4.0,26328.0,2089.0,,2089,55000000.0,,28.411794,77.06903,Semi-luxury
215,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,2,4.0,26280.0,1484.0,,1484,39000000.0,,28.411794,77.06903,Semi-luxury
216,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,2,4.0,26319.0,1421.0,,1421,37400000.0,,28.411794,77.06903,Semi-luxury
217,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,4,4.0,28383.0,1367.0,,1367,38800000.0,,28.411794,77.06903,Semi-luxury
218,Independent House/Villa,Gurgaon,Sector 81,1,4.0,4.0,4,0,1,,3.0,163636.0,,,2475,45000000.0,,28.390872,76.95272,Luxury
219,Residential Apartment,Gurgaon,Sector 66,1,3.0,3.0,4,5,2,5,17.0,16363.0,2000.0,2200.0,2200,36000000.0,,28.401406,77.050549,Semi-luxury
220,Independent/Builder Floor,Gurgaon,Sector 50,1,4.0,3.0,4,5,6,3,4.0,10285.0,,,3150,32400000.000000004,,28.424305,77.061575,Luxury
221,Residential Apartment,Gurgaon,Sector 31,1,4.0,4.0,4,5,2,5,11.0,17023.0,,2943.0,2943,50100000.0,4.0,28.453807,77.0492504,Semi-luxury
222,Independent/Builder Floor,Gurgaon,Palam Vihar,1,3.0,2.0,4,5,6,3,4.0,8865.0,1550.0,2459.0,2459,21800000.0,,28.5129305,77.037736,Luxury
223,Independent/Builder Floor,Gurgaon,Palam Vihar,0,4.0,2.0,4,5,1,2,4.0,14.0,3850.0,4842.0,4842,70000.0,,28.5129305,77.037736,Luxury
224,Residential Land,Gurgaon,Sector 67,1,,,0,1,0,,4.0,155223.0,,,3015,52000000.0,,28.4320243,76.9859591,Semi-luxury
225,Residential Apartment,Gurgaon,Sector 110,1,5.0,3.0,4,3,6,4,15.0,11082.0,3580.0,3880.0,3880,43000000.0,5.0,28.501365,77.010746,Semi-luxury
226,Independent/Builder Floor,Gurgaon,Sector 23,1,3.0,2.0,4,5,6,1,4.0,14400.0,1250.0,1836.0,1836,18000000.0,,28.512097,77.064145,Luxury
227,Independent/Builder Floor,Gurgaon,Sector 23,1,3.0,2.0,4,5,6,2,4.0,13875.0,1254.0,,1254,17400000.0,,28.512097,77.064145,Luxury
228,Independent/Builder Floor,Gurgaon,Sector 23,1,3.0,2.0,4,5,6,3,4.0,13840.0,1250.0,1836.0,1836,17300000.0,,28.512097,77.064145,Luxury
229,Independent/Builder Floor,Gurgaon,Sector 50,1,4.0,2.0,4,6,6,4,4.0,12800.0,2500.0,,2500,32000000.0,,28.417831,77.052274,Luxury
231,Independent/Builder Floor,Gurgaon,Palam Vihar,1,3.0,2.0,4,5,6,2,4.0,8336.0,1550.0,2459.0,2459,20500000.0,,28.5129305,77.037736,Luxury
232,Independent/Builder Floor,Gurgaon,Palam Vihar,1,3.0,2.0,4,5,6,2,4.0,7959.0,1550.0,2450.0,2450,19500000.0,,28.5129305,77.037736,Luxury
233,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,3.0,4.0,0,2,3,2,2.0,68037.0,,,2844,21500000.0,,28.4889627,77.0866646,Luxury
234,Residential Apartment,Gurgaon,DLF Phase 2,0,3.0,3.0,2,3,2,8,12.0,36.0,,,3000,1100000.0,3.0,28.4889627,77.0866646,Semi-luxury
235,Residential Land,Gurgaon,New Palam Vihar Phase 2,4,,,0,3,0,,4.0,45000.0,,,14067,70300000.0,,28.51792,77.01863,Semi-luxury
236,Independent/Builder Floor,Gurgaon,Sector 51,0,3.0,2.0,1,5,1,2,4.0,22.0,1800.0,,2367,54000.0,3.0,28.428074,77.0650809,Luxury
237,Independent/Builder Floor,Gurgaon,Sector 46,0,1.0,2.0,1,5,1,G,4.0,30.0,700.0,,1000,30000.0,1.0,28.4345552,77.0578855,Luxury
238,Residential Apartment,Gurgaon,Sector 45,1,3.0,3.0,4,5,3,4,13.0,7857.0,1800.0,2100.0,2100,16500000.0,3.0,28.43442,77.0656945,Semi-luxury
239,Independent/Builder Floor,Gurgaon,South City 1,0,3.0,2.0,1,5,6,1,4.0,61.0,1300.0,,1600,80000.0,3.0,28.460089,77.066245,Luxury
240,Residential Land,Gurgaon,Sector 65,1,,,0,1,0,,4.0,230000.0,,,4500,115000000.0,,28.407289,77.069686,Semi-luxury
241,Residential Land,Gurgaon,New Palam Vihar,1,,,0,5,0,,4.0,40000.0,,,4500,20000000.0,,28.508394,77.0204624,Semi-luxury
242,Independent/Builder Floor,Gurgaon,Sector 67A,1,4.0,2.0,4,1,6,1,3.0,19772.0,2200.0,,2200,43500000.0,4.0,28.381418,77.064078,Luxury
243,Residential Apartment,Gurgaon,Sector 31,0,5.0,4.0,1,5,2,4,18.0,32.0,3200.0,3500.0,3500,11500000.0,5.0,28.452895,77.046689,Semi-luxury
244,Residential Land,Gurgaon,Sohna,1,,,0,5,0,,2.0,12500000.0,,,43560,12500000.0,,28.249352,77.067276,Semi-luxury
245,Residential Land,Gurgaon,Sohna,1,,,0,5,0,,2.0,30000000.0,,,43560,30000000.0,,28.249352,77.067276,Semi-luxury
246,Residential Apartment,Gurgaon,Sector-33 Sohna,1,3.0,3.0,4,3,1,7,13.0,8095.0,1789.0,2100.0,2100,17000000.0,,28.283876,77.068298,Semi-luxury
247,Residential Apartment,Gurgaon,Sohna,1,2.0,3.0,4,3,1,4,14.0,7017.0,,1425.0,1425,10000000.0,2.0,28.249352,77.067276,Semi-luxury
248,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,3,1,8,17.0,36312.0,3580.0,3880.0,3880,130000000.0,,28.4247815,77.0325712,Semi-luxury
249,Residential Apartment,Gurgaon,Sector 48,1,3.0,3.0,4,3,1,8,17.0,31250.0,2000.0,2350.0,2350,62500000.0,,28.4247815,77.0325712,Semi-luxury
250,Residential Apartment,Gurgaon,Sector 109,1,3.0,4.0,4,5,1,6,27.0,9627.0,,2150.0,2150,20700000.0,3.0,28.515309,77.003236,Semi-luxury
251,Residential Apartment,Gurgaon,Sector 102,1,3.0,4.0,2,5,1,2,25.0,10195.0,,1942.0,1942,19800000.0,3.0,28.469269,76.971396,Semi-luxury
252,Residential Apartment,Gurgaon,Sector 104,1,3.0,2.0,2,5,5,20,35.0,10727.0,884.58,1389.0,1389,14900000.0,3.0,28.484795,76.999036,Semi-luxury
253,Residential Apartment,Gurgaon,Sector 109,1,3.0,3.0,4,5,2,33,34.0,10883.0,,2095.0,2095,22799999.999999996,3.0,28.508602,77.002116,Semi-luxury
254,Residential Apartment,Gurgaon,Sector 37D,0,3.0,4.0,4,3,1,7,23.0,18.0,1611.0,1811.0,1811,33500.0,3.0,28.444091,76.967096,Semi-luxury
255,Residential Apartment,Gurgaon,Sector 37D,0,3.0,4.0,1,5,1,3,22.0,18.0,1600.0,1800.0,1800,33000.0,3.0,28.444091,76.967096,Semi-luxury
256,Independent/Builder Floor,Gurgaon,Sector 36 Sohna,1,3.0,3.0,0,1,5,4,4.0,7857.0,1120.0,,1120,8800000.0,2.0,28.29722,77.06475,Luxury
257,Residential Apartment,Gurgaon,Sector 48,1,4.0,2.0,4,7,2,10,17.0,30017.0,,3931.0,3931,118000000.0,4.0,28.4247815,77.0325712,Semi-luxury
258,Residential Apartment,Gurgaon,Sector 48,1,4.0,2.0,4,7,2,15,17.0,29509.0,,3931.0,3931,116000000.0,4.0,28.4247815,77.0325712,Semi-luxury
259,Residential Apartment,Gurgaon,Sector 48,1,6.0,4.0,4,7,2,17,17.0,28727.0,11000.0,,11000,316000000.0,6.0,28.4247815,77.0325712,Semi-luxury
260,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,4,7,2,16,17.0,32894.0,,3800.0,3800,125000000.0,4.0,28.4247815,77.0325712,Semi-luxury
261,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,7,2,6,17.0,25122.0,,2647.0,2647,66500000.0,3.0,28.4247815,77.0325712,Semi-luxury
262,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,4,7,2,8,16.0,27302.0,4615.0,,4615,126000000.0,4.0,28.422235,77.033496,Semi-luxury
263,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,8,2,14,16.0,24705.0,,2550.0,2550,63000000.0,3.0,28.422235,77.033496,Semi-luxury
264,Residential Apartment,Gurgaon,Sector 48,1,4.0,2.0,4,8,2,10,17.0,27085.0,,4615.0,4615,125000000.0,4.0,28.4247815,77.0325712,Semi-luxury
265,Residential Apartment,Gurgaon,Sector 48,1,6.0,3.0,4,7,2,17,17.0,28909.0,11000.0,,11000,318000000.0,6.0,28.4247815,77.0325712,Semi-luxury
266,Residential Apartment,Gurgaon,Sector 48,1,5.0,3.0,4,7,2,17,17.0,30785.0,7000.0,,7000,215500000.0,5.0,28.4247815,77.0325712,Semi-luxury
267,Residential Apartment,Gurgaon,Sector 48,1,4.0,2.0,4,6,2,12,17.0,27518.0,,4615.0,4615,127000000.0,4.0,28.4247815,77.0325712,Semi-luxury
268,Residential Apartment,Gurgaon,Sector 48,1,6.0,3.0,4,7,2,17,17.0,29545.0,11000.0,,11000,325000000.0,6.0,28.4247815,77.0325712,Semi-luxury
269,Residential Apartment,Gurgaon,Sector 48,1,5.0,3.0,4,8,2,17,17.0,30571.0,7000.0,,7000,214000000.0,5.0,28.4247815,77.0325712,Semi-luxury
270,Residential Apartment,Gurgaon,Sector 48,1,6.0,4.0,4,5,2,45,45.0,30714.0,7000.0,,7000,215000000.0,5.0,28.4247815,77.0325712,Semi-luxury
271,Residential Apartment,Gurgaon,Sector 48,1,4.0,2.0,4,6,2,24,45.0,28169.0,,4615.0,4615,130000000.0,4.0,28.4247815,77.0325712,Semi-luxury
272,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,8,2,20,45.0,23079.0,,2838.0,2838,65500000.0,3.0,28.4247815,77.0325712,Semi-luxury
273,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,5,2,25,45.0,23500.0,,2647.0,2647,64500000.0,3.0,28.4247815,77.0325712,Semi-luxury
274,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,5,1,28,45.0,32637.0,,1869.0,1869,61000000.0,3.0,28.4247815,77.0325712,Semi-luxury
275,Residential Apartment,Gurgaon,Sector 48,1,6.0,4.0,4,6,2,45,45.0,31428.0,7000.0,,7000,220000000.0,6.0,28.4247815,77.0325712,Semi-luxury
276,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,6,2,10,17.0,23538.0,,2719.0,2719,64000000.0,3.0,28.4247815,77.0325712,Semi-luxury
277,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,5,2,14,17.0,23800.0,,2647.0,2647,63000000.0,3.0,28.4247815,77.0325712,Semi-luxury
278,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,5,2,6,17.0,22903.0,,2838.0,2838,65000000.0,3.0,28.4247815,77.0325712,Semi-luxury
279,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,4,5,2,12,17.0,27982.0,,3931.0,3931,110000000.0,4.0,28.4247815,77.0325712,Semi-luxury
280,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,4,5,2,9,17.0,31578.0,,3800.0,3800,120000000.0,4.0,28.4247815,77.0325712,Semi-luxury
281,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,0,5,2,7,17.0,30921.0,,3800.0,3800,117500000.0,4.0,28.4247815,77.0325712,Semi-luxury
282,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,3,2,10,17.0,29254.0,,3931.0,3931,115000000.0,4.0,28.4247815,77.0325712,Semi-luxury
283,Residential Apartment,Gurgaon,Sector 112,1,3.0,3.0,4,1,6,20,25.0,12483.0,,3725.0,3725,46500000.0,4.0,28.5180069,77.0157613,Semi-luxury
284,Residential Apartment,Gurgaon,Sector 66,1,4.0,2.0,4,1,1,11,17.0,20000.0,,2625.0,2625,52500000.0,4.0,28.401406,77.050549,Semi-luxury
285,Residential Apartment,Gurgaon,Sector 71,1,4.0,3.0,4,1,1,15,25.0,6255.0,,2350.0,2350,14700000.0,4.0,28.4069773,77.024781,Semi-luxury
286,Residential Apartment,Gurgaon,Sector 71,1,3.0,2.0,0,1,1,10,14.0,7171.0,,1743.0,1743,12500000.0,3.0,28.4069773,77.024781,Semi-luxury
287,Residential Apartment,Gurgaon,Sector 71,1,3.0,3.0,4,1,1,9,14.0,6790.0,,1620.0,1620,11000000.0,3.0,28.4069773,77.024781,Semi-luxury
288,Residential Apartment,Gurgaon,Sector 71,1,3.0,2.0,4,1,1,12,14.0,6734.0,,1485.0,1485,10000000.0,3.0,28.4069773,77.024781,Semi-luxury
289,Residential Apartment,Gurgaon,Sector 71,1,2.0,2.0,4,1,1,8,14.0,7000.0,,1198.0,1198,8500000.0,2.0,28.4069773,77.024781,Semi-luxury
290,Residential Apartment,Gurgaon,Sector 82A,1,4.0,4.0,4,4,1,14,32.0,12538.0,1340.0,2273.0,2273,28500000.0,4.0,28.386572,76.96643,Semi-luxury
291,Independent House/Villa,Gurgaon,Sector 14,1,3.0,3.0,2,5,3,,2.0,144000.0,,,2250,36000000.0,,28.4736102,77.0463719,Luxury
292,Independent House/Villa,Gurgaon,Sector 14,1,3.0,3.0,2,5,3,,3.0,200000.0,,,2250,50000000.0,3.0,28.47111,77.044561,Luxury
293,Independent/Builder Floor,Gurgaon,DLF Phase 1,0,4.0,4.0,4,3,1,2,3.0,34.0,3300.0,,3300,11500000.0,,28.464776,77.100449,Luxury
294,Independent House/Villa,Gurgaon,DLF Phase 2,0,6.0,4.0,4,3,1,,3.0,23.0,,,6552,15600000.0,,28.487766110186,77.087290980426,Luxury
295,Residential Apartment,Gurgaon,Sector 88A,1,3.0,3.0,4,3,5,5,19.0,6542.0,645.0,749.0,749,4900000.0,3.0,28.43318,76.95438,Semi-luxury
296,Residential Apartment,Gurgaon,Sector 103,1,3.0,4.0,4,5,1,4,19.0,5950.0,1233.0,1762.0,1762,10500000.0,3.0,28.488289,76.985599,Semi-luxury
297,Independent House/Villa,Gurgaon,Sector 14,1,3.0,3.0,2,5,3,,2.0,156509.0,,,3249,56500000.0,3.0,28.4736102,77.0463719,Luxury
298,Independent/Builder Floor,Gurgaon,Sector 57,1,4.0,4.0,4,6,1,3,4.0,11380.0,2100.0,3078.0,3078,23900000.0,4.0,28.635426,77.01073,Luxury
299,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,4.0,2.0,1,7,1,2,4.0,16384.0,3300.0,3900.0,3900,63900000.0,4.0,28.467525,76.968704,Luxury
300,Independent/Builder Floor,Gurgaon,Sector 48,1,3.0,2.0,4,7,1,4,4.0,10000.0,1900.0,2400.0,2400,19000000.0,3.0,28.412173,77.0361,Luxury
301,Independent/Builder Floor,Gurgaon,Sector 57,1,3.0,2.0,4,4,1,2,4.0,12187.0,1600.0,2367.0,2367,19500000.0,3.0,28.424147,77.07926,Luxury
302,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 3,1,3.0,2.0,4,3,1,2,4.0,14583.0,1200.0,1836.0,1836,17500000.0,3.0,28.41835,77.075874,Luxury
303,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 3,1,3.0,2.0,4,8,1,3,4.0,13916.0,1200.0,1800.0,1800,16700000.0,3.0,28.423199,77.07521,Luxury
304,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 3,1,3.0,4.0,4,8,1,3,4.0,12750.0,2000.0,2700.0,2700,25500000.0,3.0,28.421976,77.07915,Luxury
305,Independent/Builder Floor,Gurgaon,Sector 57,1,4.0,4.0,4,3,1,2,4.0,12228.0,1750.0,2367.0,2367,21400000.0,4.0,28.423199,77.07521,Luxury
306,Residential Apartment,Gurgaon,Sector 72,1,4.0,4.0,4,3,1,24,40.0,14095.0,2500.0,2625.0,2625,37000000.0,4.0,28.4049782,77.0367023,Semi-luxury
307,Residential Apartment,Gurgaon,Sector 3,1,3.0,3.0,4,5,5,10,17.0,8188.0,2076.0,2078.0,2078,17000000.0,3.0,28.483961,77.013514,Semi-luxury
308,Residential Apartment,Gurgaon,Sector 74,1,2.0,2.0,4,1,6,17,30.0,11039.0,1404.0,1406.0,1406,15500000.0,2.0,28.4164,77.01262,Semi-luxury
309,Residential Apartment,Gurgaon,Sector 74,1,2.0,2.0,4,3,6,14,30.0,13200.0,1250.0,1406.0,1406,16500000.0,2.0,28.4164,77.01262,Semi-luxury
310,Independent/Builder Floor,Gurgaon,Sector 65,1,3.0,4.0,4,4,1,1,3.0,15357.0,1400.0,1600.0,1600,21500000.0,3.0,28.4056704,77.070837,Luxury
311,Residential Apartment,Gurgaon,Sector 74,1,2.0,2.0,4,1,6,14,30.0,11735.0,1404.0,1406.0,1406,16500000.0,2.0,28.4164,77.01262,Semi-luxury
312,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,4,1,5,16,32.0,9444.0,1800.0,1829.0,1829,17000000.0,3.0,28.4085579,76.951783,Semi-luxury
313,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,4,2,5,9,32.0,9041.0,1825.0,1830.0,1830,16500000.0,3.0,28.4085579,76.951783,Semi-luxury
314,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,4,1,5,12,32.0,9150.0,2129.0,2131.0,2131,19500000.0,3.0,28.4085579,76.951783,Semi-luxury
315,Independent/Builder Floor,Gurgaon,Sector 82,1,2.0,3.0,4,5,6,2,2.0,6155.0,,1056.0,1056,7800000.0,3.0,28.392563,76.959816,Luxury
316,Independent/Builder Floor,Gurgaon,Sector 63A,1,3.0,2.0,4,0,5,2,4.0,9487.0,1950.0,,1950,18500000.0,3.0,28.3918078,77.0880891,Luxury
317,Independent/Builder Floor,Gurgaon,Sector 63A,1,3.0,2.0,4,3,6,3,4.0,9846.0,1950.0,,1950,19200000.0,3.0,28.3918078,77.0880891,Luxury
