index,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
10487,Independent/Builder Floor,Gurgaon,1,4.0,4,3,1,4,64035.0,3078.0,21900000.0,2,3,4,Sector 57,28.428741,77.08745,Luxury,0,0,0,0,0,0,0,1,1,0
10488,Independent/Builder Floor,Gurgaon,1,4.0,4,2,1,4,66959.0,3078.0,22900000.0,2,2,4,Sector 57,28.428747,77.08748,Luxury,0,0,0,0,0,0,0,1,1,0
10489,Independent/Builder Floor,Gurgaon,1,3.0,4,1,6,4,12882.0,1700.0,21900000.0,2,3,3,Sushant Lok Phase 1,28.4572434,77.0782527,Luxury,0,0,0,0,0,0,0,1,1,0
10490,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,4,64035.0,3078.0,21900000.0,2,2,4,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,0,1,1,0
10491,Independent/Builder Floor,Gurgaon,1,3.0,4,2,6,4,12344.0,1450.0,17900000.0,2,4,3,Sushant Lok Phase 2,28.423254,77.088264,Luxury,0,0,0,0,0,0,0,1,0,0
10492,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,11655.0,1450.0,16900000.0,2,3,3,Sushant Lok Phase 2,28.423254,77.088264,Luxury,0,0,0,0,0,0,0,0,1,0
10494,Independent/Builder Floor,Gurgaon,1,4.0,4,7,6,4,77777.0,4050.0,35000000.0,2,2,4,Sushant Lok Phase 2,28.42868,77.10691,Luxury,0,0,0,0,0,0,0,1,1,0
10495,Residential Apartment,Gurgaon,1,4.0,4,5,2,18,13333.0,3000.0,40000000.0,4,12,4,Nirvana Country,28.42049,77.06328,Luxury,1,0,1,0,1,1,1,1,1,1
10496,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,13167.0,2491.0,32800000.0,4,4,3,Nirvana Country,28.412919,77.069362,Luxury,1,1,1,0,1,1,1,1,1,1
10497,Residential Apartment,Gurgaon,1,4.0,4,1,1,19,10086.0,3470.0,35000000.0,3,2,4,Sector 81,28.39181,76.949669,Luxury,1,1,1,0,1,1,1,0,1,0
10498,Residential Apartment,Gurgaon,1,4.0,4,4,1,29,13057.0,2872.0,37500000.0,4,8,4,Sector 81,28.3889069,76.9513279,Luxury,1,1,1,0,1,1,1,1,1,0
10499,Residential Apartment,Gurgaon,1,4.0,4,0,1,29,10166.0,4200.0,42699999.99999999,4,20,4,Sector 81,28.39181,76.949669,Luxury,1,0,1,0,1,1,1,0,1,0
10500,Residential Apartment,Gurgaon,1,2.0,4,5,1,26,7317.0,1640.0,12000000.0,3,14,2,Sector 85,28.409748,76.953903,Luxury,1,1,1,0,1,1,1,1,1,1
10501,Residential Apartment,Gurgaon,1,3.0,4,4,1,30,12142.0,2100.0,25500000.0,4,17,3,Sector 81,28.3889069,76.9513279,Luxury,1,1,1,0,1,1,1,1,1,1
10502,Residential Apartment,Gurgaon,1,3.0,4,5,1,30,12220.0,2103.0,25700000.0,4,14,3,Sector 81,28.3889069,76.9513279,Luxury,1,1,1,0,1,1,1,1,1,1
10503,Residential Apartment,Gurgaon,1,4.0,4,0,2,12,16000.0,5000.0,80000000.0,4,7,4,DLF Phase 2,28.4783169,77.0782081,Luxury,1,0,1,0,1,1,1,0,0,0
10504,Residential Apartment,Gurgaon,1,3.0,2,3,6,30,12537.0,2018.0,25300000.0,3,12,3,Sector 74,28.4126227,77.0089452,Luxury,1,0,1,0,1,1,1,1,1,1
10505,Residential Apartment,Gurgaon,1,2.0,2,3,6,30,11446.0,1424.0,16299999.999999998,2,8,2,Sector 74,28.4126227,77.0089452,Luxury,1,0,1,0,1,1,1,1,1,1
10506,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,3,15833.0,2400.0,38000000.0,2,0,4,Sector 65,28.407289,77.069686,Luxury,0,0,0,0,0,0,0,1,1,0
10507,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,3,14285.0,1750.0,25000000.0,2,1,4,Sector 65,28.407289,77.069686,Luxury,0,0,0,0,0,0,0,1,1,0
10508,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,3,16000.0,2000.0,32000000.0,2,0,4,Sector 65,28.407289,77.069686,Luxury,0,0,0,0,0,0,0,1,1,0
10509,Independent/Builder Floor,Gurgaon,1,3.0,4,5,1,6,14545.0,1650.0,24000000.0,3,3,3,Sector 65,28.4056704,77.070837,Luxury,1,0,1,0,1,1,1,1,1,1
10510,Independent/Builder Floor,Gurgaon,1,4.0,4,1,6,3,13714.0,1750.0,24000000.0,2,2,4,Sector 65,28.407289,77.069686,Luxury,0,0,0,0,0,0,0,1,1,0
10511,Independent/Builder Floor,Gurgaon,1,3.0,4,1,6,3,13043.0,1380.0,18000000.0,2,1,3,Sector 65,28.407289,77.069686,Luxury,0,0,0,0,0,0,0,1,1,0
10513,Residential Apartment,Gurgaon,1,2.0,2,5,6,32,24500.0,1508.0,24500000.0,2,14,2,Sector 62,28.40356,77.085012,Luxury,0,0,0,0,0,0,1,0,0,0
10518,Residential Apartment,Gurgaon,1,2.0,4,0,5,18,12356.0,1457.0,10500000.0,3,6,2,Sohna,28.249352,77.067276,Luxury,1,0,1,0,1,1,1,0,1,0
10521,Independent/Builder Floor,Gurgaon,1,3.0,4,1,6,4,10348.0,1836.0,19000000.0,2,2,3,Sector 43,28.4532404,77.0881034,Luxury,0,0,0,0,1,0,0,0,0,0
10522,Residential Apartment,Gurgaon,1,4.0,0,0,2,11,5873.0,2639.0,15500000.0,4,4,4,Sector 103,28.495485,76.988401,Luxury,1,1,1,0,0,1,1,0,0,0
10523,Residential Apartment,Gurgaon,1,4.0,2,0,1,27,9523.0,3150.0,30000000.0,4,8,4,Sector 104,28.47844,76.98611,Luxury,1,0,1,0,1,1,1,0,0,0
10524,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,9294.0,2367.0,22000000.0,2,3,4,Sector 43,28.4532404,77.0881034,Luxury,0,0,1,0,1,0,0,1,0,0
10525,Residential Apartment,Gurgaon,1,3.0,0,0,5,22,7906.0,2150.0,17000000.0,4,10,3,Sector 89 A,28.4373379,76.9440586,Luxury,1,1,1,0,0,1,1,0,0,0
10526,Independent/Builder Floor,Gurgaon,1,3.0,4,1,2,3,11000.0,1500.0,16500000.0,2,0,3,South City 2,28.418353,77.053084,Luxury,1,0,1,0,1,1,0,1,0,0
10527,Independent/Builder Floor,Gurgaon,1,3.0,4,3,6,4,8333.0,2400.0,20000000.0,2,2,3,Sector 54,28.433339,77.105472,Luxury,0,0,0,0,0,0,0,1,0,0
10528,Independent/Builder Floor,Gurgaon,1,3.0,4,1,6,4,8333.0,2400.0,20000000.0,2,3,3,Sector 55,28.4251808,77.1096829,Luxury,0,0,0,0,0,0,0,0,0,0
10529,Independent/Builder Floor,Gurgaon,1,3.0,4,3,6,4,8333.0,2400.0,20000000.0,2,3,3,Sector 56,28.4256506,77.099613,Luxury,1,0,0,0,0,1,0,1,0,0
10530,Residential Apartment,Gurgaon,1,2.0,4,3,1,14,8464.0,1205.0,10200000.0,3,10,2,Sohna,28.286932,77.069609,Luxury,1,1,1,0,1,1,1,1,1,0
10531,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,8641.0,2430.0,21000000.0,2,4,4,A Block Sushant Lok Phase 1,28.478103,77.080502,Luxury,1,0,0,0,0,0,0,0,0,0
10532,Independent/Builder Floor,Gurgaon,1,3.0,2,5,1,2,7511.0,2130.0,16000000.0,4,2,3,Sector 102,28.474861,76.976292,Luxury,1,0,1,0,1,1,0,1,0,0
10533,Residential Apartment,Gurgaon,1,4.0,4,5,1,15,9558.0,3400.0,32500000.0,3,7,4,Sector 110,28.501365,77.010746,Luxury,1,1,1,0,0,1,1,1,0,0
10534,Residential Apartment,Gurgaon,1,4.0,2,1,1,12,14522.0,2410.0,35000000.0,4,2,4,Sector 66,28.4014659,77.0531172,Luxury,1,1,1,0,0,1,1,1,1,0
10535,Residential Apartment,Gurgaon,1,4.0,4,1,1,17,16489.0,3760.0,62000000.0,4,14,4,Sector 66,28.4015851,77.0497516,Luxury,1,1,1,0,0,1,1,1,1,0
10536,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,4,17142.0,2100.0,36000000.0,4,4,4,Sector 66,28.40054,77.051713,Luxury,1,0,0,0,1,1,0,1,1,0
10537,Independent/Builder Floor,Gurgaon,1,3.0,4,3,1,2,16666.0,1380.0,23000000.0,3,1,3,Sector 65,28.407289,77.069686,Luxury,1,0,1,0,1,1,0,0,0,0
10539,Residential Apartment,Gurgaon,1,4.0,4,0,5,17,9056.0,2650.0,24000000.0,4,2,4,Sector 3,28.483961,77.013514,Luxury,1,1,1,0,0,1,1,1,1,0
10540,Residential Apartment,Gurgaon,1,3.0,4,5,6,19,10671.0,1921.0,20500000.0,3,12,3,Sector 67A,28.382146,77.055471,Luxury,0,0,0,0,0,0,1,0,1,0
10541,Residential Apartment,Gurgaon,1,3.0,4,3,1,17,16923.0,1950.0,33000000.0,3,1,3,Sector 66,28.401406,77.050549,Luxury,1,1,1,0,1,1,1,0,1,0
10542,Residential Apartment,Gurgaon,1,3.0,4,1,1,17,15909.0,2200.0,35000000.0,4,3,3,Sector 66,28.401406,77.050549,Luxury,1,1,1,0,1,1,1,1,1,0
10544,Residential Apartment,Gurgaon,1,4.0,2,3,1,3,98571.0,3150.0,34500000.0,4,0,4,Sector 65,28.407289,77.069686,Luxury,1,1,1,0,1,1,0,1,1,0
10545,Independent/Builder Floor,Gurgaon,1,3.0,4,3,1,2,8125.0,1600.0,13000000.0,3,2,3,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,0,1,1,0
10546,Independent/Builder Floor,Gurgaon,1,3.0,4,5,5,4,9868.0,1672.0,16500000.0,3,2,3,Sector 76,28.393738,76.9916675,Luxury,0,0,0,0,0,0,0,1,0,0
10547,Independent/Builder Floor,Gurgaon,1,3.0,4,3,1,3,8214.0,1400.0,11500000.0,2,2,3,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,0,0,0,0
10548,Independent/Builder Floor,Gurgaon,1,3.0,4,5,1,4,14242.0,1650.0,23500000.0,3,3,3,Sector 65,28.4056704,77.070837,Luxury,0,0,0,0,0,0,0,1,1,0
10549,Residential Apartment,Gurgaon,1,2.0,4,5,5,4,16476.0,1050.0,17300000.0,2,1,3,Sector 63A,28.39098,77.08761,Luxury,1,1,1,0,1,1,1,1,1,0
10550,Residential Apartment,Gurgaon,1,3.0,4,5,6,24,20985.0,2072.0,43500000.0,2,15,3,Sector 108,28.516331087497,76.995685046165,Luxury,1,1,1,0,0,1,1,1,0,1
10551,Independent/Builder Floor,Gurgaon,1,3.0,4,3,6,4,8796.0,2160.0,19000000.0,3,2,3,Sushant Lok Phase 2,28.47805,77.074159,Luxury,1,0,1,0,0,0,0,0,0,0
10552,Residential Apartment,Gurgaon,1,4.0,4,1,1,3,100000.0,3150.0,35000000.0,4,0,4,Sector 65,28.407289,77.069686,Luxury,1,1,1,0,1,1,1,1,1,0
10553,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,6992.0,5220.0,36500000.0,4,1,4,Sector 67,28.4320243,76.9859591,Luxury,0,0,1,0,0,1,1,0,0,1
10554,Independent/Builder Floor,Gurgaon,1,5.0,4,5,6,4,7222.0,5400.0,39000000.0,4,2,5,Sector 48,28.412173,77.0361,Luxury,0,0,1,0,0,1,1,1,0,1
10555,Residential Apartment,Gurgaon,1,3.0,1,1,1,14,10270.0,1850.0,19000000.0,4,12,3,Sector 83,28.395494,76.9756004,Luxury,1,1,1,0,0,1,1,0,1,0
10557,Residential Apartment,Gurgaon,1,3.0,4,5,1,13,14666.0,3231.0,33000000.0,3,6,3,Sector 91,28.405628,76.926043,Luxury,0,0,0,0,0,0,0,0,0,0
10558,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,15178.0,2800.0,42500000.0,2,1,4,Sector 54,28.4439713,77.1111214,Luxury,0,0,0,0,0,0,0,1,0,0
10559,Independent/Builder Floor,Gurgaon,1,3.0,4,3,6,4,8250.0,2000.0,16500000.0,2,4,3,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,0,1,1,0
10560,Residential Apartment,Gurgaon,1,2.0,2,5,6,12,7344.0,531.0,3900000.0,1,12,2,Sohna,28.28652,77.065685,Luxury,0,0,1,0,0,1,1,0,0,1
10561,Residential Apartment,Gurgaon,1,4.0,2,8,6,3,12962.0,2700.0,35000000.0,4,0,4,Sector 65,28.407289,77.069686,Luxury,1,0,1,0,1,1,0,1,1,1
10562,Residential Apartment,Gurgaon,1,2.0,4,1,2,10,16034.0,1528.0,24500000.0,2,3,2,Sector 60,28.39988,77.09654,Luxury,1,1,1,0,0,1,1,1,1,0
10563,Residential Apartment,Gurgaon,1,2.0,4,1,1,11,15750.0,1365.0,21500000.0,2,8,2,Sector 60,28.39988,77.09654,Luxury,1,1,1,0,0,1,1,0,1,0
10564,Residential Apartment,Gurgaon,1,4.0,4,4,1,17,16761.0,2625.0,44000000.0,4,8,4,Sector 66,28.401406,77.050549,Luxury,1,1,1,0,1,1,1,1,1,0
10565,Independent/Builder Floor,Gurgaon,1,3.0,2,5,6,4,6938.0,1081.0,7500000.0,3,2,3,Sohna,28.249352,77.067276,Luxury,0,0,0,0,0,0,0,1,1,0
10566,Residential Apartment,Gurgaon,1,4.0,4,0,1,2,21176.0,1700.0,36000000.0,4,0,4,Sector 65,28.407289,77.069686,Luxury,1,0,1,0,1,1,0,1,1,0
10567,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,2,85000.0,3600.0,34000000.0,4,1,4,Sector 65,28.405571,77.068958,Luxury,1,0,1,0,1,1,0,0,1,0
10569,Residential Apartment,Gurgaon,1,3.0,4,1,2,12,15384.0,2080.0,32000000.0,4,7,3,Sector 60,28.39988,77.09654,Luxury,1,1,1,0,0,1,1,1,1,0
10570,Residential Apartment,Gurgaon,1,4.0,4,1,1,5,15189.0,1975.0,30000000.0,4,2,4,Sector 65,28.399273,77.070425,Luxury,1,0,1,0,0,1,1,1,1,0
10571,Residential Apartment,Gurgaon,1,4.0,4,1,2,3,20000.0,2000.0,34000000.0,4,1,4,Sector 65,28.407289,77.069686,Luxury,1,0,1,0,1,1,1,1,1,0
10573,Independent/Builder Floor,Gurgaon,1,2.0,4,6,6,4,6577.0,745.0,4900000.0,2,1,2,Sohna,28.288317,77.066043,Luxury,0,0,0,0,0,0,0,1,1,0
10574,Independent/Builder Floor,Gurgaon,1,2.0,4,5,1,2,7407.0,540.0,4000000.0,1,0,2,Sector 48,28.416011,77.036121,Luxury,0,0,0,0,0,0,0,1,1,0
10575,Independent/Builder Floor,Gurgaon,1,4.0,1,5,6,3,8571.0,2100.0,18000000.0,3,2,4,Sector 70A,28.385039,77.022483,Luxury,0,0,0,0,0,0,0,1,1,0
10576,Independent/Builder Floor,Gurgaon,1,4.0,4,3,1,4,13333.0,3150.0,42000000.0,3,4,4,Palam Vihar,28.5129305,77.037736,Luxury,0,0,0,0,0,0,0,0,0,0
10577,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,13533.0,4500.0,60900000.0,2,4,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,0,0,0
10578,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,12666.0,4500.0,57000000.0,2,1,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,0,0,0
10579,Independent/Builder Floor,Gurgaon,1,4.0,4,2,6,4,11952.0,4518.0,54000000.0,2,2,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,0,0,0
10580,Independent/Builder Floor,Gurgaon,1,4.0,4,4,6,4,14305.0,3600.0,51500000.0,2,4,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,0,0,0
10581,Independent/Builder Floor,Gurgaon,1,4.0,4,6,6,4,13750.0,3600.0,49500000.0,2,1,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,1,0,0
10582,Independent/Builder Floor,Gurgaon,1,4.0,4,4,6,4,13194.0,3600.0,47500000.0,2,3,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,1,0,0
10583,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,15185.0,2700.0,41000000.0,2,4,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,0,0,0
10584,Independent/Builder Floor,Gurgaon,1,4.0,4,4,6,4,13851.0,2700.0,37400000.0,2,2,4,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,1,0,0
10585,Independent/Builder Floor,Gurgaon,1,3.0,1,1,6,4,15432.0,2430.0,37500000.0,2,4,3,DLF Phase 1,28.4754909,77.1032095,Luxury,0,0,0,0,0,0,0,0,0,0
10586,Independent/Builder Floor,Gurgaon,1,3.0,1,1,6,4,17948.0,2430.0,35000000.0,2,1,3,DLF Phase 1,28.479767,77.096122,Luxury,1,0,1,0,0,1,1,1,0,0
10587,Independent/Builder Floor,Gurgaon,1,3.0,1,1,6,4,13374.0,2430.0,32500000.0,2,3,3,DLF Phase 1,28.479767,77.096122,Luxury,1,0,1,0,0,1,1,1,0,0
10588,Independent/Builder Floor,Gurgaon,1,3.0,1,1,6,4,15277.0,1800.0,27500000.0,2,4,3,DLF Phase 1,28.479767,77.096122,Luxury,1,0,1,0,0,1,1,1,0,0
10589,Independent/Builder Floor,Gurgaon,1,3.0,1,1,6,4,13888.0,1800.0,25000000.0,2,3,3,DLF Phase 1,28.479767,77.096122,Luxury,1,0,1,0,0,1,1,1,0,0
10590,Independent/Builder Floor,Gurgaon,1,3.0,1,1,6,4,12500.0,1800.0,22500000.0,2,2,3,DLF Phase 1,28.479767,77.096122,Luxury,1,0,1,0,0,1,1,1,0,0
10591,Residential Apartment,Gurgaon,1,3.0,4,5,2,15,16832.0,1408.0,23700000.0,2,7,3,DLF Phase 5,28.44673,77.09355,Luxury,1,0,1,0,1,1,1,1,1,1
10592,Independent/Builder Floor,Gurgaon,1,4.0,1,3,6,4,16860.0,3618.0,61000000.0,2,4,4,DLF Phase 2,28.4832098,77.0882363,Luxury,0,0,0,0,0,0,0,1,0,0
10594,Residential Apartment,Gurgaon,1,4.0,1,1,5,34,16781.0,3039.0,51000000.0,4,8,4,Sector 62,28.4067756,77.0823482,Luxury,1,0,1,0,0,1,1,1,0,0
10595,Independent/Builder Floor,Gurgaon,1,4.0,1,5,5,4,15789.0,2430.0,30000000.0,2,4,4,DLF Phase 1,28.4754909,77.1032095,Luxury,1,0,1,0,0,1,1,1,0,0
10596,Independent/Builder Floor,Gurgaon,1,4.0,1,8,6,4,13819.0,3618.0,50000000.0,2,1,4,DLF Phase 1,28.467772,77.09758,Luxury,1,0,1,0,0,1,1,1,0,0
10597,Residential Apartment,Gurgaon,1,3.0,2,7,5,24,17825.0,1711.0,30500000.0,2,22,3,Sector 108,28.516331087497,76.995685046165,Luxury,1,0,1,0,0,1,1,1,0,0
10598,Residential Apartment,Gurgaon,1,3.0,2,2,1,14,15744.0,1650.0,16100000.000000002,4,5,3,Sector 102,28.4723252,76.9650086,Luxury,1,0,1,0,1,1,1,0,0,0
10599,Residential Apartment,Gurgaon,1,2.0,2,0,2,16,4138.0,1498.0,6200000.0,2,7,2,Sector 92,28.407789,76.915274,Luxury,1,0,1,0,1,1,1,1,0,1
10600,Residential Apartment,Gurgaon,1,3.0,4,1,1,16,8974.0,1950.0,17500000.0,4,9,3,Sector 83,28.395494,76.9756004,Luxury,1,1,1,0,0,1,1,0,0,0
10601,Residential Apartment,Gurgaon,1,3.0,4,1,6,11,10309.0,2134.0,22000000.0,4,8,3,Sector-33 Sohna,28.420457,77.038483,Luxury,1,1,1,0,1,1,1,1,1,1
10602,Residential Apartment,Gurgaon,1,3.0,2,1,6,11,8496.0,1789.0,15200000.0,3,5,3,Sector-33 Sohna,28.420457,77.038483,Luxury,1,1,1,0,1,1,1,1,1,1
10603,Independent/Builder Floor,Gurgaon,1,3.0,4,1,1,2,14492.0,1380.0,20000000.0,3,2,3,Sector 65,28.403814,77.066332,Luxury,1,0,1,0,1,1,0,1,1,1
10604,Residential Apartment,Gurgaon,1,3.0,4,5,6,11,9502.0,1789.0,17000000.0,2,8,3,Sector-33 Sohna,28.420457,77.038483,Luxury,1,1,1,0,1,1,1,1,1,0
10605,Independent/Builder Floor,Gurgaon,1,4.0,4,4,6,4,72222.0,3240.0,26000000.0,4,2,4,Sector 48,28.412173,77.0361,Luxury,1,0,1,0,0,1,1,1,1,0
10606,Residential Apartment,Gurgaon,1,2.0,4,8,1,13,9600.0,500.0,4800000.0,1,12,2,Sector 86,28.39685,76.9485,Luxury,0,0,0,0,1,0,1,1,0,0
10607,Residential Apartment,Gurgaon,1,3.0,4,5,6,20,9299.0,1997.0,14600000.0,3,5,3,Sector 99A,28.4516278,76.9544039,Luxury,1,0,1,0,1,1,1,1,1,1
10608,Residential Apartment,Gurgaon,1,3.0,4,3,5,35,8999.0,1389.0,12500000.0,2,14,3,Sector 104,28.484795,76.999036,Luxury,1,1,1,0,1,1,1,1,1,0
10609,Residential Apartment,Gurgaon,1,4.0,4,5,2,15,10882.0,3400.0,37000000.0,3,7,4,Sector 110,28.508126,77.017603,Luxury,0,0,0,0,0,0,1,0,0,0
10610,Residential Apartment,Gurgaon,1,2.0,0,5,6,24,7581.0,1385.0,10500000.0,4,5,2,Sector 106,28.5033,76.99743,Luxury,0,0,0,0,0,0,1,0,0,0
10611,Residential Apartment,Gurgaon,1,2.0,4,5,2,14,8784.0,1366.0,12000000.0,2,6,2,Sector 107,28.50279,76.964006,Luxury,0,0,0,0,0,0,1,0,0,0
10612,Residential Apartment,Gurgaon,1,3.0,4,3,3,13,10252.0,1863.0,19200000.0,4,8,3,Sector 50,28.413115,77.057045,Luxury,1,0,1,0,1,1,1,1,1,0
10614,Residential Apartment,Gurgaon,1,3.0,2,3,5,32,9841.0,1829.0,18000000.0,3,3,3,Sector 85,28.4085579,76.951783,Luxury,1,1,1,0,0,1,1,1,1,1
10616,Residential Apartment,Gurgaon,1,3.0,4,5,1,8,7931.0,1740.0,11500000.0,3,5,3,Sector 83,28.395993,76.967724,Luxury,0,0,0,0,0,0,1,0,0,0
10617,Residential Apartment,Gurgaon,1,3.0,0,0,5,32,11111.0,1800.0,20000000.0,3,24,3,Sector 85,28.4085579,76.951783,Luxury,1,1,1,0,0,1,1,0,0,0
10618,Residential Apartment,Gurgaon,1,3.0,2,1,5,32,9841.0,1829.0,18000000.0,2,3,3,Sector 85,28.4085579,76.951783,Luxury,1,1,1,0,1,1,1,0,0,0
10619,Residential Apartment,Gurgaon,1,2.0,4,5,1,15,7720.0,1360.0,10500000.0,4,14,2,Sector 81,28.390872,76.95272,Luxury,1,1,1,0,1,1,1,1,1,0
10620,Residential Apartment,Gurgaon,1,4.0,4,0,5,38,8048.0,4038.0,32500000.0,3,5,4,Sector 76,28.393974,76.99555,Luxury,0,0,1,0,0,0,1,0,0,0
10621,Residential Apartment,Gurgaon,1,4.0,4,3,6,4,94476.0,3096.0,32500000.0,3,2,4,Sector 63A,28.3974533,77.0990198,Luxury,1,1,1,0,0,1,1,1,1,0
10623,Independent/Builder Floor,Gurgaon,1,4.0,1,1,6,4,76000.0,4500.0,38000000.0,2,4,4,Sector 48,28.412173,77.0361,Luxury,0,0,0,0,1,1,1,1,1,1
10624,Independent/Builder Floor,Gurgaon,1,3.0,4,1,6,4,85937.0,1728.0,16500000.0,2,4,3,Sector 48,28.412173,77.0361,Luxury,0,0,0,0,1,0,1,1,1,1
10625,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,70833.0,2160.0,17000000.0,3,4,3,Sector 48,28.412173,77.0361,Luxury,0,0,0,0,0,0,1,1,1,1
10626,Independent/Builder Floor,Gurgaon,1,4.0,1,3,6,4,94855.0,2799.0,29500000.0,2,4,4,Uppals Southend,28.409324,77.045716,Luxury,0,0,0,0,1,0,1,1,1,1
