,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
7315,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3.0,"23,24,25,26,5,6,19,8",5555.0,2700.0,2700.019284736,15000000.0,2.0,,,Manikonda,,,Luxury,2699.980715264,0,0,0,0,1,0,0,0,1,0,0
7316,Residential Apartment,Hyderabad,0,3.0,4,0,5,35.0,"44,23,45,24,25,47,26,29,30,31,32,33,12,17,19,1,3,5,6,8,9,40,41,20,42,21",25.0,1800.0,1800.048736192,52000.0,2.0,18,3,Manikonda,,,Luxury,1799.951263808,1,0,1,0,1,1,1,1,1,1,0
7317,Residential Apartment,Hyderabad,0,2.0,4,4,3,25.0,"33,23,24,47,25,26,17,39,29,19,1,3,5,6,9,40,41,20,42,21",19.0,1463.0,1463.0307015679998,26000.0,1.0,5,2,Manikonda,,,Luxury,1462.9692984320002,1,0,1,0,1,1,0,1,1,1,1
7318,Residential Apartment,Hyderabad,1,4.0,2,4,6,10.0,"23,24,5,17,6,19,20,21",10000.0,2860.0,2859.97099328,28600000.0,2.0,2,4,Manikonda,,,Luxury,2859.97099328,0,0,0,0,1,0,0,1,0,0,0
7319,Residential Apartment,Hyderabad,0,3.0,4,4,1,35.0,"44,23,45,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,3,5,6,8,40,41,20,42,21,43",33.0,1742.0,1742.031259136,58000.0,1.0,3,3,Manikonda,,,Luxury,1741.968740864,1,0,1,0,1,0,1,1,1,1,1
7320,Residential Land,Hyderabad,1,,0,3,0,3.0,"23,24,26",11000.0,1566.0,1566.0413240960002,191400000.0,,,,Manikonda,,,Luxury,1565.9586759039998,0,0,0,0,0,0,0,0,0,0,0
7321,Residential Apartment,Secunderabad,1,3.0,0,1,3,5.0,N,6181.0,1100.0,1099.964003776,6800000.0,1.0,3,3,Manikonda,,,Budget,1099.964003776,0,0,0,0,0,0,0,0,0,0,0
7322,Residential Apartment,Hyderabad,0,3.0,4,3,1,30.0,"23,24,5,17,6,19,20,21",30.0,2125.0,2125.011191168,65000.0,1.0,5,3,Manikonda,,,Luxury,2124.988808832,0,0,0,0,1,0,0,1,0,0,0
7323,Residential Apartment,Hyderabad,0,2.0,4,0,6,35.0,"33,23,12,24,25,47,26,17,29,19,1,3,5,6,8,9,40,30,41,20,42,31,21,32",27.0,1450.0,1450.0063699840002,42000.0,2.0,20,2,Manikonda,,,Luxury,1449.9936300159998,1,0,1,0,1,1,1,1,1,1,0
7324,Residential Apartment,Hyderabad,0,2.0,4,3,1,35.0,"23,24,5,17,6,19,20,21",57.0,1283.0,1282.950480576,50000.0,1.0,7,2,Manikonda,,,Luxury,1282.950480576,0,0,0,0,1,0,0,1,0,0,0
7325,Independent House/Villa,Hyderabad,1,4.0,2,4,5,2.0,"23,24,25,26,5,6,19,8",5588.0,3400.0,3399.996378048,19000000.0,2.0,,,Manikonda,,,Luxury,3399.996378048,0,0,0,0,1,0,0,0,1,0,0
7326,Independent House/Villa,Hyderabad,1,4.0,2,3,5,2.0,"23,24,25,26,5,6,19,8",9980.0,1503.0,1502.964809152,15000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,0,0,0,0,1,0,0,0,1,0,0
7327,Independent House/Villa,Hyderabad,0,4.0,4,0,1,2.0,"23,12,24,25,47,26,17,19,1,3,5,6,9,40,41,42,43",14.0,3200.0,3200.002922816,40000.0,2.0,,,Manikonda,,,Luxury,3199.997077184,1,0,1,0,1,1,1,0,1,0,0
7328,Independent House/Villa,Hyderabad,1,4.0,4,4,1,3.0,"23,24,6,19",525000.0,3600.0,3599.98983328,210000000.0,2.0,,,Manikonda,,,Luxury,3599.98983328,0,0,0,0,1,0,0,0,0,0,0
7329,Independent House/Villa,Hyderabad,1,4.0,2,3,6,3.0,"23,24,25,26,5,6,19",269607.0,3672.0,3672.000393856,115000000.0,2.0,,,Manikonda,,,Luxury,3671.999606144,0,0,0,0,1,0,0,0,1,0,0
7330,Residential Apartment,Hyderabad,1,3.0,4,3,2,14.0,"6,21",10655.0,2440.0,2439.963209472,26000000.0,1.0,11,3,Manikonda,,,Luxury,2439.963209472,0,0,0,0,1,0,0,1,0,0,0
7331,Residential Apartment,Hyderabad,1,2.0,0,1,6,5.0,P,7142.0,1050.0,1050.01945952,7500000.0,1.0,3,2,Manikonda,,,Budget,1049.98054048,0,0,0,0,0,0,0,0,0,0,0
7332,Residential Apartment,Secunderabad,0,3.0,2,3,2,5.0,21,15.0,1600.0,1599.9476418559998,25000.0,2.0,3,3,Manikonda,,,Budget,1599.9476418559998,0,0,0,0,0,0,0,1,0,0,0
7333,Residential Apartment,Hyderabad,0,3.0,4,4,1,35.0,"44,23,45,24,46,25,47,26,29,31,32,33,12,17,19,1,3,5,6,8,9,40,41,20,42,21",30.0,2112.0,2111.9868595840003,65000.0,2.0,26,3,Manikonda,,,Luxury,2111.9868595840003,1,0,1,0,1,1,1,1,1,1,0
7334,Residential Apartment,Hyderabad,0,2.0,1,1,2,3.0,N,14.0,1050.0,1050.01945952,15000.0,1.0,1,2,Manikonda,,,Budget,1049.98054048,0,0,0,0,0,0,0,0,0,0,0
7335,Residential Apartment,Secunderabad,0,2.0,2,1,2,5.0,21,14.0,1050.0,1050.01945952,15000.0,1.0,4,2,Manikonda,,,Budget,1049.98054048,0,0,0,0,0,0,0,1,0,0,0
7336,Residential Apartment,Secunderabad,0,3.0,2,3,2,3.0,21,14.0,1750.0,1749.9965528320001,25000.0,2.0,2,3,Manikonda,,,Budget,1749.9965528320001,0,0,0,0,0,0,0,1,0,0,0
7337,Residential Apartment,Hyderabad,0,2.0,4,3,1,15.0,"23,24,5,17,6,19,20,21",33.0,1297.0,1297.0512032000001,44000.0,1.0,11,2,Manikonda,,,Luxury,1296.9487967999999,0,0,0,0,1,0,0,1,0,0,0
7338,Residential Apartment,Hyderabad,0,3.0,1,3,1,5.0,"44,45,24,47,26,17,29,2,3,5,9,40,41,21,43",21.0,1650.0,1649.9998252159999,35000.0,2.0,5,3,Manikonda,,,Luxury,1649.9998252159999,0,1,1,0,0,1,0,1,0,1,0
7339,Residential Apartment,Hyderabad,0,3.0,4,3,1,10.0,"44,23,45,12,24,25,47,26,17,19,1,3,5,6,8,9,40,41,20,42,31,21,32",16.0,1650.0,1649.9998252159999,27000.0,3.0,8,3,Manikonda,,,Luxury,1649.9998252159999,1,0,1,0,1,1,1,1,1,0,0
7340,Residential Apartment,Hyderabad,0,3.0,4,4,3,10.0,"44,23,45,24,47,25,26,30,31,32,33,12,17,19,1,3,5,6,8,9,40,41,20,42,21",21.0,2200.0,2200.0356466559997,55000.0,2.0,7,3,Manikonda,,,Luxury,2199.9643533440003,1,0,1,0,1,1,1,1,1,0,0
7341,Residential Apartment,Secunderabad,1,2.0,2,3,1,1.0,"40,41",925.0,1944.0,1943.96221824,1800000.0,1.0,G,2,Manikonda,,,Budget,1943.96221824,0,0,0,0,0,0,0,0,0,0,0
7342,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3.0,"23,24,25,26,5,6,19,8",5518.0,2700.0,2700.019284736,14900000.0,3.0,,,Manikonda,,,Luxury,2699.980715264,0,0,0,0,1,0,0,0,1,0,0
7343,Independent House/Villa,Hyderabad,1,4.0,4,4,5,5.0,"23,24,25,26,5,6,19,8",9913.0,1503.0,1502.964809152,14900000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,0,0,0,0,1,0,0,0,1,0,0
7344,Independent House/Villa,Hyderabad,0,4.0,4,4,1,3.0,"23,24,25,26,5,6,19",22.0,3600.0,3599.98983328,80000.0,3.0,,,Manikonda,,,Luxury,3599.98983328,0,0,0,0,1,0,0,0,1,0,0
7345,Residential Apartment,Hyderabad,0,3.0,2,1,6,5.0,"33,21",12.0,1650.0,1649.9998252159999,20000.0,2.0,5,3,Manikonda,,,Luxury,1649.9998252159999,0,0,0,0,0,0,0,1,0,0,0
7346,Residential Apartment,Secunderabad,1,3.0,2,3,6,5.0,24,8280.0,2500.0,2500.025829504,20700000.0,2.0,1,3,Manikonda,,,Semi-luxury,2499.974170496,0,0,0,0,0,0,0,0,0,0,0
7347,Residential Apartment,Hyderabad,0,3.0,4,4,2,5.0,21,16.0,1650.0,1649.9998252159999,27000.0,2.0,4,3,Manikonda,,,Budget,1649.9998252159999,0,0,0,0,0,0,0,1,0,0,0
7348,Independent/Builder Floor,Secunderabad,0,2.0,1,3,2,2.0,"45,10",15.0,1200.0,1199.960731392,18000.0,1.0,1,2,Manikonda,,,Budget,1199.960731392,0,0,0,0,0,0,0,0,0,0,0
7349,Residential Apartment,Secunderabad,0,3.0,2,4,2,5.0,"19,21",15.0,1650.0,1649.9998252159999,25000.0,2.0,2,3,Manikonda,,,Semi-luxury,1649.9998252159999,0,0,0,0,0,0,0,1,0,0,0
7350,Residential Apartment,Hyderabad,0,3.0,4,4,6,25.0,"44,23,45,24,25,47,26,29,31,32,33,12,17,19,1,3,5,6,8,9,40,41,20,42,21",22.0,1960.0,1960.0004447360002,45000.0,2.0,2,3,Manikonda,,,Luxury,1959.9995552639998,1,0,1,0,1,1,1,1,1,1,0
7351,Residential Apartment,Secunderabad,1,2.0,2,2,3,5.0,"33,40,21,32",6888.0,900.0,899.970548544,6200000.0,1.0,1,2,Manikonda,,,Luxury,899.970548544,0,0,0,0,0,0,0,1,0,0,0
7352,Residential Land,Hyderabad,1,,0,3,0,25.0,"23,24,26,5",16500.0,1485.0,1484.9890787840002,272300000.0,,,,Manikonda,,,Luxury,1484.9890787840002,0,0,0,0,0,0,0,0,0,0,0
7353,Independent House/Villa,Hyderabad,0,5.0,4,3,6,3.0,"44,23,45,12,24,25,47,26,17,19,1,3,5,6,8,9,40,41,42,32",11.0,4036.0,4036.035843584,45000.0,3.0,,,Manikonda,,,Luxury,4035.964156416,1,0,1,0,1,1,1,0,1,0,0
7354,Residential Land,Hyderabad,1,,0,3,0,25.0,"23,24,26,5",16500.0,1350.0,1350.009642368,247500000.0,,,,Manikonda,,,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
7355,Residential Land,Hyderabad,1,,0,4,0,25.0,"23,24,26,5",7999.0,1800.0,1800.048736192,1600000.0,,,,Manikonda,,,Luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
7356,Residential Land,Hyderabad,1,,0,3,0,25.0,"23,24,26,5",7999.0,1800.0,1800.048736192,1600000.0,,,,Manikonda,,,Luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
7357,Residential Land,Hyderabad,1,,0,4,0,25.0,"23,24,26,5",7993.0,1350.0,1350.009642368,119900000.0,,,,Manikonda,,,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
7358,Residential Land,Hyderabad,1,,0,3,0,25.0,"23,24,26,5",8000.0,1350.0,1350.009642368,1200000.0,,,,Manikonda,,,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
7359,Residential Apartment,Hyderabad,1,2.0,2,4,3,5.0,"30,31,21",5208.0,960.0,960.033168576,5000000.0,1.0,3,2,Manikonda,,,Luxury,959.966831424,0,0,0,0,0,0,0,1,0,0,0
7360,Residential Apartment,Hyderabad,0,2.0,4,4,6,35.0,"44,23,45,24,47,25,26,29,31,32,33,12,17,19,1,3,5,6,8,9,40,41,20,42,21",31.0,1450.0,1450.0063699840002,42100.0,1.0,15,2,Manikonda,,,Luxury,1449.9936300159998,1,0,1,0,1,1,1,1,1,1,0
7361,Residential Apartment,Hyderabad,0,3.0,1,0,1,30.0,"44,23,45,24,25,47,26,29,31,32,33,12,17,19,1,3,5,6,8,9,40,41,20,42,21",37.0,1450.0,1450.0063699840002,55000.0,1.0,17,3,Manikonda,,,Luxury,1449.9936300159998,1,0,1,0,1,1,1,1,1,1,0
7362,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3.0,"23,24,25,26,5,6,19,8",93500.0,1800.0,1800.048736192,18700000.0,3.0,,,Manikonda,,,Luxury,1799.951263808,0,0,0,0,1,0,0,0,1,0,0
7363,Residential Apartment,Hyderabad,1,3.0,2,4,1,5.0,"24,5,17,19,21",5190.0,1445.0,1444.947332096,7500000.0,2.0,4,3,Manikonda,,,Luxury,1444.947332096,0,0,0,0,0,0,0,1,0,0,0
7364,Residential Land,Hyderabad,1,,0,4,0,5.0,"23,24,26,5",36000.0,1800.0,1800.048736192,7200000.0,,,,Manikonda,,,Luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
7365,Residential Apartment,Hyderabad,1,3.0,4,3,1,5.0,"23,24,17,19",6906.0,1810.0,1809.95153376,12500000.0,2.0,4,3,Manikonda,,,Luxury,1809.95153376,0,0,0,0,0,0,0,0,0,0,0
7366,Residential Apartment,Secunderabad,1,3.0,2,1,3,4.0,"33,12,24,47,17,19,40,30,20,21",5172.0,1160.0,1160.026623808,6000000.0,2.0,4,3,Manikonda,,,Luxury,1159.973376192,0,0,0,0,0,0,1,1,0,0,0
7367,Independent House/Villa,Hyderabad,1,4.0,4,2,3,2.0,26,158000.0,1800.0,1800.048736192,31600000.0,2.0,,,Manikonda,,,Semi-luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
7368,Residential Apartment,Hyderabad,0,4.0,1,3,1,35.0,"23,24,5,17,6,19,20,21",51.0,2713.0,2713.04361632,92000.0,3.0,5,4,Manikonda,,,Luxury,2712.95638368,0,0,0,0,1,0,0,1,0,0,0
7369,Independent/Builder Floor,Secunderabad,0,1.0,2,1,2,2.0,"24,47,19,30,10,43",11.0,750.0,750.0292766720002,8500.0,0.0,2,1,Manikonda,,,Luxury,749.9707233279998,0,0,0,0,0,0,0,0,0,0,0
7370,Residential Apartment,Secunderabad,0,3.0,2,3,2,5.0,"24,25,47,26,17,19,6,9,40,41,42,31,21,43",11.0,1750.0,1749.9965528320001,20000.0,1.0,2,3,Manikonda,,,Luxury,1749.9965528320001,0,0,0,0,1,1,0,1,1,0,0
7371,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2.0,"23,24,25,26,5,6,19,8",4000.0,2000.0,2000.042191424,8000000.0,3.0,,,Manikonda,,,Luxury,1999.957808576,0,0,0,0,1,0,0,0,1,0,0
7372,Residential Land,Hyderabad,1,,0,3,0,3.0,"23,24,26,5",36526.0,167.0,166.948250304,6100000.0,,,,Manikonda,,,Luxury,166.948250304,0,0,0,0,0,0,0,0,0,0,0
7373,Residential Apartment,Hyderabad,0,2.0,1,4,1,35.0,"23,24,5,17,6,19,20,21",66.0,1492.0,1491.985620544,68000.0,1.0,30,2,Manikonda,,,Luxury,1491.985620544,0,0,0,0,1,0,0,1,0,0,0
7374,Residential Apartment,Hyderabad,0,2.0,4,3,1,35.0,"23,24,5,17,6,19,20,21",56.0,1283.0,1282.950480576,49500.0,1.0,5,2,Manikonda,,,Luxury,1282.950480576,0,0,0,0,1,0,0,1,0,0,0
7375,Residential Apartment,Hyderabad,0,3.0,4,4,1,35.0,"23,24,5,17,6,19,20,21",45.0,1742.0,1742.031259136,55000.0,1.0,11,3,Manikonda,,,Luxury,1741.968740864,0,0,0,0,1,0,0,1,0,0,0
7376,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3.0,"23,24,25,26,5,6,19,8",5135.0,2765.0,2765.0333035520002,14200000.0,3.0,,,Manikonda,,,Luxury,2764.9666964479998,0,0,0,0,1,0,0,0,1,0,0
7377,Residential Apartment,Hyderabad,1,3.0,2,1,6,5.0,"23,24,5,17,6,19,20,21",5172.0,1450.0,1450.0063699840002,7500000.0,2.0,4,3,Manikonda,,,Luxury,1449.9936300159998,0,0,0,0,1,0,0,1,0,0,0
7378,Residential Apartment,Hyderabad,1,3.0,2,4,1,8.0,"23,24,5,17,6,19,20,21",9083.0,2400.0,2400.0291018880002,21800000.0,2.0,8,3,Manikonda,,,Luxury,2399.9708981119998,0,0,0,0,1,0,0,1,0,0,0
7379,Residential Apartment,Hyderabad,1,3.0,1,4,2,36.0,"23,24,5,17,6,19,20,21",20231.0,2595.0,2594.963519232,52500000.0,1.0,28,3,Manikonda,,,Luxury,2594.963519232,0,0,0,0,1,0,0,1,0,0,0
7380,Independent House/Villa,Hyderabad,1,4.0,2,3,6,3.0,"23,24,25,26,5,6,19,8",13555.0,3600.0,3599.98983328,48800000.0,3.0,,,Manikonda,,,Luxury,3599.98983328,0,0,0,0,1,0,0,0,1,0,0
7381,Residential Apartment,Hyderabad,0,2.0,4,3,1,35.0,"23,24,5,17,6,19,20,21",35.0,1283.0,1282.950480576,45000.0,1.0,18,2,Manikonda,,,Luxury,1282.950480576,0,0,0,0,1,0,0,1,0,0,0
7382,Independent House/Villa,Hyderabad,1,5.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,3,5,6,8,9",77844.0,1503.0,1502.964809152,13000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,1,0,1,1,1,0,1,0,0
7383,Independent House/Villa,Hyderabad,1,5.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",70000.0,1800.0,1800.048736192,14000000.0,2.0,,,Manikonda,,,Luxury,1799.951263808,1,0,0,0,1,0,1,0,1,0,0
7384,Independent House/Villa,Hyderabad,1,6.0,2,3,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",71856.0,1503.0,1502.964809152,12000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,0,0,1,0,1,0,1,0,0
7385,Independent House/Villa,Hyderabad,1,6.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",50000.0,1800.0,1800.048736192,10000000.0,3.0,,,Manikonda,,,Luxury,1799.951263808,1,0,0,0,1,0,1,0,1,0,0
7386,Independent House/Villa,Hyderabad,1,5.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",53892.0,1503.0,1502.964809152,9000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,0,0,1,0,1,0,1,0,0
7387,Independent House/Villa,Hyderabad,1,6.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",75000.0,1800.0,1800.048736192,15000000.0,2.0,,,Manikonda,,,Luxury,1799.951263808,1,0,0,0,1,0,1,0,1,0,0
7388,Independent House/Villa,Hyderabad,1,5.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,3,5,6,8",77844.0,1503.0,1502.964809152,13000000.0,2.0,,,Manikonda,,,Luxury,1502.964809152,1,0,1,0,1,0,1,0,1,0,0
7389,Residential Apartment,Hyderabad,0,2.0,4,3,1,6.0,"6,21",27.0,1100.0,1099.964003776,29994.0,1.0,3,2,Manikonda,,,Semi-luxury,1099.964003776,0,0,0,0,1,0,0,1,0,0,0
7390,Residential Apartment,Hyderabad,0,2.0,1,3,1,5.0,21,31.0,1100.0,1099.964003776,35000.0,1.0,3,2,Manikonda,,,Budget,1099.964003776,0,0,0,0,0,0,0,1,0,0,0
7391,Residential Apartment,Hyderabad,0,3.0,4,4,6,15.0,"23,24,5,6,19,20,21",31.0,1798.0,1798.003593216,56250.0,1.0,13,3,Manikonda,,,Luxury,1797.996406784,0,0,0,0,1,0,0,1,0,0,0
7392,Residential Apartment,Hyderabad,0,3.0,4,4,6,15.0,"23,24,5,6,19,20,21",31.0,1798.0,1798.003593216,56002.0,1.0,14,3,Manikonda,,,Luxury,1797.996406784,0,0,0,0,1,0,0,1,0,0,0
7393,Residential Apartment,Hyderabad,0,3.0,4,4,1,15.0,"23,24,5,6,19,20,21",31.0,1798.0,1798.003593216,56100.0,1.0,7,3,Manikonda,,,Luxury,1797.996406784,0,0,0,0,1,0,0,1,0,0,0
7394,Residential Apartment,Hyderabad,0,3.0,4,4,6,15.0,"23,24,5,6,19,20,21",31.0,1798.0,1798.003593216,56000.0,1.0,8,3,Manikonda,,,Luxury,1797.996406784,0,0,0,0,1,0,0,1,0,0,0
7395,Independent House/Villa,Hyderabad,1,5.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",77844.0,1503.0,1502.964809152,13000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,0,0,1,0,1,0,1,0,0
7396,Independent House/Villa,Hyderabad,1,5.0,2,3,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,3,5,6,8",65868.0,1503.0,1502.964809152,11000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,1,0,1,0,1,0,1,0,0
7397,Independent House/Villa,Hyderabad,1,5.0,2,5,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,3,5,6,8",71856.0,1503.0,1502.964809152,12000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,1,0,1,0,1,0,1,0,0
7398,Independent House/Villa,Hyderabad,1,6.0,2,3,5,3.0,"44,23,45,12,24,46,25,47,26,19,3,5,6,8",83832.0,1503.0,1502.964809152,14000000.0,2.0,,,Manikonda,,,Luxury,1502.964809152,0,0,1,0,1,0,1,0,1,0,0
7399,Independent House/Villa,Hyderabad,1,6.0,2,3,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,5,6,8",75000.0,1800.0,1800.048736192,15000000.0,3.0,,,Manikonda,,,Luxury,1799.951263808,1,0,0,0,1,0,1,0,1,0,0
7400,Independent House/Villa,Hyderabad,1,6.0,2,3,5,3.0,"44,23,45,12,24,46,25,47,26,19,1,3,5,6,8,9",71856.0,1503.0,1502.964809152,12000000.0,3.0,,,Manikonda,,,Luxury,1502.964809152,1,0,1,0,1,1,1,0,1,0,0
7401,Independent House/Villa,Hyderabad,1,3.0,2,3,6,2.0,"23,1,3,47,26,28,29,19,30",89375.0,1440.0,1439.995933312,14300000.0,1.0,,,Manikonda,,,Luxury,1439.995933312,1,0,1,0,0,0,0,0,0,1,0
7402,Residential Apartment,Hyderabad,0,2.0,4,1,6,30.0,"23,24,5,17,6,19,20,21",28.0,1250.0,1250.012914752,35002.0,1.0,17,2,Manikonda,,,Luxury,1249.987085248,0,0,0,0,1,0,0,1,0,0,0
7403,Residential Apartment,Hyderabad,0,1.0,1,3,1,6.0,"23,24,17,19,21",38.0,650.0,650.032549056,25001.0,1.0,4,1,Manikonda,,,Luxury,649.967450944,0,0,0,0,0,0,0,1,0,0,0
7404,Residential Apartment,Hyderabad,0,3.0,4,3,1,6.0,"23,24,17,19,21",24.0,1550.0,1550.0030976,38500.0,2.0,5,3,Manikonda,,,Luxury,1549.9969024,0,0,0,0,0,0,0,1,0,0,0
7405,Residential Apartment,Hyderabad,0,2.0,4,3,1,5.0,"6,21",27.0,1100.0,1099.964003776,29997.0,1.0,4,2,Manikonda,,,Semi-luxury,1099.964003776,0,0,0,0,1,0,0,1,0,0,0
7406,Residential Apartment,Hyderabad,1,3.0,2,3,5,33.0,"44,23,45,12,24,46,47,17,19,5,6,20,31,21",4062.0,1600.0,1599.9476418559998,6500000.0,2.0,11,3,Manikonda,,,Luxury,1599.9476418559998,0,0,0,0,1,0,1,1,0,0,0
7407,Residential Apartment,Hyderabad,1,2.0,2,3,5,33.0,"44,23,45,12,24,46,47,17,19,5,6,20,31,21",4583.0,1200.0,1199.960731392,5500000.0,1.0,25,2,Manikonda,,,Luxury,1199.960731392,0,0,0,0,1,0,1,1,0,0,0
7408,Residential Apartment,Hyderabad,1,3.0,2,3,5,33.0,"44,23,45,12,24,46,47,17,19,5,6,20,31,21",4375.0,1600.0,1599.9476418559998,7000000.0,2.0,14,3,Manikonda,,,Luxury,1599.9476418559998,0,0,0,0,1,0,1,1,0,0,0
7409,Residential Apartment,Hyderabad,1,3.0,2,5,5,33.0,"44,23,45,12,24,46,47,17,19,5,6,20,31,21",4500.0,1600.0,1599.9476418559998,7200000.0,2.0,21,3,Manikonda,,,Luxury,1599.9476418559998,0,0,0,0,1,0,1,1,0,0,0
7410,Residential Apartment,Hyderabad,1,2.0,2,5,5,33.0,"44,23,45,12,24,46,47,17,19,5,6,20,31,21",4500.0,1200.0,1199.960731392,5400000.0,1.0,17,2,Manikonda,,,Luxury,1199.960731392,0,0,0,0,1,0,1,1,0,0,0
7411,Residential Apartment,Hyderabad,0,2.0,4,4,1,6.0,"23,24,17,19,21",24.0,1200.0,1199.960731392,29500.0,1.0,3,2,Manikonda,,,Luxury,1199.960731392,0,0,0,0,0,0,0,1,0,0,0
7412,Independent House/Villa,Hyderabad,1,4.0,2,4,6,3.0,"5,6",15653.0,4146.0,4146.043007872,64900000.0,1.0,,,Manikonda,,,Semi-luxury,4145.956992128,0,0,0,0,1,0,0,0,0,0,0
7413,Residential Apartment,Hyderabad,0,2.0,2,1,1,5.0,"6,21",18.0,1100.0,1099.964003776,20500.0,1.0,3,2,Manikonda,,,Semi-luxury,1099.964003776,0,0,0,0,1,0,0,1,0,0,0
7414,Residential Apartment,Hyderabad,1,2.0,2,3,6,12.0,"23,24,5,17,6,19,20,21",7942.0,1385.0,1384.992351168,11000000.0,1.0,6,2,Manikonda,,,Luxury,1384.992351168,0,0,0,0,1,0,0,1,0,0,0
7415,Residential Apartment,Hyderabad,0,3.0,4,3,1,5.0,F,30.0,1590.0,1590.044844288,48000.0,3.0,2,3,Manikonda,,,Budget,1589.955155712,0,0,0,0,0,0,0,0,0,0,0
7416,Residential Apartment,Hyderabad,0,3.0,4,3,1,5.0,F,30.0,1560.0,1560.013534272,47500.0,3.0,3,3,Manikonda,,,Budget,1559.986465728,0,0,0,0,0,0,0,0,0,0,0
7417,Residential Apartment,Hyderabad,0,3.0,4,3,1,5.0,F,31.0,1600.0,1599.9476418559998,50000.0,3.0,2,3,Manikonda,,,Budget,1599.9476418559998,0,0,0,0,0,0,0,0,0,0,0
7418,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2.0,"23,45,1,24,25,3,47,26,29,9,30",6500.0,2210.0,2210.046083328,14400000.0,1.0,,,Manikonda,,,Luxury,2209.953916672,1,0,1,0,0,1,0,0,1,1,0
7419,Residential Apartment,Hyderabad,0,2.0,4,3,1,5.0,"23,24,17,19,21",25.0,1300.0,1299.957459008,32999.0,1.0,2,2,Manikonda,,,Luxury,1299.957459008,0,0,0,0,0,0,0,1,0,0,0
7420,Residential Apartment,Hyderabad,0,3.0,4,1,6,5.0,21,20.0,1600.0,1599.9476418559998,33000.0,1.0,1,3,Manikonda,,,Budget,1599.9476418559998,0,0,0,0,0,0,0,1,0,0,0
7421,Residential Apartment,Hyderabad,0,2.0,4,1,1,5.0,21,21.0,1000.0,999.9672761600001,21000.0,1.0,2,2,Manikonda,,,Budget,999.9672761600001,0,0,0,0,0,0,0,1,0,0,0
7422,Residential Apartment,Hyderabad,0,2.0,4,1,1,5.0,21,22.0,1100.0,1099.964003776,24700.0,1.0,3,2,Manikonda,,,Budget,1099.964003776,0,0,0,0,0,0,0,1,0,0,0
7423,Residential Apartment,Hyderabad,0,2.0,4,3,6,5.0,21,21.0,1100.0,1099.964003776,23999.0,1.0,5,2,Manikonda,,,Budget,1099.964003776,0,0,0,0,0,0,0,1,0,0,0
7424,Residential Apartment,Hyderabad,1,2.0,2,4,5,27.0,"23,24,5,17,6,20,21",8960.0,1250.0,1250.012914752,11200000.000000002,1.0,6,2,Manikonda,,,Luxury,1249.987085248,0,0,0,0,1,0,0,1,0,0,0
