PROPERTY_TYPE,OWNTYPE,BEDROOM_NUM,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,BALCONY_NUM,FLOOR_NUM,BHK,LATITUDE,LONGITUDE,LUXURY,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,ATM,GYM,WASTE_DISPOSAL,GAS_PIPELINE,PRICE
2.0,1,4.0,1,2,40,12190.0,2625.0,4,8,4,28.402309427353,77.036047802092,1.0,1,0,1,1,1,1,1,32000000.0
2.0,1,4.0,0,5,42,32267.0,2750.0,3,10,4,28.404158,77.099979,1.0,1,0,1,1,1,0,1,52500000.0
1.0,1,4.0,0,6,4,99601.0,502.0,2,3,4,28.4754909,77.1032095,1.0,0,0,0,0,0,0,0,50000000.0
1.0,1,4.0,0,2,4,28125.0,1600.0,2,3,4,28.4754909,77.1032095,1.0,1,0,0,1,1,0,1,45000000.0
2.0,1,4.0,8,6,21,14237.0,2950.0,4,6,3,28.519268,77.027259,1.0,1,0,1,1,1,1,0,42000000.0
2.0,1,3.0,5,5,35,10963.0,1359.0,3,10,3,28.484795,76.999036,1.0,1,0,1,1,1,1,0,14900000.0
2.0,1,3.0,5,5,34,13477.0,1855.0,3,12,3,28.509518516781,76.988676053722,1.0,1,0,1,1,1,1,1,25000000.0
2.0,1,4.0,5,5,34,13235.0,2720.0,3,10,4,28.509518516781,76.988676053722,1.0,1,0,1,1,1,1,1,36000000.0
2.0,1,3.0,5,5,34,15984.0,2002.0,3,20,3,28.509518516781,76.988676053722,1.0,1,0,1,1,1,1,1,32000000.0
2.0,1,2.0,7,2,47,13500.0,1261.0,1,10,2,28.40845,77.06856,1.0,1,0,1,0,1,0,0,17000000.0
2.0,1,2.0,5,2,15,8088.0,1360.0,3,15,3,28.390872,76.95272,1.0,1,1,1,1,1,0,1,11000000.0
2.0,1,3.0,5,2,15,6546.0,2215.0,3,10,3,28.364233,76.981995,1.0,0,0,0,0,0,0,0,14500000.0
2.0,1,3.0,8,2,19,6772.0,2215.0,2,7,3,28.364233,76.981995,1.0,1,0,1,0,1,1,0,15000000.0
2.0,1,2.0,8,1,12,10000.0,1250.0,1,12,2,28.396792,77.08393,1.0,1,0,1,1,1,0,0,12500000.0
2.0,1,2.0,5,5,47,13500.0,1261.0,2,21,2,28.40845,77.06856,1.0,1,0,1,0,1,0,1,17000000.0
2.0,1,3.0,5,2,19,15373.0,1366.0,2,12,3,28.449635,77.095411,1.0,1,0,1,1,1,1,0,21000000.0
2.0,1,4.0,5,1,3,7083.0,3600.0,2,3,4,28.407289,77.069686,1.0,1,0,1,1,1,0,0,24500000.0
2.0,1,3.0,5,1,15,7442.0,1814.0,3,14,3,28.454369,76.976104,1.0,1,0,1,1,1,0,0,13500000.0
2.0,1,3.0,8,6,25,6387.0,1957.0,3,11,3,28.422015,76.943177,1.0,1,1,1,1,1,0,1,12500000.0
2.0,1,3.0,5,5,24,6483.0,1820.0,3,15,3,28.453012,76.986042,1.0,1,0,1,0,1,0,0,11800000.0
2.0,1,3.0,5,5,22,6424.0,1790.0,3,10,3,28.453012,76.986042,1.0,1,0,1,0,1,0,0,11500000.0
0.0,1,6.0,1,2,2,9333.0,9000.0,3,2,7,28.39435,77.029824,1.0,0,0,1,0,0,0,1,70000000.0
2.0,1,3.0,1,1,18,8461.0,1950.0,3,12,3,28.393486,77.018605,1.0,1,0,1,0,1,0,1,16500000.0
2.0,1,3.0,3,5,26,10000.0,1704.0,4,6,3,28.393622,77.035359,1.0,1,1,1,0,1,0,1,17000000.0
1.0,1,3.0,3,6,4,87649.0,2259.0,4,3,3,28.424305,77.061575,1.0,1,0,1,0,1,1,0,22000000.0
2.0,1,3.0,3,3,8,8333.0,2250.0,3,5,3,28.4256506,77.099613,1.0,0,0,0,0,0,0,0,15000000.0
2.0,1,3.0,1,5,26,11000.0,1704.0,4,22,3,28.393622,77.035359,1.0,1,1,1,0,1,0,1,18700000.0
2.0,1,3.0,1,1,6,16424.0,1650.0,3,2,3,28.399273,77.070425,1.0,1,0,1,1,1,1,1,27100000.0
2.0,1,3.0,0,2,14,5109.0,1370.0,3,7,3,28.416575,76.92034,1.0,1,1,1,1,1,1,0,7000000.0
2.0,1,1.0,0,2,16,5000.0,1100.0,2,5,1,28.407789,76.915274,1.0,1,0,1,1,1,1,0,5500000.0
2.0,1,2.0,0,2,16,4272.0,1498.0,2,14,2,28.407789,76.915274,1.0,1,1,1,1,1,1,0,6400000.0
2.0,1,1.0,0,2,16,4090.0,1100.0,1,13,1,28.407789,76.915274,1.0,1,1,1,1,1,1,0,4500000.0
2.0,1,1.0,0,2,16,12857.0,350.0,1,13,1,28.407789,76.915274,1.0,1,0,1,1,1,1,0,4500000.0
2.0,1,2.0,5,6,19,10930.0,1418.0,4,9,2,28.41461,77.06013,1.0,1,1,1,1,1,1,1,15500000.0
2.0,1,4.0,3,1,12,10833.0,2400.0,4,6,4,28.395755,77.032352,1.0,1,1,0,0,1,0,1,26000000.0
2.0,1,3.0,3,1,16,9011.0,1720.0,4,9,3,28.395494,76.9756004,1.0,1,0,1,0,1,0,1,15500000.0
2.0,1,3.0,3,6,35,12595.0,1999.0,4,9,3,28.3883395,77.0417097,1.0,1,0,1,1,1,0,1,16500000.0
2.0,1,3.0,3,6,34,11111.0,1665.0,4,7,3,28.383436,77.01684,1.0,1,0,1,0,1,0,1,18500000.0
2.0,1,2.0,5,2,8,7916.0,1200.0,2,8,2,28.4256506,77.099613,1.0,0,0,0,0,0,0,0,9500000.0
2.0,1,3.0,3,1,16,8947.0,1900.0,3,7,3,28.39661,76.97283,1.0,0,0,0,0,0,0,0,17000000.0
2.0,1,3.0,3,1,18,8461.0,1950.0,3,9,3,28.393486,77.018605,1.0,1,1,1,0,1,0,1,16500000.0
2.0,1,3.0,6,1,15,4638.0,1509.0,3,4,3,28.413458,76.912963,1.0,1,0,0,0,1,1,0,7000000.0
2.0,1,2.0,6,1,15,10961.0,1360.0,4,11,2,28.390872,76.95272,1.0,1,0,1,1,1,1,1,9800000.0
1.0,1,4.0,7,6,4,13478.0,2300.0,4,1,4,28.425675,77.043508,1.0,1,0,1,1,1,1,0,31000000.0
2.0,1,4.0,3,2,25,5828.0,4890.0,4,25,4,28.39379,76.96299,1.0,1,1,1,1,1,1,0,28500000.0
2.0,1,3.0,1,5,26,9683.0,1704.0,4,22,3,28.393622,77.035359,1.0,1,0,1,0,1,0,0,16500000.0
2.0,1,3.0,1,5,26,9500.0,1704.0,4,23,3,28.393622,77.035359,1.0,1,1,1,0,1,0,1,16200000.000000002
2.0,1,2.0,5,1,13,4585.0,820.0,2,12,2,28.2609492,77.0837308,1.0,0,0,0,0,0,0,0,2600000.0
2.0,1,2.0,1,5,22,8028.0,1557.0,2,4,2,28.279509,77.06703,1.0,1,1,1,1,1,1,1,12500000.0
2.0,1,2.0,0,2,16,4005.0,1498.0,2,12,2,28.407789,76.915274,1.0,1,1,1,1,1,1,0,6000000.0
2.0,1,3.0,0,1,18,5421.0,1660.0,3,16,3,28.3699015,76.9622501,1.0,1,1,1,1,1,1,0,9000000.0
2.0,1,3.0,0,6,24,9876.0,2025.0,3,5,3,28.3855771,76.9759917,1.0,1,1,1,1,1,1,1,20000000.0
2.0,1,2.0,0,1,21,6832.0,1610.0,2,16,2,28.408225,76.962987,1.0,1,1,1,1,1,1,0,11000000.0
2.0,1,3.0,0,1,21,6777.0,1918.0,3,12,3,28.408225,76.962987,1.0,1,1,1,1,1,1,0,13000000.0
2.0,1,3.0,1,5,26,9200.0,1704.0,4,14,3,28.393622,77.035359,1.0,1,1,1,0,1,0,1,15700000.0
2.0,1,3.0,6,5,37,25000.0,2892.0,3,25,3,28.4350568,77.1013666,1.0,1,0,1,0,1,0,1,72300000.0
2.0,1,5.0,3,3,13,20930.0,4300.0,4,6,5,28.458224,77.099668,1.0,1,1,1,1,1,1,1,90000000.0
2.0,1,3.0,1,1,29,9473.0,2660.0,4,10,3,28.39181,76.949669,1.0,1,1,1,1,1,0,1,25200000.0
2.0,1,2.0,3,2,39,14652.0,1365.0,2,7,2,28.39988,77.09654,1.0,1,1,1,0,1,1,1,20000000.0
2.0,1,3.0,6,1,20,6923.0,1690.0,4,7,3,28.39379,76.96299,1.0,1,0,1,0,1,0,0,11700000.0
2.0,1,4.0,8,1,25,5601.0,2535.0,4,4,4,28.39379,76.96299,1.0,1,0,1,0,1,0,1,16200000.000000002
2.0,1,2.0,8,1,13,9504.0,515.0,1,10,2,28.396846,76.948609,1.0,0,0,0,1,0,1,0,4900000.0
2.0,1,2.0,6,1,11,5619.0,1050.0,2,9,2,28.399212,76.96192,1.0,1,0,1,0,1,1,1,5900000.0
2.0,1,3.0,4,6,20,6734.0,1960.0,4,12,3,28.39379,76.96299,1.0,1,0,1,0,1,0,0,13200000.0
2.0,1,3.0,3,5,40,16800.0,2250.0,3,15,3,28.404158,77.099979,1.0,1,0,1,0,1,1,1,37800000.0
2.0,1,3.0,5,5,42,12663.0,2290.0,2,18,3,28.393974,76.99555,1.0,1,0,1,0,1,1,1,29000000.0
2.0,1,3.0,3,1,25,7142.0,1960.0,3,15,3,28.39379,76.96299,1.0,1,1,1,1,1,1,1,14000000.0
2.0,1,3.0,3,1,25,7040.0,1960.0,3,15,3,28.39379,76.96299,1.0,1,1,1,1,1,1,1,13799999.999999998
2.0,1,5.0,5,6,27,25000.0,4337.0,4,10,5,28.41201,77.09085,1.0,1,0,1,1,1,1,1,75000000.0
2.0,1,3.0,3,1,18,5599.0,2143.0,3,12,3,28.413458,76.912963,1.0,0,0,0,0,0,1,1,12000000.0
2.0,1,2.0,3,5,24,8086.0,1385.0,4,10,2,28.288781720029,77.067725439623,1.0,1,0,1,1,1,1,1,11200000.000000002
2.0,1,3.0,5,1,13,7787.0,1862.0,4,6,3,28.405628,76.926043,1.0,1,0,1,1,1,1,0,14500000.0
2.0,1,2.0,5,1,15,11000.0,1224.0,2,11,2,28.385415,77.04925,1.0,1,0,1,1,1,0,1,11000000.0
2.0,1,3.0,5,1,29,10000.0,1950.0,3,19,3,28.37462,77.04381,1.0,1,1,1,0,1,1,1,19500000.0
2.0,1,2.0,0,1,32,12597.0,1508.0,2,11,2,28.40356,77.085012,1.0,1,0,1,0,1,0,1,25000000.0
2.0,1,3.0,3,1,51,13687.0,2411.0,4,22,4,28.391640123846,77.065127854166,1.0,1,1,1,1,1,1,0,33000000.0
1.0,1,3.0,3,5,4,9160.0,1430.0,2,2,3,28.4339616,77.1370117,1.0,1,0,1,0,1,1,1,13100000.0
1.0,1,3.0,3,5,4,9895.0,1430.0,2,1,3,28.4339616,77.1370117,1.0,0,0,1,1,1,1,0,14100000.0
2.0,1,3.0,1,1,40,13729.0,2185.0,4,18,3,28.402309427353,77.036047802092,1.0,1,1,1,0,1,0,1,30000000.0
1.0,1,3.0,3,6,4,98039.0,1836.0,2,3,3,28.4234414,77.0765927,1.0,0,0,0,1,0,1,0,17800000.0
2.0,1,3.0,3,1,12,16136.0,2045.0,4,6,3,28.400332,77.097455,1.0,0,0,0,0,0,0,0,33000000.0
2.0,1,3.0,3,1,14,16079.0,3887.0,3,6,3,28.4056704,77.070837,1.0,0,0,0,0,0,0,0,62500000.0
2.0,1,3.0,3,1,40,16938.0,3129.0,2,5,3,28.4056704,77.070837,1.0,0,0,0,0,0,0,0,53000000.0
2.0,1,3.0,3,1,17,15909.0,2200.0,3,5,3,28.3982709,77.053568,1.0,0,0,0,0,0,0,0,35000000.0
1.0,1,3.0,5,2,3,75000.0,2700.0,2,0,3,28.4234414,77.0765927,1.0,0,0,0,1,0,0,0,22500000.0
2.0,1,4.0,3,3,14,14035.0,2195.0,3,12,4,28.416629,77.038982,1.0,1,0,1,1,1,0,1,28000000.0
1.0,1,3.0,3,6,4,8741.0,1430.0,2,3,3,28.4339616,77.1370117,1.0,1,0,1,0,1,1,1,13700000.000000002
1.0,1,3.0,5,6,4,10204.0,1960.0,4,2,3,28.4532404,77.0881034,1.0,1,0,1,1,1,1,0,20000000.0
1.0,1,4.0,4,1,4,99601.0,4518.0,2,4,4,28.4439933,77.06652,1.0,0,0,0,0,0,0,0,50000000.0
1.0,1,4.0,3,1,4,89641.0,4518.0,2,4,4,28.42606,77.099483,1.0,0,0,0,1,1,0,0,45000000.0
1.0,1,4.0,3,1,4,88424.0,2799.0,2,3,3,28.409324,77.045716,1.0,0,0,0,0,1,0,0,27500000.0
2.0,1,3.0,5,1,16,12127.0,2350.0,3,4,3,28.422235,77.033496,1.0,1,0,0,0,1,0,0,28500000.0
1.0,1,3.0,5,6,4,11153.0,1300.0,2,1,3,28.4621304,77.0017465,1.0,0,0,0,0,0,0,0,14500000.0
1.0,1,4.0,6,5,4,10277.0,1800.0,2,3,4,28.4741603,77.0075055,1.0,0,0,0,0,0,1,0,18500000.0
2.0,1,4.0,4,1,40,20588.0,2625.0,4,8,4,28.402309427353,77.036047802092,1.0,1,0,1,1,1,0,1,35000000.0
2.0,1,3.0,3,5,4,20661.0,1331.0,4,4,3,28.3990776,77.1020169,1.0,1,0,1,1,1,1,1,27500000.0
2.0,1,3.0,2,1,21,20937.0,2358.0,3,15,3,28.389679,77.059355,1.0,1,0,1,1,1,0,0,33500000.0
2.0,1,3.0,3,6,4,20000.0,2500.0,3,4,3,28.411794,77.06903,1.0,1,0,1,1,1,0,0,34000000.0
2.0,1,3.0,2,1,21,20245.0,2427.0,3,14,3,28.389679,77.059355,1.0,1,0,1,1,1,0,0,33000000.0
2.0,1,3.0,3,5,4,19825.0,1261.0,4,3,3,28.3990776,77.1020169,1.0,1,0,1,1,1,0,1,25000000.0
2.0,1,3.0,7,3,30,25843.0,2283.0,4,14,3,28.4482,77.111817,1.0,1,0,1,1,1,1,1,59000000.0
2.0,1,3.0,5,3,30,25718.0,1983.0,3,6,3,28.4482,77.111817,1.0,1,0,0,0,1,1,1,51000000.0
2.0,1,3.0,7,3,30,26191.0,2329.0,3,14,3,28.4433318,77.1074915,1.0,1,0,1,1,1,1,1,61000000.0
2.0,1,3.0,4,2,8,3585.0,2050.0,2,3,3,28.369272,76.945649,1.0,0,1,0,1,0,1,1,73500000.0
2.0,1,3.0,5,5,19,7441.0,749.0,2,11,3,28.411939299611,76.943580409451,1.0,0,0,0,1,1,1,0,4800000.0
2.0,1,4.0,5,3,20,13734.0,1711.0,2,8,4,28.491169,77.091415,1.0,1,1,1,1,1,1,0,23500000.0
1.0,1,3.0,6,3,3,6666.0,1500.0,4,0,3,28.5129305,77.037736,1.0,0,0,0,0,0,0,0,10000000.0
2.0,1,2.0,1,6,30,11235.0,1424.0,4,7,2,28.4164,77.01262,1.0,1,1,1,1,1,1,1,16000000.0
2.0,1,3.0,5,2,36,29629.0,2700.0,3,0,3,28.444951,77.111544,1.0,1,1,1,1,1,1,1,80000000.0
2.0,1,4.0,3,1,24,10162.0,3198.0,4,12,4,28.481127,76.973756,1.0,1,0,1,1,1,1,0,32500000.0
2.0,1,4.0,0,2,30,22189.0,2704.0,3,21,3,28.443185,77.108897,1.0,1,1,1,1,1,0,1,60000000.0
2.0,1,3.0,1,1,30,30808.0,3116.0,3,20,3,28.444951,77.111544,1.0,1,0,1,1,1,1,1,96000000.0
2.0,1,4.0,0,1,43,12678.0,5600.0,3,25,4,28.437178,77.133522,1.0,1,1,1,1,1,1,1,71000000.0
2.0,1,3.0,3,2,23,8558.0,1811.0,2,6,3,28.455542686641,76.9733897433,1.0,1,1,1,1,1,0,0,15500000.0
2.0,1,3.0,0,2,19,5670.0,1940.0,4,6,3,28.488289,76.985599,1.0,1,0,1,0,1,0,0,11000000.0
2.0,1,2.0,1,6,30,11095.0,1424.0,4,6,2,28.4164,77.01262,1.0,1,1,1,1,1,1,1,15800000.0
2.0,1,3.0,1,6,30,12054.0,2074.0,4,16,3,28.4164,77.01262,1.0,1,1,1,1,1,1,1,25000000.0
2.0,1,2.0,1,6,30,10884.0,1424.0,4,7,2,28.4164,77.01262,1.0,1,1,1,1,1,1,1,15500000.0
2.0,1,2.0,0,2,18,11785.0,1697.0,3,5,2,28.424228,77.069818,1.0,1,0,1,0,1,0,0,20000000.0
2.0,1,4.0,5,3,20,14062.0,1600.0,3,17,4,28.491169,77.091415,1.0,1,1,1,1,1,1,0,22500000.0
1.0,1,4.0,5,6,4,12083.0,2400.0,2,4,4,28.409324,77.045716,1.0,0,0,0,0,0,1,1,29000000.0
1.0,1,4.0,5,6,4,13461.0,2600.0,2,4,4,28.417831,77.052274,1.0,0,0,0,0,0,1,1,35000000.0
1.0,1,3.0,5,1,2,5681.0,1760.0,2,1,3,28.394232,76.959186,1.0,0,0,0,1,1,1,1,10000000.0
2.0,1,3.0,1,6,30,12005.0,2074.0,4,14,3,28.4164,77.01262,1.0,1,1,1,1,1,1,1,24900000.000000004
2.0,1,2.0,1,6,30,10393.0,1424.0,3,2,2,28.4164,77.01262,1.0,1,0,1,1,1,1,1,14800000.0
2.0,1,3.0,6,1,22,4624.0,1838.0,3,5,3,28.51417,76.983935,1.0,0,0,0,0,0,0,0,8500000.0
2.0,1,2.0,7,1,8,7148.0,1385.0,4,7,2,28.499693,76.999962,1.0,1,0,1,1,1,1,1,9900000.0
2.0,1,3.0,3,1,32,12352.0,1700.0,3,10,3,28.41474,77.09192,1.0,1,0,1,1,1,1,1,21000000.0
2.0,1,4.0,3,1,34,21300.0,3498.0,4,16,4,28.412644,77.088217,1.0,1,1,1,0,1,0,1,74500000.0
2.0,1,3.0,3,1,40,2511.0,2979.0,4,18,3,28.401137,77.064929,1.0,1,0,1,1,1,0,1,56500000.0
2.0,1,3.0,3,1,40,18180.0,3112.0,4,9,3,28.401137,77.064929,1.0,1,1,1,1,1,0,1,56600000.0
2.0,1,4.0,3,1,12,14688.0,2410.0,4,7,4,28.4014659,77.0531172,1.0,1,1,1,1,1,1,1,35400000.0
2.0,1,3.0,3,1,21,14541.0,2400.0,3,15,3,28.389679,77.059355,1.0,1,1,1,1,1,0,1,34900000.0
2.0,1,3.0,3,1,21,19600.0,2356.0,3,8,3,28.389679,77.059355,1.0,1,0,1,1,1,1,1,34300000.0
2.0,1,3.0,3,2,18,12903.0,2480.0,3,6,3,28.414817,77.065124,1.0,1,1,1,1,1,1,1,32000000.0
2.0,1,4.0,3,1,40,13872.0,2905.0,4,22,4,28.402309427353,77.036047802092,1.0,1,1,1,0,1,1,1,40300000.0
2.0,1,4.0,3,1,40,20377.0,3355.0,4,12,4,28.402309427353,77.036047802092,1.0,1,0,1,0,1,1,1,54000000.0
2.0,1,4.0,3,1,40,13941.0,2905.0,4,16,4,28.402309427353,77.036047802092,1.0,1,1,1,0,1,1,1,40500000.0
2.0,1,3.0,5,2,11,8267.0,1137.0,2,8,3,28.3954992,77.024781,1.0,1,0,1,1,1,1,1,9400000.0
2.0,1,2.0,1,1,17,17899.0,1676.0,3,6,2,28.4153994,77.037736,1.0,0,0,0,0,0,0,0,30000000.0
2.0,1,4.0,5,2,4,15714.0,2100.0,3,4,4,28.3982709,77.053568,1.0,1,0,1,0,1,1,1,33000000.0
2.0,1,4.0,5,2,4,18888.0,2100.0,3,4,4,28.3982709,77.053568,1.0,1,0,1,0,1,1,1,34000000.0
2.0,1,4.0,5,2,17,20625.0,4200.0,3,17,4,28.3982709,77.053568,1.0,1,0,1,0,1,1,1,66000000.0
2.0,1,3.0,0,1,24,14400.0,2575.0,3,17,3,28.53268,77.018094,1.0,0,0,0,0,0,0,0,36000000.0
2.0,1,3.0,2,1,6,13757.0,1650.0,3,2,3,28.3976552,77.0679385,1.0,1,1,1,1,1,1,1,22700000.0
1.0,1,4.0,4,5,4,99678.0,2799.0,2,4,4,28.4107213,77.0465652,1.0,0,0,0,0,0,0,0,31000000.0
1.0,1,5.0,5,6,4,77617.0,4986.0,2,2,5,28.422656,77.045656,1.0,0,0,1,0,0,0,0,43000000.0
2.0,1,2.0,5,2,18,17222.0,1187.0,2,8,2,28.3982709,77.053568,1.0,1,0,1,0,1,1,1,15500000.0
2.0,1,3.0,3,1,4,14242.0,1650.0,4,1,3,28.399273,77.070425,1.0,1,1,1,0,1,0,1,23500000.0
2.0,1,3.0,5,6,13,7619.0,1575.0,3,3,3,28.3801295,76.9844677,1.0,0,0,0,0,0,0,0,12000000.0
2.0,1,3.0,3,2,14,12243.0,1805.0,3,3,3,28.4091958,77.0478112,1.0,1,0,1,1,1,1,1,22100000.0
2.0,1,3.0,3,1,24,7954.0,1760.0,4,18,3,28.499693,76.999962,1.0,1,0,1,1,1,1,1,14000000.0
2.0,1,3.0,7,3,5,7647.0,1700.0,4,0,3,28.4256506,77.099613,1.0,0,0,0,1,0,0,0,13000000.0
2.0,1,4.0,0,2,20,19540.0,2610.0,3,8,4,28.448805,77.093635,1.0,1,1,1,0,1,0,0,51000000.0
2.0,1,2.0,5,6,12,9000.0,500.0,1,10,2,28.40101,76.978518,1.0,0,0,0,1,0,1,1,4500000.0
2.0,1,4.0,5,2,29,10595.0,4200.0,3,22,4,28.39181,76.949669,1.0,1,1,1,1,1,0,1,44500000.0
2.0,1,4.0,3,2,29,9942.0,3470.0,4,16,4,28.39181,76.949669,1.0,1,1,1,1,1,0,1,34500000.0
2.0,1,4.0,4,2,29,10204.0,3185.0,2,8,4,28.39181,76.949669,1.0,1,1,1,1,1,0,1,32500000.0
2.0,1,3.0,3,1,29,11854.0,2092.0,4,25,3,28.3889069,76.9513279,1.0,1,0,1,1,1,0,1,25000000.0
2.0,1,4.0,6,1,29,12708.0,2872.0,3,16,4,28.3889069,76.9513279,1.0,1,1,1,1,1,0,0,36500000.0
2.0,1,3.0,5,2,29,9210.0,2660.0,4,15,3,28.39181,76.949669,1.0,1,1,1,1,1,0,1,24500000.0
2.0,1,4.0,6,2,29,9798.0,3470.0,4,6,4,28.39181,76.949669,1.0,1,1,1,1,1,0,1,34000000.0
2.0,1,4.0,3,2,29,10476.0,4200.0,4,21,4,28.39181,76.949669,1.0,1,1,1,1,1,0,1,44000000.0
2.0,1,4.0,5,2,29,10047.0,3185.0,2,12,4,28.39181,76.949669,1.0,1,1,1,1,1,0,1,32000000.0
2.0,1,3.0,6,2,29,9398.0,2660.0,3,8,3,28.39181,76.949669,1.0,1,1,1,1,1,0,1,25000000.0
2.0,1,4.0,5,1,29,12534.0,2872.0,3,10,4,28.3889069,76.9513279,1.0,1,1,1,1,1,0,0,36000000.0
2.0,1,3.0,5,1,29,12142.0,2100.0,4,10,3,28.3889069,76.9513279,1.0,1,1,1,1,1,0,1,25500000.0
2.0,1,4.0,4,6,19,9090.0,2475.0,4,8,4,28.407854,76.9153281,1.0,1,0,1,1,1,1,1,22500000.0
2.0,1,4.0,5,1,23,7681.0,2213.0,4,9,4,28.455542686641,76.9733897433,1.0,1,0,1,1,1,1,1,17000000.0
1.0,1,3.0,3,3,2,8529.0,1700.0,3,1,3,28.4091958,77.0478112,1.0,0,0,0,0,0,1,1,14500000.0
1.0,1,3.0,2,1,2,8266.0,1500.0,2,2,3,28.4160426,77.0593246,1.0,0,0,0,0,0,0,1,12400000.0
2.0,1,3.0,5,6,24,9923.0,1965.0,3,5,3,28.417025,76.909653,1.0,1,0,1,1,1,1,1,19500000.0
2.0,1,3.0,3,5,4,24929.0,1765.0,2,2,3,28.3990776,77.1020169,1.0,1,1,1,1,1,1,1,44000000.0
2.0,1,4.0,5,5,34,15000.0,4000.0,4,23,4,28.393964,76.995553,1.0,0,0,0,0,0,0,1,60000000.0
1.0,1,3.0,1,6,2,9028.0,1750.0,2,1,3,28.4091958,77.0478112,1.0,0,0,0,0,0,1,0,15800000.0
1.0,1,3.0,4,3,2,9375.0,1600.0,3,1,3,28.4266134,77.0545575,1.0,0,0,0,0,0,0,0,15000000.0
2.0,1,4.0,5,3,20,27117.0,2397.0,3,8,4,28.449441,77.096815,1.0,1,1,1,1,1,1,1,65000000.0
2.0,1,4.0,5,3,15,16335.0,3520.0,3,7,4,28.503241,77.098734,1.0,1,1,1,1,1,1,1,57500000.0
1.0,1,4.0,1,5,4,80000.0,4500.0,2,2,4,28.412173,77.0361,1.0,1,0,1,1,1,1,1,40000000.0
1.0,1,2.0,1,3,2,5277.0,1800.0,2,1,2,28.409324,77.045716,1.0,0,0,0,1,0,1,0,9500000.0
2.0,4,3.0,5,6,30,12636.0,2018.0,3,12,3,28.4126227,77.0089452,1.0,1,0,1,1,1,1,1,25500000.0
2.0,1,3.0,0,1,51,14102.0,2411.0,3,24,3,28.391640123846,77.065127854166,1.0,1,1,1,0,1,0,0,34000000.0
2.0,1,3.0,5,6,25,18049.0,1579.0,2,5,3,28.532594,77.020297,1.0,1,0,1,1,1,1,1,28500000.0
2.0,1,3.0,5,6,23,7730.0,1811.0,3,8,3,28.455542686641,76.9733897433,1.0,1,0,1,1,1,1,1,14000000.0
2.0,1,4.0,3,5,29,13500.0,2636.0,4,10,4,28.530129,77.026134,1.0,0,0,0,0,0,0,0,35600000.0
1.0,1,3.0,5,3,2,8333.0,1500.0,3,2,3,28.4160426,77.0593246,1.0,0,0,0,0,0,1,0,12500000.0
1.0,1,3.0,3,3,2,8866.0,1500.0,2,1,3,28.4160426,77.0593246,1.0,0,0,0,0,0,1,0,13300000.0
1.0,1,3.0,5,3,2,7500.0,1600.0,2,2,3,28.4091958,77.0478112,1.0,0,0,0,0,0,0,0,12000000.0
1.0,1,2.0,5,2,3,7500.0,1200.0,3,2,2,28.4091958,77.0478112,1.0,0,0,0,0,0,1,1,9000000.0
1.0,1,3.0,4,3,2,8750.0,1600.0,2,2,3,28.4160426,77.0593246,1.0,0,0,0,0,0,1,1,14000000.0
1.0,1,3.0,3,3,2,7333.0,1500.0,2,2,3,28.4112804,77.0492841,1.0,0,0,0,0,0,0,1,11000000.0
1.0,1,3.0,2,3,3,10666.0,1500.0,2,1,3,28.4107213,77.0465652,1.0,0,0,0,0,0,1,1,16000000.0
1.0,4,3.0,7,1,3,12727.0,1650.0,2,2,3,28.4160426,77.0593246,1.0,0,0,0,0,0,1,0,21000000.0
2.0,1,3.0,5,2,25,6377.0,1960.0,4,14,3,28.3935416,76.9599852,1.0,1,0,1,1,1,1,0,12500000.0
2.0,1,3.0,5,5,33,8250.0,1850.0,3,5,3,28.399611581537,76.975736174694,1.0,1,0,1,1,1,1,1,15300000.0
1.0,1,3.0,5,5,4,8741.0,1430.0,2,4,5,28.4170586,76.9524174,1.0,1,0,1,1,1,1,1,12500000.0
1.0,1,3.0,5,5,4,15030.0,1630.0,3,1,3,28.4090849,77.1014979,1.0,1,0,1,1,1,1,1,24500000.0
2.0,1,3.0,5,5,5,8222.0,2250.0,3,2,3,28.444091,76.967096,1.0,1,0,1,1,1,1,1,18500000.0
2.0,1,3.0,5,5,30,8250.0,1450.0,3,14,3,28.399611581537,76.975736174694,1.0,1,0,1,1,1,1,1,12000000.0
2.0,1,3.0,5,5,29,13462.0,2050.0,3,22,3,28.5234609,77.0269545,1.0,1,0,1,1,1,1,1,27600000.0
2.0,1,3.0,4,1,20,9209.0,2150.0,4,10,3,28.356562,76.973291,1.0,1,0,1,1,1,0,0,22000000.0
1.0,1,4.0,5,1,2,11764.0,1700.0,2,0,3,28.393967,76.959507,1.0,0,0,0,1,0,0,1,20000000.0
2.0,1,4.0,0,2,19,6265.0,1995.0,3,11,4,28.409208,76.925732,1.0,1,1,1,1,1,0,0,12500000.0
2.0,1,4.0,0,3,16,3317.0,3100.0,3,8,4,28.407789,76.915274,1.0,1,0,1,1,1,0,0,7200000.0
2.0,1,4.0,0,3,23,5614.0,1870.0,3,10,4,28.414055,76.914303,1.0,0,1,1,0,1,0,0,10500000.0
1.0,1,3.0,1,1,3,10599.0,1550.0,4,3,3,28.446282,76.954775,1.0,1,0,1,1,1,1,1,11500000.0
