PROPERTY_TYPE,OWNTYPE,BEDROOM_NUM,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,BALCONY_NUM,FLOOR_NUM,BHK,LATITUDE,LONGITUDE,LUXURY,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,ATM,GYM,WASTE_DISPOSAL,GAS_PIPELINE,PRICE
2.0,1,2.0,3,1,31,11035.0,1314.0,1,9,2,17.390257,78.57213,1.0,0,0,0,0,0,0,0,14500000.0
2.0,0,3.0,4,1,36,69.0,2680.0,1,15,3,17.390257,78.57213,1.0,0,0,0,0,0,0,0,18500000.0
2.0,0,2.0,5,1,30,40.0,1315.0,1,11,2,17.390257,78.57213,1.0,0,0,0,0,0,0,0,53000.0
2.0,1,2.0,3,6,35,14833.0,1492.0,1,2,2,17.385392,78.33106,1.0,1,0,1,1,1,1,1,15100000.0
2.0,0,4.0,3,1,35,55.0,2713.0,3,8,4,17.397753,78.3397,1.0,1,0,1,1,1,1,1,100000.0
2.0,1,2.0,3,5,13,5785.0,1210.0,1,6,2,17.71607,78.52229,1.0,1,0,1,1,1,1,1,7000000.0
2.0,1,2.0,3,5,13,5785.0,1210.0,1,6,2,17.406421,78.616398,1.0,1,0,1,1,1,1,1,7000000.0
2.0,1,3.0,3,5,42,6253.0,1839.0,1,9,3,17.5514,78.38552,1.0,1,0,1,1,1,1,1,11500000.0
2.0,1,2.0,3,5,42,6301.0,1333.0,1,6,2,17.4664197,78.285342,1.0,1,0,1,1,1,1,1,8400000.0
2.0,1,3.0,3,5,42,6253.0,1839.0,1,6,3,17.620662,77.953509,1.0,1,0,1,1,1,1,1,11500000.0
2.0,1,3.0,3,5,42,6226.0,1333.0,1,12,3,17.284328,78.471841,1.0,1,0,1,1,1,0,1,8300000.0
2.0,1,3.0,3,5,42,6295.0,1509.0,1,10,3,17.6197,78.082693,1.0,1,0,1,1,1,1,1,9500000.0
2.0,1,2.0,3,5,42,6226.0,1333.0,1,11,2,17.4664197,78.285342,1.0,1,0,1,1,1,1,1,8300000.0
2.0,0,2.0,3,1,31,34.0,1314.0,1,12,2,17.308659,78.58336,1.0,0,0,0,0,0,0,0,45000.0
2.0,0,2.0,3,1,13,33.0,1384.0,1,10,2,17.308659,78.58336,1.0,0,0,0,0,0,0,0,47001.0
2.0,0,2.0,4,1,35,73.0,1492.0,1,10,2,17.308659,78.58336,1.0,0,0,0,0,0,0,0,75000.0
2.0,1,2.0,4,5,5,6881.0,1148.0,2,2,2,17.309927,78.58325,1.0,0,0,0,0,0,0,0,7900000.0
2.0,0,3.0,3,1,30,36.0,1662.0,1,7,3,17.4531809,78.3022895,1.0,0,0,0,0,0,0,0,60000.0
0.0,1,5.0,3,1,3,93272.0,1485.0,3,3,5,17.38504,78.48667,1.0,1,0,1,1,1,1,0,15400000.0
2.0,0,3.0,4,1,30,43.0,2075.0,1,6,3,17.6197,78.082693,1.0,0,0,0,0,0,0,0,91000.0
2.0,1,2.0,3,6,5,7500.0,960.0,1,4,2,17.449425,78.39682,0.0,0,0,0,0,0,0,0,7200000.0
2.0,1,3.0,3,1,5,5226.0,1435.0,2,3,3,17.516217,78.44972,1.0,0,0,0,0,0,0,0,7500000.0
2.0,1,2.0,1,3,5,5000.0,800.0,1,2,2,17.5468498,78.3650231,1.0,0,0,0,0,0,0,0,4000000.0
2.0,0,4.0,5,2,30,29.0,3400.0,2,28,4,17.38504,78.48667,1.0,0,0,0,0,0,0,0,100000.0
2.0,3,3.0,3,5,42,4901.0,1836.0,1,8,3,17.349758,78.360196,1.0,1,0,0,0,1,1,0,9000000.0
2.0,1,3.0,3,5,42,6301.0,1333.0,1,9,3,17.38504,78.48667,1.0,1,0,1,1,1,1,1,8400000.0
2.0,1,3.0,3,5,42,6263.0,1836.0,1,10,3,17.20869,78.47603,1.0,1,0,1,1,1,1,1,11500000.0
2.0,1,3.0,3,5,42,6163.0,1509.0,1,8,3,17.16954,78.47093,1.0,1,0,1,1,1,1,1,9300000.0
2.0,1,3.0,3,5,42,6263.0,1836.0,1,10,3,17.401138,78.455748,1.0,1,0,1,1,1,1,1,11500000.0
2.0,1,3.0,3,5,42,6226.0,1333.0,1,9,3,17.544794,78.296364,1.0,1,0,1,1,1,1,1,8300000.0
2.0,1,3.0,3,5,42,6163.0,1509.0,1,6,3,17.544794,78.296364,1.0,1,0,1,1,1,1,1,9300000.0
2.0,3,3.0,3,5,42,4901.0,1836.0,1,5,3,17.401445,78.37764,1.0,1,0,1,1,1,1,1,9000000.0
2.0,1,3.0,3,5,42,8454.0,1500.0,1,6,3,17.401445,78.37764,1.0,1,0,1,1,1,1,1,9300000.0
2.0,0,2.0,3,1,35,49.0,1492.0,1,3,2,17.401445,78.37764,1.0,0,0,0,0,0,0,0,50000.0
2.0,0,4.0,5,1,35,31.0,2729.0,2,20,4,17.401394,78.37739,1.0,0,0,0,0,0,0,0,85000.0
2.0,0,2.0,3,1,35,61.0,1283.0,1,23,2,17.401394,78.37739,1.0,0,0,0,0,0,0,0,54000.0
2.0,0,4.0,5,1,22,29.0,1670.0,2,5,4,17.41102,78.38512,1.0,0,0,0,0,0,0,0,50000.0
0.0,1,3.0,3,6,1,52434.0,2403.0,1,1,3,17.41102,78.38512,1.0,1,0,1,1,1,1,0,14000000.0
2.0,0,4.0,3,1,35,52.0,2713.0,3,6,4,17.41102,78.38512,1.0,0,0,0,0,0,0,0,95000.0
2.0,0,3.0,4,2,14,36.0,1384.0,1,6,3,17.33746,78.38138,2.0,0,0,0,0,0,0,0,40000.0
2.0,1,4.0,4,6,19,12500.0,3420.0,1,6,4,17.40223,78.3444,1.0,1,1,1,1,1,1,1,44200000.0
2.0,1,3.0,1,3,3,10833.0,1602.0,2,3,3,17.40223,78.3444,1.0,0,0,0,1,0,0,0,13000000.0
2.0,1,3.0,3,1,30,11678.0,2055.0,3,22,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,24000000.0
2.0,1,3.0,5,1,30,11922.0,2055.0,3,26,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,24500000.0
2.0,1,3.0,4,6,30,11435.0,2055.0,3,24,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,23500000.0
2.0,1,3.0,3,1,25,12000.0,1875.0,1,15,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,22500000.0
2.0,1,3.0,3,2,20,10098.0,2040.0,1,11,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,20600000.0
2.0,0,3.0,3,1,35,65.0,1742.0,2,15,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,78000.0
2.0,1,3.0,3,2,20,9429.0,2365.0,4,18,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,22300000.0
2.0,1,3.0,1,1,24,9722.0,2160.0,2,12,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,21000000.0
2.0,1,3.0,3,1,24,9177.0,1580.0,1,18,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,14500000.0
2.0,1,2.0,3,1,24,8400.0,1250.0,1,12,2,17.40223,78.3444,1.0,0,0,0,0,0,0,0,10500000.0
2.0,0,3.0,3,1,24,24.0,2160.0,2,15,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,52000.0
2.0,0,3.0,3,1,24,25.0,1580.0,1,11,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,39500.0
2.0,1,3.0,1,6,31,8714.0,1400.0,1,11,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,12200000.0
2.0,1,3.0,3,6,31,9032.0,1550.0,1,21,3,17.40223,78.3444,1.0,0,0,0,0,0,0,0,14000000.0
2.0,1,5.0,0,2,5,5869.0,2300.0,2,1,5,17.3973794,78.3856447,1.0,0,0,0,0,0,0,0,13500000.0
2.0,1,3.0,5,2,5,9375.0,2400.0,2,3,3,17.3973794,78.3856447,2.0,0,0,0,0,0,0,0,22500000.0
2.0,1,3.0,5,6,5,6500.0,1560.0,2,3,3,17.3973794,78.3856447,0.0,0,0,0,0,0,0,0,10100000.0
2.0,1,3.0,1,3,5,5887.0,2208.0,2,3,3,17.3973794,78.3856447,1.0,0,0,0,1,0,1,1,13000000.0
2.0,1,3.0,4,3,7,7500.0,2000.0,3,6,3,17.442196,78.280067,1.0,0,0,0,1,0,1,0,15000000.0
2.0,1,3.0,3,6,31,8516.0,1550.0,1,28,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,13200000.0
2.0,0,3.0,3,6,31,24.0,1450.0,1,11,3,17.442196,78.280067,1.0,0,0,0,0,0,0,0,36000.0
2.0,1,2.0,3,6,31,8706.0,1160.0,1,12,2,17.442196,78.280067,1.0,0,0,0,0,0,0,0,10100000.0
2.0,1,2.0,3,6,31,8793.0,1160.0,1,15,2,17.482796,78.32642,1.0,0,0,0,0,0,0,0,10200000.0
2.0,1,3.0,3,6,31,8295.0,2230.0,2,10,3,17.482796,78.32642,1.0,0,0,0,0,0,0,0,18500000.0
2.0,0,1.0,3,6,3,9.0,1300.0,1,3,1,17.400284,78.350663,1.0,0,0,0,0,0,0,0,12000.0
2.0,0,2.0,3,6,22,26.0,1300.0,1,10,2,17.509181,78.3521088,1.0,0,0,0,0,0,0,0,35000.0
2.0,0,3.0,3,1,5,19.0,1600.0,2,3,3,17.45753,78.36247,0.0,0,0,0,0,0,0,0,31000.0
2.0,0,2.0,3,1,35,38.0,1283.0,1,4,2,17.4609913,78.3532083,1.0,1,0,1,1,1,1,1,50000.0
2.0,0,2.0,3,6,35,35.0,1283.0,1,20,2,17.398775,78.355493,1.0,0,0,0,0,0,0,0,45000.0
2.0,0,3.0,4,1,5,22.0,2000.0,2,5,3,17.3973794,78.3856447,0.0,0,0,0,0,0,0,0,45000.0
2.0,0,3.0,4,6,35,31.0,1742.0,1,11,3,17.3973794,78.3856447,1.0,1,0,1,1,1,1,1,55000.0
2.0,0,2.0,4,1,31,36.0,1314.0,1,13,2,17.3973794,78.3856447,1.0,0,0,0,0,0,0,0,48000.0
2.0,0,2.0,4,1,31,38.0,1314.0,1,17,2,78.48667,17.38504,1.0,0,0,0,0,0,0,0,50000.0
2.0,1,3.0,3,1,5,7586.0,1450.0,1,1,3,17.3973794,78.3856447,1.0,0,0,0,0,0,1,0,11000000.0
2.0,1,2.0,3,6,35,12003.0,1283.0,1,25,2,17.405168,78.354355,1.0,0,0,0,0,0,0,0,15400000.0
2.0,1,4.0,3,6,29,18750.0,4960.0,4,1,4,17.437012,78.371384,1.0,1,0,1,1,1,1,1,75000000.0
2.0,0,3.0,4,1,35,32.0,1492.0,1,3,3,78.48667,17.38504,1.0,1,0,1,1,1,1,1,49000.0
2.0,0,3.0,1,1,33,33.0,1742.0,2,20,3,17.461305,78.273389,1.0,0,0,0,0,0,0,0,59000.0
2.0,0,4.0,3,6,35,36.0,2713.0,2,8,4,78.48667,17.38504,1.0,0,0,0,0,0,0,0,100000.0
2.0,1,2.0,3,1,35,10756.0,1283.0,1,16,2,17.495438,78.2960172,1.0,0,0,0,0,0,0,0,13799999.999999998
2.0,1,2.0,4,1,35,10790.0,1492.0,1,6,2,78.48667,17.38504,1.0,0,0,0,0,0,0,0,16100000.000000002
2.0,0,2.0,4,1,35,34.0,1492.0,1,26,2,17.453593,78.299753,1.0,0,0,0,0,0,0,0,52000.0
2.0,0,3.0,3,6,35,31.0,1742.0,1,12,3,17.5362492,78.2396486,1.0,1,0,1,1,1,1,1,55000.0
2.0,2,3.0,1,6,10,7500.0,1900.0,3,7,3,17.5362492,78.2396486,1.0,1,0,1,1,0,1,0,14200000.0
2.0,0,3.0,3,1,15,44.0,1225.0,1,1,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,55000.0
2.0,0,2.0,5,1,31,31.0,1314.0,1,15,2,17.422584,78.350841,1.0,1,0,1,1,1,1,1,42000.0
2.0,0,4.0,4,1,18,26.0,3400.0,2,6,4,17.532558,78.529251,1.0,0,0,0,0,0,0,0,90000.0
2.0,0,3.0,3,6,31,29.0,1834.0,1,24,3,17.443661,78.346158,1.0,1,0,1,1,1,1,1,55000.0
2.0,0,3.0,3,6,5,27.0,1800.0,1,1,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,50000.0
2.0,0,3.0,3,1,5,23.0,1600.0,1,4,3,17.3828053,78.3437872,1.0,0,0,0,0,0,0,0,38000.0
2.0,1,3.0,4,1,8,10176.0,1818.0,1,3,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,18500000.0
2.0,0,3.0,4,6,15,30.0,1798.0,3,12,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,55000.0
2.0,0,3.0,4,6,15,30.0,1798.0,3,8,3,17.587951,78.443155,1.0,0,0,0,0,0,0,0,55000.0
2.0,1,3.0,4,5,16,9481.0,1793.0,1,12,3,17.461846,78.304958,1.0,0,0,0,0,0,0,0,17000000.0
2.0,1,3.0,4,5,39,11386.0,2020.0,1,23,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,23000000.0
2.0,1,3.0,3,5,39,11138.0,2020.0,1,25,3,17.398775,78.355493,1.0,0,0,0,0,0,0,0,22500000.0
2.0,1,3.0,3,5,39,10891.0,2020.0,3,25,3,17.466409,78.311677,1.0,0,0,0,0,0,0,0,22000000.0
2.0,0,2.0,3,6,35,34.0,1283.0,1,10,2,78.48667,17.38504,1.0,0,0,0,0,0,0,0,44000.0
2.0,1,3.0,3,6,5,6900.0,1700.0,1,3,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,11700000.0
2.0,0,2.0,3,6,35,35.0,1283.0,1,26,2,78.48667,17.38504,1.0,1,0,1,1,1,1,1,45000.0
2.0,0,4.0,4,6,35,32.0,2729.0,3,6,4,17.464149,78.346279,1.0,1,0,1,1,1,1,1,90000.0
2.0,0,3.0,5,1,5,21.0,1650.0,2,3,3,17.40281,78.350792,1.0,0,0,0,0,0,0,0,35000.0
2.0,0,3.0,4,6,35,32.0,1492.0,1,4,3,17.433847,78.332074,1.0,1,0,1,1,1,1,1,49000.0
2.0,1,2.0,5,1,15,9881.0,1265.0,1,6,2,17.430915,78.37728,1.0,0,0,0,0,0,0,0,12500000.0
2.0,0,3.0,3,6,35,30.0,1993.0,1,4,3,17.452348,78.302171,1.0,1,0,1,1,1,1,1,60000.0
2.0,0,3.0,4,1,30,37.0,1860.0,2,27,3,17.329616967112738,78.27841634445147,1.0,0,0,0,0,0,0,0,70000.0
2.0,1,3.0,5,6,5,8108.0,1850.0,1,5,3,17.3432557,78.3061158,1.0,0,0,0,0,0,0,0,15000000.0
2.0,1,3.0,4,1,10,7954.0,2200.0,2,2,3,17.38504,78.48667,1.0,0,0,0,0,0,0,0,17500000.0
2.0,0,2.0,3,6,35,31.0,1283.0,1,16,2,17.38504,78.48667,1.0,1,0,1,1,1,1,1,41000.0
2.0,0,3.0,3,6,35,32.0,1993.0,1,1,3,17.591122,78.569709,1.0,1,0,1,1,1,1,1,65000.0
2.0,0,2.0,3,6,35,31.0,1283.0,1,15,2,17.54901471992252,78.53293102759552,1.0,1,0,1,1,1,1,1,41000.0
2.0,1,3.0,3,6,35,10035.0,1993.0,1,14,3,17.38504,78.48667,1.0,0,0,0,0,0,0,0,20000000.0
2.0,0,3.0,3,6,32,31.0,2235.0,1,28,3,17.2494091,78.4183466,1.0,0,0,0,0,0,0,0,70000.0
2.0,0,3.0,3,6,32,29.0,2235.0,1,17,3,17.516687,78.883378,1.0,1,0,1,1,1,1,1,65000.0
2.0,1,3.0,3,6,31,10000.0,1650.0,1,0,3,17.516687,78.883378,1.0,0,0,0,0,0,0,0,16500000.0
2.0,1,2.0,3,6,31,10000.0,1250.0,1,0,2,17.516687,78.883378,1.0,0,0,0,0,0,0,0,12500000.0
2.0,1,2.0,3,6,31,10000.0,1160.0,1,0,2,17.516687,78.883378,1.0,0,0,0,0,0,0,0,11600000.0
2.0,0,1.0,5,1,5,25.0,700.0,1,2,1,17.516687,78.883378,1.0,0,0,0,0,0,0,0,18000.0
2.0,0,1.0,5,1,5,21.0,650.0,1,2,1,17.516687,78.883378,1.0,0,0,0,0,0,0,0,14000.0
2.0,0,1.0,5,6,5,24.0,700.0,1,2,1,17.516687,78.883378,1.0,0,0,0,0,0,0,0,17000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.516687,78.883378,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.516687,78.883378,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.516687,78.883378,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.25839,78.68112,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.327119,78.589535,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.322272,78.643697,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.25839,78.68112,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.25839,78.68112,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.25839,78.68112,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.3259,78.60761,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.30361,78.7292,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.30361,78.7292,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.25839,78.68112,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.25839,78.68112,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,17.40188,78.37616,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,2,4809.0,2100.0,2,2,3,78.48667,17.38504,1.0,1,0,1,1,1,1,1,10100000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,78.48667,17.38504,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.532274,78.39243,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.532303,78.39243,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.532303,78.39243,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.388287,78.370072,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.532274,78.39243,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.388287,78.370072,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.532274,78.39243,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.233562897673416,78.54189608906688,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,3,5,3,7182.0,3940.0,2,3,3,17.388287,78.370072,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,5,5,1,4800.0,2100.0,2,1,3,17.233562897673416,78.54189608906688,1.0,1,0,1,1,1,1,0,10100000.0
0.0,1,4.0,5,5,2,7182.0,3940.0,2,2,4,17.233562897673416,78.54189608906688,1.0,1,0,1,1,1,1,1,28300000.0
0.0,1,3.0,5,5,2,4800.0,2150.0,2,2,3,16.985875,78.499864,1.0,1,0,1,1,1,1,1,10200000.0
0.0,1,3.0,5,5,1,3833.0,2000.0,2,1,3,17.385044,78.486671,1.0,1,0,1,1,1,0,0,6900000.0
2.0,1,2.0,3,5,18,3250.0,1323.0,1,3,2,17.385044,78.486671,1.0,1,0,1,1,1,1,0,4300000.0
2.0,1,3.0,3,5,10,4600.0,1500.0,1,1,3,78.48667,17.38504,1.0,0,0,0,0,0,0,0,6900000.0
2.0,1,3.0,0,5,15,4900.0,2645.0,2,0,3,78.48667,17.38504,1.0,0,0,1,0,1,0,0,13000000.0
2.0,1,3.0,0,5,15,4900.0,3035.0,2,0,3,17.516687,78.883378,1.0,0,0,1,0,1,0,0,14900000.0
2.0,1,3.0,0,5,15,4900.0,3605.0,2,0,3,17.3697735,78.5618265,1.0,0,0,1,0,1,0,0,17700000.0
0.0,1,3.0,0,5,2,6500.0,3885.0,2,2,3,17.228693,78.577689,1.0,0,0,0,0,0,1,0,25300000.0
2.0,1,3.0,0,5,10,4500.0,2485.0,1,1,3,17.371384,78.671282,1.0,0,0,0,0,0,0,0,11200000.000000002
0.0,1,3.0,0,5,3,6500.0,3885.0,2,3,3,17.371384,78.671282,1.0,0,0,0,0,0,1,0,25300000.0
2.0,0,3.0,3,1,14,24.0,2440.0,1,5,3,17.356247,78.678267,1.0,0,0,0,0,0,0,0,60000.0
2.0,1,3.0,3,6,12,7168.0,1395.0,2,12,3,17.210329,78.500098,1.0,1,0,1,0,1,1,0,10000000.0
2.0,1,4.0,3,5,47,6300.0,5500.0,3,20,4,17.215822,78.512751,1.0,1,0,1,1,1,1,1,34600000.0
2.0,1,4.0,3,5,47,6300.0,4200.0,2,14,4,17.4480919,78.3787508,1.0,1,0,1,1,1,1,1,26500000.0
2.0,1,4.0,3,5,47,6300.0,4200.0,2,12,4,17.3989849,78.3329911,1.0,1,0,1,1,1,1,1,26500000.0
2.0,1,3.0,3,5,47,6300.0,3000.0,2,20,3,17.4359437,78.3416731,1.0,1,0,1,1,1,1,1,18900000.0
2.0,1,4.0,3,5,40,6300.0,4200.0,3,27,4,17.4609913,78.3532083,1.0,1,0,1,1,1,1,1,26500000.0
2.0,1,4.0,3,5,40,6300.0,3600.0,2,26,4,17.463252,78.354557,1.0,1,0,1,1,1,1,1,22700000.0
2.0,1,3.0,3,5,40,6300.0,3000.0,2,20,3,17.58048163680935,78.93686802452929,1.0,1,0,1,1,1,1,1,18900000.0
2.0,1,4.0,3,5,47,6300.0,4200.0,3,20,4,17.4609913,78.3532083,1.0,1,0,1,1,1,1,1,26500000.0
2.0,1,3.0,3,5,47,6300.0,3000.0,2,20,3,17.4609913,78.3532083,1.0,1,0,1,1,1,1,1,18900000.0
2.0,1,3.0,3,5,28,6900.0,1625.0,1,18,3,17.19515,78.65624,1.0,0,0,0,0,0,0,0,11200000.000000002
0.0,1,3.0,3,5,3,9000.0,3200.0,2,3,3,17.16954,78.47093,1.0,1,0,1,0,1,1,1,28800000.0
0.0,0,3.0,3,1,1,75.0,2997.0,1,1,3,17.20869,78.47603,1.0,0,0,0,0,0,0,0,24000.0
2.0,0,1.0,5,1,5,16.0,560.0,1,2,1,17.4639176,78.6242289,2.0,0,0,0,0,0,0,0,9000.0
2.0,0,1.0,5,1,5,18.0,550.0,1,2,1,17.393779,78.689843,2.0,0,0,0,0,0,0,0,10000.0
2.0,1,3.0,0,6,15,10000.0,2680.0,1,6,3,17.4609913,78.3532083,1.0,1,0,1,1,1,1,1,26800000.0
1.0,1,3.0,3,6,2,10780.0,2319.0,2,0,3,17.5466633,78.2824444,1.0,1,0,1,1,1,1,1,25000000.0
1.0,1,3.0,7,6,2,6750.0,2000.0,2,1,3,17.4609913,78.3532083,1.0,0,0,0,0,0,0,0,13500000.0
0.0,1,4.0,4,6,2,4375.0,1350.0,1,2,4,17.4609913,78.3532083,1.0,1,0,1,0,1,0,0,10500000.0
0.0,1,4.0,3,6,2,4541.0,1350.0,1,2,4,17.4609913,78.3532083,1.0,1,0,1,0,1,0,0,10900000.0
0.0,1,4.0,3,5,3,10000.0,1350.0,2,3,4,17.4609913,78.3532083,1.0,0,0,0,0,0,0,0,12000000.0
0.0,1,4.0,4,5,3,8518.0,1350.0,2,3,4,17.392057,78.348076,1.0,1,0,1,0,1,0,0,11500000.0
2.0,1,3.0,6,6,5,4800.0,1500.0,2,3,3,17.5090182,78.3001801,1.0,0,0,0,0,0,0,0,7500000.0
0.0,1,4.0,1,6,2,11956.0,1080.0,1,2,4,17.477415,78.227409,1.0,1,0,1,1,1,0,0,11000000.0
0.0,1,4.0,5,6,2,5407.0,1080.0,1,2,4,17.3923634,78.3621784,1.0,1,0,1,0,1,0,0,99500000.0
0.0,1,4.0,5,6,2,11086.0,1080.0,1,2,4,17.3930103,78.3713897,1.0,1,0,1,0,1,0,0,10200000.0
0.0,1,4.0,3,6,2,4708.0,1350.0,2,2,4,17.3856767,78.3648867,1.0,1,0,1,1,1,1,0,11299999.999999998
0.0,1,3.0,3,5,2,9913.0,1350.0,2,2,3,17.3754575,78.3627016,1.0,1,0,1,1,1,1,0,11399999.999999998
0.0,1,4.0,3,5,3,10000.0,1350.0,2,3,4,17.3923634,78.3621784,1.0,1,0,1,1,1,1,0,13500000.0
0.0,1,3.0,3,6,2,4812.0,1350.0,2,2,3,17.514789,78.462524,1.0,1,0,1,1,1,1,0,11500000.0
0.0,1,4.0,3,6,2,9583.0,1350.0,2,2,4,17.47078,78.30668,1.0,1,0,1,1,1,1,0,11500000.0
0.0,1,3.0,3,5,2,5195.0,1350.0,2,2,3,17.40216,78.37374,1.0,1,0,1,1,1,1,0,12000000.0
0.0,1,4.0,3,5,3,9629.0,1350.0,2,3,4,17.4120488,78.407249,1.0,1,0,1,1,1,1,0,13000000.0
2.0,1,3.0,0,5,5,5600.0,1550.0,2,3,3,17.485091,78.3671565,1.0,0,0,0,0,0,0,0,9000000.0
0.0,1,4.0,3,6,2,8888.0,1350.0,2,2,4,17.5468498,78.3650231,1.0,1,0,1,1,1,1,0,12000000.0
2.0,1,3.0,3,1,5,5300.0,1560.0,1,5,3,17.4664197,78.285342,1.0,0,0,0,0,0,1,0,79500000.0
2.0,1,3.0,4,3,13,6888.0,1885.0,2,13,3,17.38504,78.48667,1.0,1,0,0,0,1,0,0,12400000.0
2.0,1,2.0,1,3,5,5647.0,1275.0,1,3,2,17.311940823733476,78.47302608769566,1.0,0,0,0,0,0,0,0,7200000.0
2.0,1,2.0,3,1,4,5647.0,1275.0,1,4,2,17.40223,78.3444,1.0,0,0,0,0,0,0,0,7200000.0
2.0,1,3.0,4,6,8,6627.0,1358.0,1,0,3,17.5203424,78.3970205,1.0,1,0,1,1,1,1,1,9000000.0
2.0,1,2.0,4,6,8,7207.0,1332.0,1,7,2,17.4575920727232,78.9617167421712,1.0,1,0,1,1,1,1,1,9600000.0
2.0,1,2.0,3,5,40,7888.0,1255.0,2,38,2,17.516687,78.883378,1.0,1,1,1,0,1,0,1,9900000.0
